VBO id	Breed name	Parent ID NCBITaxon:	CFA	FIFe	GCCF	REFR	TICA	WCC	WCF	WIKI	Breed code 1	ALL source for breed code 1, separated by pipe	Breed code 2	ALL source for breed code 2, separated by pipe	Breed code 3	ALL source for breed code 3, separated by pipe	Breed code 4	ALL source for breed code 4, separated by pipe	Synonym 1	source for synonyms 1	Synonym 2	source for synonyms 2	Synonym 3	source for synonyms 3	Synonym 4	source for synonyms 4	Recognition status 1	Source for Recognition status 1 (separated by |)	Recognition status 2 	Source for Recognition status 2 (separated by |)	Recognition status 3	Source for Recognition status 3 (separated by |)	Lyons	all contributors 	OMIA
VBO:0100082	Desert Lynx	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					DLX	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100083	Deutsch Langhaar	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		DLH	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100084	Devon Rex	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_drx.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	DRX	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	DR	https://www.tica.org/phocadownload/dr.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:320
VBO:0100085	Don Sphynx	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php				https://www.worldcatcongress.org/wp/cat_breed_comp_dsp.php	https://wcf.de/en/wcf-ems-code/		DSP	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	DSX	https://wcf.de/en/wcf-ems-code/					Donskoy	https://wcf.de/en/wcf-ems-code/							http://purl.obolibrary.org/obo/vbo#fully_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:888
VBO:0100086	Donskoy	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_dsk.php		https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	DSK	https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/phocadownload/dsk.pdf							Don Sphynx	https://www.tica.org/breeds/browse-all-breeds?view=article&id=1876|https://en.wikipedia.org/wiki/Donskoy_cat	Russian Hairless	https://en.wikipedia.org/wiki/Donskoy_cat					http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100087	Dossow	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					DOS	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100088	Dragon Li	NCBITaxon:9685								https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds									Chinese Li Hua	https://en.wikipedia.org/wiki/Dragon_Li	China Li Hua	https://en.wikipedia.org/wiki/Dragon_Li											https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100089	Dwelf	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/				https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	DWF	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100090	Egyptian Mau	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_emau.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	MAU	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://wcf.de/en/wcf-ems-code/	EGM	https://www.rareexoticfelineregistry.com/breed-recognition/	EM	https://www.tica.org/phocadownload/em.pdf											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds	http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/			https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100091	Elf	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					ELF	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100092	European	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php				https://www.worldcatcongress.org/wp/cat_breed_comp_eur.php			EUR	http://fifeweb.org/wp/breeds/breeds_prf_stn.php															http://purl.obolibrary.org/obo/vbo#fully_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100093	European Burmese	NCBITaxon:9685	https://cfa.org/breeds/					https://www.worldcatcongress.org/wp/cat_breed_comp_ebur.php																			http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100094	European Shorthair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_eush.php		https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds									European	https://en.wikipedia.org/wiki/European_Shorthair													https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100095	Exotic	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php							EXO	http://fifeweb.org/wp/breeds/breeds_prf_stn.php															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100096	Exotic Shorthair	NCBITaxon:9685			https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_exo.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	EXO	https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://wcf.de/en/wcf-ems-code/	ESH	https://www.rareexoticfelineregistry.com/breed-recognition/	ES	https://www.tica.org/phocadownload/ps.pdf											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100097	Experimental	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					EXP	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100098	Fishing Cat	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					FCT	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100099	Foldex	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/				https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	FEX	https://www.rareexoticfelineregistry.com/breed-recognition/							Exotic Fold	https://en.wikipedia.org/wiki/Foldex_cat							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100100	Foreign White	NCBITaxon:9685			https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/						SIA w67	https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100101	Foreign White Longhair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_flh.php	https://wcf.de/en/wcf-ems-code/		BAL w	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100102	Foreign White Shorthair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_fsh.php	https://wcf.de/en/wcf-ems-code/		SIA w	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100103	Gao Taem	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					GTM	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100104	Genetta	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					GEN	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100105	Geoffroy’s Cat	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					GRY	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100106	German Longhair	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					GLH	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100107	German Rex	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php				https://www.worldcatcongress.org/wp/cat_breed_comp_grx.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	GRX	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:852
VBO:0100108	Havana	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_hav.php	https://wcf.de/en/wcf-ems-code/		HAV	https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	HB	https://www.tica.org/phocadownload/hb.pdf					Havana Brown	https://wcf.de/pdf-en/breed/Havana_2019-09-29_EN.pdf	Suffolk	https://wcf.de/pdf-en/breed/Havana_2019-09-29_EN.pdf					http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100109	Havana Brown	NCBITaxon:9685	https://cfa.org/breeds/					https://www.worldcatcongress.org/wp/cat_breed_comp_hbrn.php		https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds									Havana	https://en.wikipedia.org/wiki/Havana_Brown							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100110	Hemingway Curl	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					HCL	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100111	Hibernian Lynx	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					HBL	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100112	Highland Fold	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/			https://wcf.de/en/wcf-ems-code/		HFD	https://www.rareexoticfelineregistry.com/breed-recognition/	SFL	https://wcf.de/en/wcf-ems-code/					Scottish Fold Longhair	https://wcf.de/en/wcf-ems-code/							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100113	Highland Lynx	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					HLX	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100114	Highlander	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds			https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	HDR	https://www.rareexoticfelineregistry.com/breed-recognition/	HG	https://www.tica.org/phocadownload/hg.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/	http://purl.obolibrary.org/obo/vbo#partially_recognized	https://www.tica.org/breeds/browse-all-breeds			https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100115	Highlander Longhair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_hll.php																									https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100116	Highlander Shorthair	NCBITaxon:9685					https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_hls.php			HGS	https://www.tica.org/phocadownload/hg.pdf															http://purl.obolibrary.org/obo/vbo#partially_recognized	https://www.tica.org/breeds/browse-all-breeds						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100117	Himalayan	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds			https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	HIM	https://www.rareexoticfelineregistry.com/breed-recognition/	HI	https://www.tica.org/phocadownload/ps.pdf					Colourpoint Persian	https://en.wikipedia.org/wiki/Himalayan_cat	Himalayan Persian	https://en.wikipedia.org/wiki/Himalayan_cat					http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:22
VBO:0100118	House Cat Longhair	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php							HCL	http://fifeweb.org/wp/breeds/breeds_prf_stn.php															http://purl.obolibrary.org/obo/vbo#partially_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100119	House Cat Shorthair	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php							HCS	http://fifeweb.org/wp/breeds/breeds_prf_stn.php															http://purl.obolibrary.org/obo/vbo#partially_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100120	Household Pet	NCBITaxon:9685					https://www.tica.org/breeds/browse-all-breeds				HH	https://www.tica.org/phocadownload/hh.pdf															http://purl.obolibrary.org/obo/vbo#not_recognized	https://www.tica.org/breeds/browse-all-breeds						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100121	Household Pet Kitten	NCBITaxon:9685					https://www.tica.org/breeds/browse-all-breeds				HH	https://www.tica.org/phocadownload/hh.pdf															http://purl.obolibrary.org/obo/vbo#not_recognized	https://www.tica.org/breeds/browse-all-breeds						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100122	Household Pet Longhair	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		HPL	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100123	Household Pet Shorthair	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		HPS	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100124	Isle of Man Longhair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_iml.php																										https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100125	Isle of Man Shorthair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_ims.php																										https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100126	Jaguarette	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					JGR	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100127	Jaguarundi Curl	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					JAG	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100128	Japanese Bobtail	NCBITaxon:9685	https://cfa.org/breeds/			https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_jbt.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	JBT	https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	JB	https://www.tica.org/phocadownload/jb.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100129	Japanese Bobtail Longhair	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_ems.php			https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_jbl.php	https://wcf.de/en/wcf-ems-code/		JBL	http://fifeweb.org/wp/breeds/breeds_ems.php|https://www.tica.org/phocadownload/jb.pdf|https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#not_recognized	http://fifeweb.org/wp/breeds/breeds_ems.php	http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/			https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
