VBO id	Breed name	Parent ID NCBITaxon:	CFA	FIFe	GCCF	REFR	TICA	WCC	WCF	WIKI	Breed code 1	ALL source for breed code 1, separated by pipe	Breed code 2	ALL source for breed code 2, separated by pipe	Breed code 3	ALL source for breed code 3, separated by pipe	Breed code 4	ALL source for breed code 4, separated by pipe	Synonym 1	source for synonyms 1	Synonym 2	source for synonyms 2	Synonym 3	source for synonyms 3	Synonym 4	source for synonyms 4	Recognition status 1	Source for Recognition status 1 (separated by |)	Recognition status 2 	Source for Recognition status 2 (separated by |)	Recognition status 3	Source for Recognition status 3 (separated by |)	Lyons	all contributors 	OMIA
VBO:0100040	Bengal	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_ben.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BEN	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://wcf.de/en/wcf-ems-code/	BGL	https://www.rareexoticfelineregistry.com/breed-recognition/	BG	https://www.tica.org/phocadownload/bg.pdf											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:28
VBO:0100041	Bengal Longhair	NCBITaxon:9685					https://www.tica.org/breeds/browse-all-breeds		https://wcf.de/en/wcf-ems-code/		BGL	https://www.tica.org/phocadownload/bg.pdf	CAM	https://wcf.de/en/wcf-ems-code/					Cashmere	https://wcf.de/pdf-en/breed/Cashmere_2019_07_EN.pdf							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100042	Birman	NCBITaxon:9685	https://cfa.org/breeds/		https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_bir.php		https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	SBI	https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf	BIR	https://www.rareexoticfelineregistry.com/breed-recognition/	BI	https://www.tica.org/phocadownload/bi.pdf			Sacred Cat of Burma	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/birman/							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:927
VBO:0100043	Bobcat	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					BCT	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100044	Bohemian Rex	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_ems.php							BRX	http://fifeweb.org/wp/breeds/breeds_ems.php															http://purl.obolibrary.org/obo/vbo#not_recognized	http://fifeweb.org/wp/breeds/breeds_ems.php					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100045	Bombay	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_ems.php		https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_bom.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BOM	http://fifeweb.org/wp/breeds/breeds_ems.php|https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	BO	https://www.tica.org/phocadownload/bu.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/	http://purl.obolibrary.org/obo/vbo#not_recognized	http://fifeweb.org/wp/breeds/breeds_ems.php			https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100046	Bramble	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					BRA	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100047	Brazilian Shorthair	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/		https://www.worldcatcongress.org/wp/cat_breed_comp_bzsh.php		https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BZS	https://www.rareexoticfelineregistry.com/breed-recognition/	BSH	https://wcf.de/en/wcf-ems-code/					Brasilian Shorthair	https://wcf.de/pdf-en/breed/BRA_en_2010-01-01.pdf							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100048	Bristol	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					BRI	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100049	British Ice Longhair	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					BCL	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100050	British Ice Shorthair	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					BCS	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100051	British Longhair	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_brlh.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BLH	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	BL	https://www.tica.org/phocadownload/bs.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100052	British Shorthair	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_brsh.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BSH	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/	BS	https://www.tica.org/phocadownload/bs.pdf	BRI	https://wcf.de/en/wcf-ems-code/											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:460/722
VBO:0100053	Burmese	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_bur.php		https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BUR	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/	BU	https://www.tica.org/phocadownload/bu.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:201
VBO:0100054	Burmese European	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		BUR	https://wcf.de/en/wcf-ems-code/							European Burmese	https://wcf.de/pdf-en/breed/BUR_en_2019-07-01.pdf							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100055	Burmese Longhair	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		TIF	https://wcf.de/en/wcf-ems-code/							Tiffany	https://wcf.de/en/wcf-ems-code/							http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100056	Burmilla	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php		https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_bml.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	BML	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.rareexoticfelineregistry.com/breed-recognition/	BM	https://www.tica.org/phocadownload/bm.pdf	BMS	https://wcf.de/en/wcf-ems-code/											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds	http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/			https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:761
VBO:0100057	Burmilla Longhair	NCBITaxon:9685					https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_bmlh.php	https://wcf.de/en/wcf-ems-code/		BML	https://www.tica.org/phocadownload/bm.pdf|https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.tica.org/breeds/browse-all-breeds	http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/				https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100058	Burmilla Shorthair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_bmsh.php																										https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100059	California Spangled	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/				https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	CSP	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100060	California Toyger	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					CTO	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100061	Canadian Sphynx	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		SPH	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100062	Caracal	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					CRL	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100063	Celtic	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		KKH	https://wcf.de/en/wcf-ems-code/							European Shorthair	https://wcf.de/pdf-en/breed/KKH_en_2010-01-01.pdf|https://wcf.de/en/wcf-ems-code/							http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100064	Celtic Shorthair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_cels.php																										https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100065	Ceylon	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_cey.php	https://wcf.de/en/wcf-ems-code/		CEY	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100066	Chantilly-Tiffany	NCBITaxon:9685								https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds									Chantilly	https://en.wikipedia.org/wiki/Chantilly-Tiffany	Foreign Longhair	https://en.wikipedia.org/wiki/Chantilly-Tiffany												https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100067	Chartreux	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_cha.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	CHA	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://wcf.de/en/wcf-ems-code/	CHX	https://www.rareexoticfelineregistry.com/breed-recognition/	CX	https://www.tica.org/phocadownload/cx.pdf											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/	http://purl.obolibrary.org/obo/vbo#partially_recognized	https://www.gccfcats.org/wp-content/uploads/2022/01/Preliminary-Recognition.pdf			https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100068	Chausie	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_chu.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	CHA	https://www.rareexoticfelineregistry.com/breed-recognition/	CU	https://www.tica.org/phocadownload/cu.pdf	CHS	https://wcf.de/en/wcf-ems-code/											http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100069	Chinchilla Longhair	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_chl.php	https://wcf.de/en/wcf-ems-code/		CHL	https://wcf.de/en/wcf-ems-code/															http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100070	Chinese Harlequin	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					CHQ	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100071	Chinese Li Hua	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_chn.php																										https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100072	Chinese Tank Cat	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					CTC	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100073	Classicat	NCBITaxon:9685						https://www.worldcatcongress.org/wp/cat_breed_comp_clc.php																										https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100074	Colorpoint Shorthair	NCBITaxon:9685	https://cfa.org/breeds/							https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	CSH	https://www.rareexoticfelineregistry.com/breed-recognition/	COS	https://wcf.de/en/wcf-ems-code/					Color Point Shorthair	https://www.rareexoticfelineregistry.com/breed-recognition/	Colourpoint Shorthair	https://www.worldcatcongress.org/wp/cat_breed_comp_cps.php|https://wcf.de/en/wcf-ems-code/					http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|https://www.rareexoticfelineregistry.com/breed-recognition/	http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/				https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100075	Companion Cat	NCBITaxon:9685	https://cfa.org/breeds/								CCW	https://cfa.org/breeds/															http://purl.obolibrary.org/obo/vbo#not_recognized	https://cfa.org/breeds/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100076	Copper	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					COP	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100077	Cornish Rex	NCBITaxon:9685	https://cfa.org/breeds/	http://fifeweb.org/wp/breeds/breeds_prf_stn.php	https://www.gccfcats.org/getting-a-cat/choosing/cat-breeds/	https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_crx.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	CRX	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	CR	https://www.tica.org/phocadownload/cr.pdf													http://purl.obolibrary.org/obo/vbo#fully_recognized	https://cfa.org/breeds/|http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.gccfcats.org/wp-content/uploads/2022/04/SOP.final_.February2022.pdf|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	OMIA:822
VBO:0100078	Cornish Rex Longhair	NCBITaxon:9685							https://wcf.de/en/wcf-ems-code/		CLX	https://wcf.de/en/wcf-ems-code/							Californian Rex	https://wcf.de/en/wcf-ems-code/							http://purl.obolibrary.org/obo/vbo#not_recognized	https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100079	Curly Tail Cat	NCBITaxon:9685				https://www.rareexoticfelineregistry.com/breed-recognition/					CTL	https://www.rareexoticfelineregistry.com/breed-recognition/															http://purl.obolibrary.org/obo/vbo#fully_recognized	https://www.rareexoticfelineregistry.com/breed-recognition/						https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
VBO:0100080	Cymric	NCBITaxon:9685		http://fifeweb.org/wp/breeds/breeds_prf_stn.php		https://www.rareexoticfelineregistry.com/breed-recognition/	https://www.tica.org/breeds/browse-all-breeds	https://www.worldcatcongress.org/wp/cat_breed_comp_cym.php	https://wcf.de/en/wcf-ems-code/	https://en.wikipedia.org/wiki/List_of_cat_breeds#Breeds	CYM	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.rareexoticfelineregistry.com/breed-recognition/|https://wcf.de/en/wcf-ems-code/	CY	https://www.tica.org/phocadownload/mx.pdf					Longhair Manx	https://en.wikipedia.org/wiki/Cymric_cat	Long-haired Manx	https://en.wikipedia.org/wiki/Cymric_cat	Manx Longhair	https://en.wikipedia.org/wiki/Cymric_cat			http://purl.obolibrary.org/obo/vbo#fully_recognized	http://fifeweb.org/wp/breeds/breeds_prf_stn.php|https://www.rareexoticfelineregistry.com/breed-recognition/|https://www.tica.org/breeds/browse-all-breeds|https://wcf.de/en/wcf-ems-code/					https://orcid.org/0000-0002-1628-7726	https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965	
