VBO id	transboundary name as in VBO	OMIA breed_id	xref	source for xref	OMIA breed_name	syn source	syn source	NCBITaxon_species_id	Xlookup NCBITaxon species name	DADIS Transboundary name	Synonyms for transboundary name, to be added	Notes (could be "A rdfs:comment" but unsure whether there is already a comment, so not adding at this point)
VBO:0000278	Longhorn (Cattle)	535	OMIA:535		Longhorn	https://omia.org		9913	Cattle	Longhorn		
VBO:0001017	Lusitanian (Horse)	872	OMIA:872		Lusitano	https://omia.org		9796	Horse	Lusitanian	Lusitano	
VBO:0001495	Madras Red (Sheep)	588	OMIA:588		Madras Red	https://omia.org		9940	Sheep	Madras Red		
VBO:0000286	Maine-Anjou (Cattle)	96	OMIA:96		Maine Anjou	https://omia.org		9913	Cattle	Maine-Anjou	Maine Anjou	
VBO:0001169	Mangalitsa (Pig)	1169	OMIA:1169		Mangalitza	https://omia.org		9823	Pig	Mangalitsa	Mangalitza	
VBO:0000319	Nguni (Cattle)	159	OMIA:159		Manguni	https://omia.org		9913	Cattle	Nguni		
VBO:0000569	Marans (Chicken)	1060	OMIA:1060		Marans	https://omia.org		9031	Chicken	Marans		
VBO:0000291	Marchigiana (Cattle)	580	OMIA:580		Marchigiana	https://omia.org		9913	Cattle	Marchigiana		
VBO:0001502	Marsh Sheep (Sheep)	141	OMIA:141		Marsh	https://omia.org		9940	Sheep	Marsh Sheep	Marsh	
VBO:0000294	Mashona (Cattle)	160	OMIA:160		Mashona	https://omia.org		9913	Cattle	Mashona		
VBO:0001505	Maure (Sheep)	224	OMIA:224		Maure	https://omia.org		9940	Sheep	Maure		
VBO:0001175	Meishan (Pig)	52	OMIA:52		Meishan	https://omia.org		9823	Pig	Meishan		
VBO:0001508	Merino (Sheep)	40	OMIA:40		Merino	https://omia.org		9940	Sheep	Merino		
VBO:0001425	German Mutton Merino (Sheep)	496	OMIA:496		Merino Fleisch Schafe	https://omia.org		9940	Sheep	German Mutton Merino		
VBO:0001512	Merinolandschaf (Sheep)	374	OMIA:374		Merinolandschaf	https://omia.org		9940	Sheep	Merinolandschaf		
VBO:0000238	Holstein (red and white) (Cattle)	122	OMIA:122		Meuse Rhine Yssel	https://omia.org		9913	Cattle	Holstein (red and white)		
VBO:0001176	Middle White (Pig)	730/1201	OMIA:730/1201	http://orcid.org/0000-0002-9178-3965	Middle Yorkshire	https://omia.org		9823	Pig	Middle White		
VBO:0000302	Modicana (Cattle)	419	OMIA:419		Modica	https://omia.org		9913	Cattle	Modicana	Modica	
VBO:0000256	Kazakh (Cattle)	1009	OMIA:1009		Mongolian Turano	https://omia.org		9913	Cattle	Kazakh		
VBO:0001515	Montadale (Sheep)	545	OMIA:545		Montadale	https://omia.org		9940	Sheep	Montadale		
VBO:0000306	MontbÃ©liarde [Montbéliarde] (Cattle)	162	OMIA:162		Montbeliarde	https://omia.org		9913	Cattle	MontbÃ©liarde [Montbéliarde]	Montbeliarde	
VBO:0001518	Morada Nova (Sheep)	227	OMIA:227		Morada Nova	https://omia.org		9940	Sheep	Morada Nova		
VBO:0001022	Morgan (Horse)	1005	OMIA:1005		Morgan	https://omia.org		9796	Horse	Morgan		
VBO:0000309	Murboden (Cattle)	315	OMIA:315		Murboden	https://omia.org		9913	Cattle	Murboden		
VBO:0000807	Murcia-Granada (Goat)	230	OMIA:230		Murciana Granadina	https://omia.org		9925	Goat	Murcia-Granada	Murciana Granadina	
VBO:0000311	Murnau-Werdenfels (Cattle)	304	OMIA:304		Murnau Werdenfelser	https://omia.org		9913	Cattle	Murnau-Werdenfels	Murnau Werdenfelser	
VBO:0000312	Murray Grey (Cattle)	326	OMIA:326		Murray Grey	https://omia.org		9913	Cattle	Murray Grey		
VBO:0000314	Muturu (Cattle)	713	OMIA:713		Muturu	https://omia.org		9913	Cattle	Muturu		
VBO:0000314	Muturu (Cattle)	699	OMIA:699		Muturu West African	https://omia.org		9913	Cattle	Muturu		
VBO:0000315	N'dama (Cattle)	98	OMIA:98		N'Dama	https://omia.org		9913	Cattle	N'dama	N'Dama	
VBO:0001523	Najdi (Sheep)	351	OMIA:351		Najdi	https://omia.org		9940	Sheep	Najdi		
VBO:0001524	Navajo-Churro (Sheep)	939	OMIA:939		Navajo-Churro	https://omia.org		9940	Sheep	Navajo-Churro		
VBO:0001266	Netherland dwarf (Rabbit)	1019	OMIA:1019		Netherland Dwarf	https://omia.org		9986	Rabbit	Netherland dwarf		
VBO:0001026	New Forest Pony (Horse)	932	OMIA:932		New Forest Pony	https://omia.org		9796	Horse	New Forest Pony		
VBO:0000576	New Hampshire (Chicken)	332	OMIA:332		New Hampshire	https://omia.org		9031	Chicken	New Hampshire		
VBO:0001269	New Zealand White (Rabbit)	456	OMIA:456		New Zealand White	https://omia.org		9986	Rabbit	New Zealand White		
VBO:0000319	Nguni (Cattle)	121	OMIA:121		Nguni	https://omia.org		9913	Cattle	Nguni		
VBO:0000576	New Hampshire (Chicken)	1055	OMIA:1055		NH-413 strain	https://omia.org		9031	Chicken	New Hampshire		
VBO:0000237	Holstein (black and white) (Cattle)	915	OMIA:915		Nordic Holstein	https://omia.org		9913	Cattle	Holstein (black and white)		
VBO:0001030	Noric (Horse)	1013	OMIA:1013		Noriker	https://omia.org		9796	Horse	Noric		
VBO:0000322	Normande (Cattle)	618	OMIA:618		Normande|Normandy	https://omia.org		9913	Cattle	Normande	Normandy	
VBO:0000322	Normande (Cattle)	367	OMIA:367		Normandy	https://omia.org		9913	Cattle	Normande		
VBO:0001034	Oldenburg (Horse)	572	OMIA:572		Oldenberg	https://omia.org		9796	Horse	Oldenburg	Oldenberg	
VBO:0001034	Oldenburg (Horse)	436	OMIA:436		Oldenburg	https://omia.org		9796	Horse	Oldenburg		
VBO:0001539	Olkuska (Sheep)	882	OMIA:882		Olkuska	https://omia.org		9940	Sheep	Olkuska		
VBO:0000588	Orpington (Chicken)	1093	OMIA:1093		Orpington	https://omia.org		9031	Chicken	Orpington		
VBO:0001544	Oxford Down (Sheep)	139	OMIA:139		Oxforddown	https://omia.org		9940	Sheep	Oxford Down		
VBO:0001037	Palomino (Horse)	409	OMIA:409		Palomino	https://omia.org		9796	Horse	Palomino		
VBO:0000330	Parthenais (Cattle)	986	OMIA:986		Parthenaise	https://omia.org		9913	Cattle	Parthenais	Parthenaise	
VBO:0001040	Paso Fino (Horse)	868	OMIA:868		Paso Fino	https://omia.org		9796	Horse	Paso Fino		
VBO:0000818	Peacock Goat (Goat)	1151	OMIA:1151		Peacock	https://omia.org		9925	Goat	Peacock Goat	Peacock	
VBO:0001041	Percheron (Horse)	135	OMIA:135		Percheron	https://omia.org		9796	Horse	Percheron		
VBO:0001550	Perendale (Sheep)	165	OMIA:165		Perendale	https://omia.org		9940	Sheep	Perendale		
VBO:0001042	Peruvian Paso (Horse)	1049	OMIA:1049		Peruvian Paso	https://omia.org		9796	Horse	Peruvian Paso		
VBO:0000332	Piedmont (Cattle)	221	OMIA:221		Piedmont	https://omia.org		9913	Cattle	Piedmont		
VBO:0000332	Piedmont (Cattle)	48	OMIA:48		Piedmontese	https://omia.org		9913	Cattle	Piedmont		
VBO:0000332	Piedmont (Cattle)	753	OMIA:753		Piemontese	https://omia.org		9913	Cattle	Piedmont		
VBO:0001189	Pietrain (Pig)	108	OMIA:108		Pietrain	https://omia.org		9823	Pig	Pietrain		
VBO:0000334	Pinzgau (Cattle)	145	OMIA:145		Pinzgau|Pinzgauer	https://omia.org		9913	Cattle	Pinzgau	Pinzgauer	
VBO:0000334	Pinzgau (Cattle)	60	OMIA:60		Pinzgauer	https://omia.org		9913	Cattle	Pinzgau		
VBO:0000592	Plymouth Rock (Chicken)	667	OMIA:667		Plymouth Rock	https://omia.org		9031	Chicken	Plymouth Rock		
VBO:0000336	Podolian (Cattle)	163	OMIA:163		Podolian	https://omia.org		9913	Cattle	Podolian		
VBO:0000336	Podolian (Cattle)	246	OMIA:246		Podolian Grey Steppe	https://omia.org		9913	Cattle	Podolian		
VBO:0000058	Poitou (Ass)	946	OMIA:946		Poitou	https://omia.org		9793	Ass	Poitou		
VBO:0001190	Poland China (Pig)	613	OMIA:613		Poland China	https://omia.org		9823	Pig	Poland China		
VBO:0000595	Polbar (Chicken)	584	OMIA:584		Polbar	https://omia.org		9031	Chicken	Polbar		
VBO:0000533	Green-Legged Partridge (Chicken)	585	OMIA:585		Polish Greenleg	https://omia.org		9031	Chicken	Green-Legged Partridge		
VBO:0000237	Holstein (black and white) (Cattle)	757	OMIA:757		Polish Holstein-Friesian cattle	https://omia.org		9913	Cattle	Holstein (black and white)		
VBO:0001047	Polish Konik (Horse)	688	OMIA:688		Polish Koniks	https://omia.org		9796	Horse	Polish Konik	Polish Koniks	
VBO:0000338	Polish Red (Cattle)	541	OMIA:541		Polish Red	https://omia.org		9913	Cattle	Polish Red		
VBO:0001557	Poll Dorset (Sheep)	41	OMIA:41		Poll Dorset	https://omia.org		9940	Sheep	Poll Dorset		
VBO:0000341	Polled Hereford (Cattle)	95	OMIA:95		Poll Hereford	https://omia.org		9913	Cattle	Polled Hereford	Poll Hereford	
VBO:0000342	Polled Shorthorn (Cattle)	255	OMIA:255		Poll Shorthorn	https://omia.org		9913	Cattle	Polled Shorthorn	Poll Shorthorn	
VBO:0001559	Polwarth (Sheep)	54	OMIA:54		Polwarth	https://omia.org		9940	Sheep	Polwarth		
VBO:0001560	Polypay (Sheep)	418	OMIA:418		Polypay	https://omia.org		9940	Sheep	Polypay		
VBO:0001567	Priangan (Sheep)	547	OMIA:547		Priangan	https://omia.org		9940	Sheep	Priangan		
VBO:0001056	Purebred Spanish (Horse)	1099	OMIA:1099		Purebred Spanish horse	https://omia.org		9796	Horse	Purebred Spanish		
VBO:0001057	Quarter Horse (Horse)	133	OMIA:133		Quarter	https://omia.org		9796	Horse	Quarter Horse	Quarter	
VBO:0001057	Quarter Horse (Horse)	16	OMIA:16		Quarter Horse	https://omia.org		9796	Horse	Quarter Horse		
VBO:0001568	Racka (Sheep)	666	OMIA:666		Racka	https://omia.org		9940	Sheep	Racka		
VBO:0001570	Rambouillet (Sheep)	26	OMIA:26		Rambouillet	https://omia.org		9940	Sheep	Rambouillet		
VBO:0000238	Holstein (red and white) (Cattle)	207	OMIA:207		Red and White	https://omia.org		9913	Cattle	Holstein (red and white)		
VBO:0000285	Maas-Rijn-Ijssel (Cattle)	237	OMIA:237		Red and White Dutch	https://omia.org		9913	Cattle	Maas-Rijn-Ijssel		
VBO:0000350	Red Angus (Cattle)	176	OMIA:176		Red Angus	https://omia.org		9913	Cattle	Red Angus		
VBO:0000353	Red Dane (Cattle)	391	OMIA:391		Red Dane	https://omia.org		9913	Cattle	Red Dane		
VBO:0000353	Red Dane (Cattle)	72	OMIA:72		Red Danish	https://omia.org		9913	Cattle	Red Dane		
VBO:0000238	Holstein (red and white) (Cattle)	962	OMIA:962		Red Holstein Friesian	https://omia.org		9913	Cattle	Holstein (red and white)		
VBO:0000355	Red Poll (Cattle)	57	OMIA:57		Red Poll	https://omia.org		9913	Cattle	Red Poll		
VBO:0000356	Red Sindhi (Cattle)	586	OMIA:586		Red Sindhi	https://omia.org		9913	Cattle	Red Sindhi		
VBO:0000599	Rhode Island Red (Chicken)	423	OMIA:423		Rhode Island	https://omia.org		9031	Chicken	Rhode Island Red		
VBO:0000599	Rhode Island Red (Chicken)	280	OMIA:280		Rhode Island Red	https://omia.org		9031	Chicken	Rhode Island Red		
VBO:0000360	Romagnola (Cattle)	202	OMIA:202		Romagna	https://omia.org		9913	Cattle	Romagnola	Romagna	
VBO:0000360	Romagnola (Cattle)	437	OMIA:437		Romagnola	https://omia.org		9913	Cattle	Romagnola		
VBO:0001580	Romanov (Sheep)	47	OMIA:47		Romanov	https://omia.org		9940	Sheep	Romanov		
VBO:0001582	Romney Marsh (Sheep)	55	OMIA:55		Romney Marsh	https://omia.org		9940	Sheep	Romney Marsh		
VBO:0001582	Romney Marsh (Sheep)	680	OMIA:680		Romney Marsh (Kent)	https://omia.org		9940	Sheep	Romney Marsh		
VBO:0001591	Rygja (Sheep)	190	OMIA:190		Rygja	https://omia.org		9940	Sheep	Rygja		
VBO:0000827	Saanen (Goat)	77	OMIA:77		Saanen	https://omia.org		9925	Goat	Saanen		
VBO:0001193	Saddleback (Pig)	451	OMIA:451		Saddleback	https://omia.org		9823	Pig	Saddleback		
VBO:0000828	Sahelian (Goat)	716	OMIA:716		Sahelian	https://omia.org		9925	Goat	Sahelian		
VBO:0000365	Sahiwal (Cattle)	302	OMIA:302		Sahiwal	https://omia.org		9913	Cattle	Sahiwal		
VBO:0000366	Salers (Cattle)	257	OMIA:257		Salers	https://omia.org		9913	Cattle	Salers		
VBO:0000368	Santa Gertrudis (Cattle)	120	OMIA:120		Santa Gertrudis	https://omia.org		9913	Cattle	Santa Gertrudis		
VBO:0001595	Santa Ines (Sheep)	228	OMIA:228		Santa Ines	https://omia.org		9940	Sheep	Santa Ines		
VBO:0001423	German Blackheaded Mutton (Sheep)	728	OMIA:728		Schwarzkoepfiges Fleischschaf	https://omia.org		9940	Sheep	German Blackheaded Mutton		
VBO:0001598	Scottish Blackface (Sheep)	531	OMIA:531		Scottish Blackface	https://omia.org		9940	Sheep	Scottish Blackface		
VBO:0000234	Highland (Cattle)	1095	OMIA:1095		Scottish Highland	https://omia.org		9913	Cattle	Highland		
VBO:0000515	Commercial strain- Sebright (Chicken)	245	OMIA:245		Sebright	https://omia.org		9031	Chicken	Commercial strain- Sebright		
VBO:0001066	Shetland Pony (Horse)	293	OMIA:293		Shetland	https://omia.org		9796	Horse	Shetland Pony		
VBO:0001066	Shetland Pony (Horse)	110	OMIA:110		Shetland Pony	https://omia.org		9796	Horse	Shetland Pony		
VBO:0000375	Shorthorn (Cattle)	76	OMIA:76		Shorthorn	https://omia.org		9913	Cattle	Shorthorn		
VBO:0001603	Shropshire (Sheep)	140	OMIA:140		Shropshire	https://omia.org		9940	Sheep	Shropshire		
VBO:0000376	Shuwa (Cattle)	714	OMIA:714		Shuwa	https://omia.org		9913	Cattle	Shuwa		
VBO:0000376	Shuwa (Cattle)	698	OMIA:698		Shuwa Arab	https://omia.org		9913	Cattle	Shuwa		
VBO:0000619	Silkie (Chicken)	837	OMIA:837		Silky|Silkie	https://omia.org		9031	Chicken	Silkie	Silky	
VBO:0000515	Commercial strain- Sebright (Chicken)	64	OMIA:64		Silver Sebright	https://omia.org		9031	Chicken	Commercial strain- Sebright		
VBO:0000534	Hamburg (Chicken)	63	OMIA:63		Silver Spangled Hamburgh	https://omia.org		9031	Chicken	Hamburg		
VBO:0000380	Simmental (Cattle)	3	OMIA:3		Simmental	https://omia.org		9913	Cattle	Simmental		
VBO:0000356	Sindhi (Cattle)	301	OMIA:301		Sindhi	https://omia.org		9913	Cattle	Sindhi		
VBO:0001604	Skudde (Sheep)	729	OMIA:729		Skudde	https://omia.org		9940	Sheep	Skudde		
VBO:0001605	Soay (Sheep)	743	OMIA:743		Soay	https://omia.org		9940	Sheep	Soay		
VBO:0001606	Solognot (Sheep)	323	OMIA:323		Solognot	https://omia.org		9940	Sheep	Solognot		
VBO:0000385	South Devon (Cattle)	118	OMIA:118		South Devon	https://omia.org		9913	Cattle	South Devon		
VBO:0001611	South Down (Sheep)	222	OMIA:222		Southdown	https://omia.org		9940	Sheep	South Down	Southdown	
VBO:0001622	St. Croix (Sheep)	126	OMIA:126		St Croix	https://omia.org		9940	Sheep	St. Croix	St Croix	
VBO:0000839	St Gallen Booted Goat (Goat)	1150	OMIA:1150		St. Gallen Booted	https://omia.org		9925	Goat	St Gallen Booted Goat	St. Gallen Booted	
VBO:0000899	American Trotter (Horse)	132	OMIA:132		Standardbred	https://omia.org		9796	Horse	American Trotter		
VBO:0001627	Suffolk (Sheep)	124	OMIA:124		Suffolk	https://omia.org		9940	Sheep	Suffolk		
VBO:0000630	Sussex (Chicken)	647	OMIA:647		Sussex	https://omia.org		9031	Chicken	Sussex		
VBO:0000391	Swedish Red (Cattle)	940	OMIA:940		Swedish Red	https://omia.org		9913	Cattle	Swedish Red		
VBO:0000392	Swedish Red and White (Cattle)	131	OMIA:131		Swedish Red and White 	https://omia.org		9913	Cattle	Swedish Red and White		
VBO:0001163	Large White (Pig)	1161	OMIA:1161		Swiss Large White	https://omia.org		9823	Pig	Large White		
VBO:0000397	Tabapua (Cattle)	582	OMIA:582		Tabapuan	https://omia.org		9913	Cattle	Tabapua	Tabapuan	
VBO:0001202	Tamworth (Pig)	266	OMIA:266		Tamworth	https://omia.org		9823	Pig	Tamworth		
VBO:0000402	Tarentaise (Cattle)	263	OMIA:263		Tarentaise	https://omia.org		9913	Cattle	Tarentaise		
VBO:0001638	Targhee (Sheep)	125	OMIA:125		Targhee	https://omia.org		9940	Sheep	Targhee		
VBO:0001081	Tennessee Walking Horse (Horse)	1125	OMIA:1125		Tennessee Walking Horse	https://omia.org		9796	Horse	Tennessee Walking Horse		
VBO:0001641	Texel (Sheep)	137	OMIA:137		Texel	https://omia.org		9940	Sheep	Texel		
VBO:0000405	Thari (Cattle)	643	OMIA:643		Tharparkar	https://omia.org		9913	Cattle	Thari		
VBO:0001083	Thoroughbred (Horse)	113	OMIA:113		Thoroughbred	https://omia.org		9796	Horse	Thoroughbred		
VBO:0000846	Toggenburg (Goat)	284	OMIA:284		Toggenburg	https://omia.org		9925	Goat	Toggenburg		
VBO:0000936	Comtois (Horse)	797	OMIA:797		Trait Comtois	https://omia.org		9796	Horse	Comtois		
VBO:0001087	Trakehner (Horse)	1004	OMIA:1004		Trakehner	https://omia.org		9796	Horse	Trakehner		
VBO:0000639	Transylvanian Naked Neck (Chicken)	1062	OMIA:1062		Transylvanian naked neck	https://omia.org		9031	Chicken	Transylvanian Naked Neck	Transylvanian naked neck	
VBO:0001653	Tsigai (Sheep)	123	OMIA:123		Tsigai	https://omia.org		9940	Sheep	Tsigai		
VBO:0001657	Tukidale (Sheep)	735	OMIA:735		Tukidale	https://omia.org		9940	Sheep	Tukidale		
VBO:0000415	Tuli (Cattle)	158	OMIA:158		Tuli	https://omia.org		9913	Cattle	Tuli		
VBO:0001658	Tunisian Barbary (Sheep)	958	OMIA:958		Tunisian Barbarine	https://omia.org		9940	Sheep	Tunisian Barbary	Tunisian Barbarine	
VBO:0000407	Tirolean gray cattle (Cattle)	596	OMIA:596		Tyrolean Grey	https://omia.org		9913	Cattle	Tirolean gray cattle	Tyrolean Grey	
VBO:0001653	Tsigai (Sheep)	620	OMIA:620		Tzigaia	https://omia.org		9940	Sheep	Tsigai		
VBO:0000139	Belgian Blue (Cattle)	348	OMIA:348		Upper Belgian	https://omia.org		9913	Cattle	Belgian Blue		
VBO:0000849	Valais Blackneck (Goat)	924	OMIA:924		Valais Blackneck	https://omia.org		9925	Goat	Valais Blackneck		
VBO:0001666	Valais Red (Sheep)	1118	OMIA:1118		Valais Red	https://omia.org		9940	Sheep	Valais Red		
VBO:0001671	Vendeen (Sheep)	180	OMIA:180		Vendee	https://omia.org		9940	Sheep	Vendeen		
VBO:0001671	Vendeen (Sheep)	324	OMIA:324		Vendeen	https://omia.org		9940	Sheep	Vendeen		
VBO:0000422	Wagyu (Cattle)	33	OMIA:33		Wagyu	https://omia.org		9913	Cattle	Wagyu		
VBO:0001210	Welsh (Pig)	146	OMIA:146		Welsh	https://omia.org		9823	Pig	Welsh		
VBO:0001091	Welsh Pony (Horse)	1012	OMIA:1012		Welsh Pony	https://omia.org		9796	Horse	Welsh Pony		
VBO:0001681	Wensleydale (Sheep)	248	OMIA:248		Wensleydale	https://omia.org		9940	Sheep	Wensleydale		
VBO:0001211	Wessex Saddleback (Pig)	147	OMIA:147		Wessex	https://omia.org		9823	Pig	Wessex Saddleback		
VBO:0001211	Wessex Saddleback (Pig)	874	OMIA:874		Wessex Saddleback	https://omia.org		9823	Pig	Wessex Saddleback		
VBO:0000234	Highland (Cattle)	346	OMIA:346		West Highland	https://omia.org		9913	Cattle	Highland		
VBO:0001163	Large White (Pig)	94	OMIA:94		White	https://omia.org		9823	Pig	Large White		
VBO:0000163	British White (Cattle)	128	OMIA:128		White British	https://omia.org		9913	Cattle	British White		
VBO:0000645	White Cornish (Chicken)	565	OMIA:565		White Cornish	https://omia.org		9031	Chicken	White Cornish		
VBO:0001163	Large White (Pig)	392	OMIA:392		White Czecholslovakian	https://omia.org		9823	Pig	Large White		
VBO:0001397	Dorper (Sheep)	977/1251	OMIA:977/1251	http://orcid.org/0000-0002-9178-3965	White Dorper	https://omia.org		9940	Sheep	Dorper		
VBO:0000427	White Fulani (Cattle)	353	OMIA:353		White Fulani	https://omia.org		9913	Cattle	White Fulani		
VBO:0001451	Jaidara (Sheep)	490	OMIA:490		White Jaidara	https://omia.org		9940	Sheep	Jaidara		
VBO:0001684	White Karaman (Sheep)	497	OMIA:497		White Karaman	https://omia.org		9940	Sheep	White Karaman		
VBO:0000646	White Leghorn (Chicken)	116	OMIA:116		White Leghorn	https://omia.org		9031	Chicken	White Leghorn		
VBO:0000594	Plymouth Rock White (Chicken)	271	OMIA:271		White Plymouth Rock	https://omia.org		9031	Chicken	Plymouth Rock White		
VBO:0000856	White Shorthaired Goat (Goat)	603	OMIA:603		White Polled Short Hair	https://omia.org		9925	Goat	White Shorthaired Goat		
VBO:0000594	Plymouth Rock White (Chicken)	399	OMIA:399		White Rock	https://omia.org		9031	Chicken	Plymouth Rock White		
VBO:0001653	Tsigai (Sheep)	519	OMIA:519		White Tzagai	https://omia.org		9940	Sheep	Tsigai		
VBO:0000648	Wyandotte White (Chicken)	310	OMIA:310		White Wyandotte	https://omia.org		9031	Chicken	Wyandotte White	White Wyandotte	
VBO:0000257	Kazakh Whiteheaded (Cattle)	253	OMIA:253		Whiteheaded Kazakh	https://omia.org		9913	Cattle	Kazakh Whiteheaded		
VBO:0001689	Wrzosowka (Sheep)	522	OMIA:522		Wrzosowka	https://omia.org		9940	Sheep	Wrzosowka		
VBO:0001512	Merinolandschaf (Sheep)	626	OMIA:626		Wurttemberg Merino	https://omia.org		9940	Sheep	Merinolandschaf		
VBO:0001512	Merinolandschaf (Sheep)	375	OMIA:375		Wuttemberg Merino	https://omia.org		9940	Sheep	Merinolandschaf		
VBO:0000647	Wyandotte (Chicken)	1092	OMIA:1092		Wyandotte	https://omia.org		9031	Chicken	Wyandotte		
VBO:0001212	Yorkshire (Pig)	115	OMIA:115		Yorkshire	https://omia.org		9823	Pig	Yorkshire		
VBO:0001694	Zwartbles (Sheep)	1163	OMIA:1163		Zwartbles	https://omia.org		9940	Sheep	Zwartbles		
VBO:0000166	Brown Swiss (Cattle)	574	OMIA:574		Brown Mountain	https://omia.org		9913	Cattle	Brown Mountain		
VBO:0016845	Crested (Chicken)	876	OMIA:876		crested Polish	https://omia.org		9031	Chicken	Crested		
VBO:0000713	White Pekin (Duck (domestic))	544	OMIA:544		White Pekin	https://omia.org		8835	Duck	White Pekin		
VBO:0000879	White Chinese (Goose (domestic))	458	OMIA:458		White Chinese	https://omia.org		8843	Goose	White Chinese		
VBO:0001557	Poll Dorset (Sheep)	56	OMIA:56		Dorset	https://omia.org		9940	Sheep	Polled Dorset		
VBO:0001406	Est Ã  laine MÃ©rino (Sheep)	660	OMIA:660		Est a Laine Merino	https://omia.org		9940	Sheep	Est Å• laine MÃ©rino [Est à Laine Merino]		
VBO:0000076	Murrah (Buffalo)	856	OMIA:856		Murrah	https://omia.org		89462	water buffalo	Murrah		
VBO:0000083	Swamp buffalo (Buffalo)	997	OMIA:997		Swamp	https://omia.org		89462	water buffalo	Swamp buffalo		
VBO:0016846	Friesian cross (Cattle)	1035	OMIA:1035		Friesian cross	https://omia.org						
VBO:0016847	Nordic Red (Cattle)	911	OMIA:911		Nordic Red	https://omia.org						
VBO:0016848	Miniature Horse (Horse)	1078	OMIA:1078		Miniature	https://omia.org						
VBO:0016848	Miniature Horse (Horse)	1023	OMIA:1023		Miniature Horse	https://omia.org						
VBO:0016848	Miniature Horse (Horse)	963	OMIA:963		Miniature Shetland	https://omia.org						
VBO:0016849	Standardbred x Tennessee Walking Horse cross (Horse)	1098	OMIA:1098		Standardbred x Tennessee Walking Horse cross	https://omia.org						
VBO:0016850	Camborough (Pig)	407	OMIA:407		Camborough	https://omia.org						
VBO:0016851	Racing Homer (Pigeon)	336	OMIA:336		Racing Homer	https://omia.org						
VBO:0016852	Silky fantail (Pigeon)	922	OMIA:922		Silky fantail	https://omia.org						
VBO:0016853	White Carneau (Pigeon)	337	OMIA:337		White Carneau	https://omia.org						
VBO:0016881	Lionhead Dwarf (Rabbit)	1021	OMIA:1021		Lionhead Dwarf	https://omia.org						
VBO:0001340	Blanc Du Massif Central (Sheep)	1205	OMIA:1205	http://orcid.org/0000-0002-9178-3965	Blanche du Massif Central		PMID:35052387					
VBO:0000246	Irish Moiled (Cattle)	1257	OMIA:1257	http://orcid.org/0000-0002-9178-3965								
VBO:0000371	Senepol (Cattle)	92	OMIA:92	http://orcid.org/0000-0002-9178-3965								
VBO:0000867	Lion Head (Goose (domestic))	1195	OMIA:1195	http://orcid.org/0000-0002-9178-3965								
VBO:0001018	Mangalarga (Horse)	1249	OMIA:1249	http://orcid.org/0000-0002-9178-3965								
VBO:0001025	Mustang (Horse)	1250	OMIA:1250	http://orcid.org/0000-0002-9178-3965								
VBO:0001033	Old Kladruby Horse (Horse)	1200	OMIA:1200	http://orcid.org/0000-0002-9178-3965								
VBO:0001138	German Landrace (Pig)	1171	OMIA:1171	http://orcid.org/0000-0002-9178-3965								
VBO:0001326	Beltex (Sheep)	1209	OMIA:1209	http://orcid.org/0000-0002-9178-3965								
VBO:0001368	Charollais (Sheep)	1262	OMIA:1262	http://orcid.org/0000-0002-9178-3965								
VBO:0001442	Icelandic (Sheep)	1223	OMIA:1223	http://orcid.org/0000-0002-9178-3965								
VBO:0001468	Kerry Hill (Sheep)	1192	OMIA:1192	http://orcid.org/0000-0002-9178-3965								
VBO:0001531	North Country Cheviot (Sheep)	1191	OMIA:1191	http://orcid.org/0000-0002-9178-3965								
VBO:0001581	Romney (Sheep)	1203	OMIA:1203	http://orcid.org/0000-0002-9178-3965								
