UBO id	Breed name	Country	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	Other name(s) =synonym							Language (for Breed name and Other name)	ISO3 Country code	Domestication status	Taxonomic classification	Description of origin	Geographical classification
UBO:0004013	Santa Gertrudis	Maldives	Santa Gertrudis-Maldives [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									MDV	domestic	breed	imported from Northern Mariana Islands	international
UBO:0004014	Santa Gertrudis	Mexico	Santa Gertrudis-Mexico [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368								sp..	MEX	domestic	breed	composite of Shorthorn (5/8) and Brahman (3/8)	international
UBO:0004015	Santa Gertrudis	Northern Mariana Islands	Santa Gertrudis-Northern Mariana Islands [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									MNP	domestic	breed	continually imported from the USA; exotic	international
UBO:0004016	Santa Gertrudis	Namibia	Santa Gertrudis-Namibia [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									NAM	domestic	breed	locally adapted breed	international
UBO:0004017	Santa Gertrudis	New Zealand	Santa Gertrudis-New Zealand [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									NZL	domestic	breed	composite of Shorthorn (5/8) and Brahman (3/8)	international
UBO:0004018	Santa Gertrudis	Panama	Santa Gertrudis-Panama [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368								EN	PAN				international
UBO:0004019	Santa Gertrudis	Peru	Santa Gertrudis-Peru [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									PER	domestic	breed		international
UBO:0004020	Santa Gertrudis	Philippines	Santa Gertrudis-Philippines [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									PHL	domestic	breed		international
UBO:0004021	Santa Gertrudis	Papua New Guinea	Santa Gertrudis-Papua New Guinea [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									PNG	domestic	breed	imported from Australia for establishment of large-scale cattle ranches; exotic	international
UBO:0004022	Santa Gertrudis	Paraguay	Santa Gertrudis-Paraguay [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									PRY	Domestic	Breed		international
UBO:0004023	Santa Gertrud	Romania	Santa Gertrud-Romania [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368								eng.	ROU	domestic	breed	recently imported; exotic	international
UBO:0004024	Santa Gertrudis	Solomon Islands	Santa Gertrudis-Solomon Islands [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									SLB	domestic	breed	imported from Australia, locally adapted breed	international
UBO:0004025	Santa Gertrudis	Tonga	Santa Gertrudis-Tonga [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									TON	domestic	breed	imported; exotic;composite of Shorthorn and Brahman.	international
UBO:0004026	Santa Gertrudis	United States of America	Santa Gertrudis-United States of America [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368								eng.	USA	domestic	breed	Kingsville, TX	international
UBO:0004027	Santa hertruda	Uzbekistan	Santa hertruda-Uzbekistan [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368								eng.	UZB	domestic	breed	It was introduced to Dzhizzak region in 1967s.	international
UBO:0004028	Santa Gertrudis	Viet Nam	Santa Gertrudis-Viet Nam [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									VNM	domestic	breed	the Santa Gertrudis are crossbred by the US cattles	international
UBO:0004029	Santa Gertrudis	Samoa	Santa Gertrudis-Samoa [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									WSM	domestic	breed	imported; exotic; Over the decade 1993-2003 government has imported a total of 4,500 breeding stock (2002-1800, 1995-1500, 1993-1200), including Santa Gertrudis from Australia to promote the development of the livestock sector.	international
UBO:0004030	Santa Gertrudis	South Africa	Santa Gertrudis-South Africa [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368								eng.	ZAF	domestic	breed	composite of Shorthorn (5/8) and Brahman (3/8), developed in the United States of America, imported in 1953 from the United States of America	international
UBO:0004031	Santa Gertrudis	Zimbabwe	Santa Gertrudis-Zimbabwe [Santa Gertrudis (Cattle)]	Santa Gertrudis	Cattle	Santa Gertrudis (Cattle)	UBO:0000368									ZWE				international
UBO:0004032	Sardo Negro	Guatemala	Sardo Negro-Guatemala [Sarda (Cattle)]	Sarda	Cattle	Sarda (Cattle)	UBO:0000369								sp.	GTM	Domestic	Breed		international
UBO:0004033	Sardo Negro	Honduras	Sardo Negro-Honduras [Sarda (Cattle)]	Sarda	Cattle	Sarda (Cattle)	UBO:0000369								sp.	HND	domestic	breed		international
UBO:0004034	Sarda	Italy	Sarda-Italy [Sarda (Cattle)]	Sarda	Cattle	Sarda (Cattle)	UBO:0000369	Sardinian							it.	ITA	domestic	breed	indigenous breed	international
UBO:0004035	Sardo Negro	Mexico	Sardo Negro-Mexico [Sarda (Cattle)]	Sarda	Cattle	Sarda (Cattle)	UBO:0000369								sp.	MEX	domestic	breed		international
UBO:0004036	Sardo Negro	Panama	Sardo Negro-Panama [Sarda (Cattle)]	Sarda	Cattle	Sarda (Cattle)	UBO:0000369								SP	PAN				international
UBO:0004037	Sayaguesa	Spain	Sayaguesa-Spain [Sayaguesa (Cattle)]	Sayaguesa	Cattle	Sayaguesa (Cattle)	UBO:0000370	Zamorana|Moles de Sayago|Castellana variedad Sayaguesa							Sp.	ESP	domestic	breed	descends from the Bos taurus ibericus or Bos primigenius estrepsiceros	local
UBO:0004038	Senepol	Australia	Senepol-Australia [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									AUS	domestic	breed	imported from St Croix, Carribean. Parent breeds: N'Dama X Red Poll	international
UBO:0004039	Senepol	Brazil	Senepol-Brazil [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371								eng.	BRA	Domestic	Breed	imported from USA.	international
UBO:0004040	Senepol	Colombia	Senepol-Colombia [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371								sp.	COL	domestic	variety		international
UBO:0004041	Senepol	Ecuador	Senepol-Ecuador [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371								Spanish	ECU				international
UBO:0004042	Senepol	Guatemala	Senepol-Guatemala [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371								espa̱ol	GTM	domestic	species		international
UBO:0004043	S̩n̩pole	Mali	S̩n̩pole-Mali [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									MLI	domestic	breed	recently imported	international
UBO:0004044	Senepol	Namibia	Senepol-Namibia [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									NAM				international
UBO:0004045	Senepol	Panama	Senepol-Panama [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									PAN	domestic	breed	recently imported; composite of N'Dama x Red Poll	international
UBO:0004046	Senepol	Paraguay	Senepol-Paraguay [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									PRY	Domestic	Breed	recently imported; exotic	international
UBO:0004047	Senepol	Tonga	Senepol-Tonga [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									TON	domestic	breed	imported; exotic	international
UBO:0004048	Senepol	Uruguay	Senepol-Uruguay [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									URY	Domestic	Breed	Es una raza sint̩tica formada en la Isla de Saint Croix a partir del cruzamiento de las razas N'Dama y Red Poll. (Fuente: senepol.uy)	international
UBO:0004049	Senepol	United States of America	Senepol-United States of America [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									USA	domestic	breed	St. Croix, US Virgin Islands	international
UBO:0004050	Senepol	Venezuela (Bolivarian Republic of)	Senepol-Venezuela (Bolivarian Republic of) [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									VEN	domestic	breed	recently imported; exotic	international
UBO:0004051	Senepol	United States Virgin Islands	Senepol-United States Virgin Islands [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371	Nelthropp								VIR	domestic	breed	composite of Red Poll and a smaller variety of Senegal N'Dama	international
UBO:0004052	Senepol	South Africa	Senepol-South Africa [Senepol (Cattle)]	Senepol	Cattle	Senepol (Cattle)	UBO:0000371									ZAF	domestic	breed		international
UBO:0004053	Negra Andaluza	Spain	Negra Andaluza-Spain [Serrana Black (Cattle)]	Serrana Black	Cattle	Serrana Black (Cattle)	UBO:0000372	Andalusian Black|Serrana|Negra de las Campi̱as							sp.	ESP	domestic	breed	local Bos taurus ibericus	local
UBO:0004054	Serrana de Teruel	Spain	Serrana de Teruel-Spain [Serrana de Teruel (Cattle)]	Serrana de Teruel	Cattle	Serrana de Teruel (Cattle)	UBO:0000373	SERRANA+A79							Sp.	ESP				local
UBO:0004055	Shetland	United Kingdom of Great Britain and Northern Ireland	Shetland-United Kingdom of Great Britain and Northern Ireland [Shetland (Cattle)]	Shetland	Cattle	Shetland (Cattle)	UBO:0000374								eng.	GBR	domestic	breed	autochthon, indigenous breed, local breed	local
UBO:0004056	Shorthorn	Argentina	Shorthorn-Argentina [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	ARG	domestic	breed	locally adapted breed	international
UBO:0004057	Beef Shorthorn	Australia	Beef Shorthorn-Australia [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	AUS	domestic	breed	imported from Northern United Kingdom	international
UBO:0004058	Shorthorn	Australia	Shorthorn-Australia [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	AUS	domestic	breed	British breed	international
UBO:0004059	Shorthorn	Bolivia (Plurinational State of)	Shorthorn-Bolivia (Plurinational State of) [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	BOL	domestic	breed	imported from Argentina	international
UBO:0004060	Shorthorn	Brazil	Shorthorn-Brazil [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	BRA	Domestic	Breed	imported from Europe 	international
UBO:0004061	Shorthorn	Canada	Shorthorn-Canada [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								EN	CAN	Domestic	Breed		international
UBO:0004062	Shorthorn	China	Shorthorn-China [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375									CHN	domestic	breed	imported; exotic	international
UBO:0004063	Shorthorn	Democratic Republic of the Congo	Shorthorn-Democratic Republic of the Congo [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	COD	domestic	breed	recently imported; exotic	international
UBO:0004064	Short horn	Cook Islands	Short horn-Cook Islands [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	COK	domestic	breed	imported; exotic	international
UBO:0004065	Shorthorn	Cuba	Shorthorn-Cuba [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	CUB	domestic	breed	recently introduced; exotic	international
UBO:0004066	Beef Shorthorn	United Kingdom of Great Britain and Northern Ireland	Beef Shorthorn-United Kingdom of Great Britain and Northern Ireland [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375	Scotch|Scottish Shorthorn|Shorthorn							eng.	GBR	domestic	breed	indigenous breed: composite of Teeswater and Hoderness: incrossing from Maine-Anjou: selected for meat	international
UBO:0004067	Shorthorn	Honduras	Shorthorn-Honduras [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	HND	domestic	breed		international
UBO:0004068	Irish Shorthorn	Ireland	Irish Shorthorn-Ireland [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375	Shorthorn							eng.	IRL	domestic	breed	composite of Shorthorned Red, Red and White Cattle and White Cattle (United Kingdom) around 1775. In 1940 the breed was imported from United Kingdom. Irish herd book established in 2004.	international
UBO:0004069	Shorthorn	Nicaragua	Shorthorn-Nicaragua [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	NIC	domestic	breed		international
UBO:0004070	Shorthorn	Peru	Shorthorn-Peru [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	PER	domestic	breed	recently imported	international
UBO:0004071	Shorthorn	Philippines	Shorthorn-Philippines [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	PHL	domestic	breed		international
UBO:0004072	Shorthorn	Papua New Guinea	Shorthorn-Papua New Guinea [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	PNG	domestic	breed	imported from Australia; exotic	international
UBO:0004073	Shorthorn	Paraguay	Shorthorn-Paraguay [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	PRY	domestic	breed	imported; exotic	international
UBO:0004074	Shorthorn	Romania	Shorthorn-Romania [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	ROU	domestic	breed	recently imported; exotic	international
UBO:0004075	Shorthorn	Solomon Islands	Shorthorn-Solomon Islands [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	SLB	domestic	breed	exotic, locally adapted breed.	international
UBO:0004076	Shorthorn	Suriname	Shorthorn-Suriname [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	SUR	domestic	breed	imported; exotic	international
UBO:0004077	Shorthorn	Seychelles	Shorthorn-Seychelles [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	SYC	domestic	breed	imported; exotic	international
UBO:0004078	Shorthorn	Uruguay	Shorthorn-Uruguay [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375	Durham							eng.	URY	domestic	breed	continually imported	international
UBO:0004079	Shorthorn	United States of America	Shorthorn-United States of America [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	USA	domestic	breed	Northeast England (Durham, York, Lincoln, Northumberland)	international
UBO:0004080	Shorthorn	Samoa	Shorthorn-Samoa [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375								eng.	WSM	domestic	breed	imported from Australia and New Zealand; exotic	international
UBO:0004081	Beef Shorthorn	South Africa	Beef Shorthorn-South Africa [Shorthorn (Cattle)]	Shorthorn	Cattle	Shorthorn (Cattle)	UBO:0000375	Korthoring								ZAF	domestic	breed	imported from United Kingdom; north-eastern England. It originated from Holderness and Teeswater.	international
UBO:0004082	Choa	Cameroon	Choa-Cameroon [Shuwa (Cattle)]	Shuwa	Cattle	Shuwa (Cattle)	UBO:0000376	Tur|Wadara|Arab Shuwa							fr.	CMR	domestic	breed	West African Shorthorned Zebu type, similar to Azaouak	regional
UBO:0004083	Shuwa	Nigeria	Shuwa-Nigeria [Shuwa (Cattle)]	Shuwa	Cattle	Shuwa (Cattle)	UBO:0000376	Tur|Wadara|Choa								NGA	domestic	breed	West African Shorthorned Zebu type, similar to Azaouak	regional
UBO:0004084	Arab	Chad	Arab-Chad [Shuwa (Cattle)]	Shuwa	Cattle	Shuwa (Cattle)	UBO:0000376	Choa|Tur|Wadara|Shuwa								TCD	domestic	breed	West African Shorthorned Zebu type, similar to Azaouak	regional
UBO:0004085	Siboney	Colombia	Siboney-Colombia [Siboney (Cattle)]	Siboney	Cattle	Siboney (Cattle)	UBO:0000377									COL	domestic	breed	imported; exotic	regional
UBO:0004086	Siboney de Cuba	Cuba	Siboney de Cuba-Cuba [Siboney (Cattle)]	Siboney	Cattle	Siboney (Cattle)	UBO:0000377								sp.	CUB	domestic	breed	composite of Holstein-Friesian (5/8) and Cuban Zebu (3/8) developed in Cuba.	regional
UBO:0004087	Simbra	Angola	Simbra-Angola [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									AGO	domestic	breed	recently imported	international
UBO:0004088	Simbrah	Australia	Simbrah-Australia [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378								eng.	AUS	domestic	breed	imported	international
UBO:0004089	Simbrasil	Brazil	Simbrasil-Brazil [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378								port.	BRA	Domestic	Breed	Synthetic breed. Cross between the Simmental and Zebu breeds. 	international
UBO:0004090	Simbrah	Colombia	Simbrah-Colombia [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378								Espa̱ol	COL				international
UBO:0004091	Simbrah	Costa Rica	Simbrah-Costa Rica [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									CRI	domestic	breed	imported; exotic; Crossbreed of Simmental * Brahman.	international
UBO:0004092	Simbrah	Guatemala	Simbrah-Guatemala [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378								espa̱ol	GTM	domestic	breed		international
UBO:0004093	Simbrah	Honduras	Simbrah-Honduras [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									HND	domestic	breed	composite of Simmental and Brahman	international
UBO:0004094	Simbrah	Mexico	Simbrah-Mexico [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									MEX	Domestic	Breed	composite of Simmental and Brahman	international
UBO:0004095	Simbra	Namibia	Simbra-Namibia [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									NAM	domestic	breed	locally adapted breed	international
UBO:0004096	Simbrah	Nicaragua	Simbrah-Nicaragua [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									NIC	domestic	breed	composite of Simmental and brahman (5/8 Simmental 3/8 Brahman)	international
UBO:0004097	Simbrah	Panama	Simbrah-Panama [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378								EN	PAN				international
UBO:0004098	Simbrah	Philippines	Simbrah-Philippines [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									PHL	domestic	breed		international
UBO:0004099	Simbrah	Paraguay	Simbrah-Paraguay [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									PRY	domestic	breed	recently imported; exotic	international
UBO:0004100	Simbrah	United States of America	Simbrah-United States of America [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									USA	domestic	breed	Gulf Coast Region of the USA	international
UBO:0004101	Simbra	South Africa	Simbra-South Africa [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									ZAF	domestic	breed	This breed is a composite of Simmentaler and Brahman.	international
UBO:0004102	Simbra	Zimbabwe	Simbra-Zimbabwe [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	UBO:0000378									ZWE				international
UBO:0004103	Simford	Australia	Simford-Australia [Simford (Cattle)]	Simford	Cattle	Simford (Cattle)	UBO:0000379								eng.	AUS	domestic	breed	stabilised cross between Simmental and Hereford	international
UBO:0004104	Simford	Israel	Simford-Israel [Simford (Cattle)]	Simford	Cattle	Simford (Cattle)	UBO:0000379									ISR	domestic	breed	composite of Simmental and Hereford	international
UBO:0004105	Simmentaller	Angola	Simmentaller-Angola [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	UBO:0000380									AGO	domestic	breed	imported; exotic	international
UBO:0004106	Simmental	Albania	Simmental-Albania [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	UBO:0000380	Lare e Kuge							eng.	ALB	domestic	breed	since 1975 imported from Austria	international
UBO:0004107	Simmental	Argentina	Simmental-Argentina [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	UBO:0000380	Fleckvieh								ARG	Domestic	Breed	exotic breed, originated in the Simme Valley of Switserland	international
