VBO id	term label	breed name to be used for label	species to be used for label	internal term merge indicator vboid into vboid	internal date and issue separated by pipe YYMMDD-issue	GH issue NOT merge obsolete	parent ID	source for parents	source for parents	parent ID	source for parents	source for parents	most common name	synonym type Most common name	source for most common name	source for most common name	synonym DADIS name not used in label	source for synonym DADIS	source for synonym DADIS	synonym 1	source for synonym 1	source for synonym 1	synonym 2	source for synonym 2	source for synonym 2	synonym 3	source for synonym 3	source for synonym 3	synonym 4	source for synonym 4	source for synonym 4	synonym 5	source for synonym 5	source for synonym 5	synonym label from merged term	source for synonym 5	Breed code 1	ALL source for breed code 1, separated by pipe	ALL source for breed code 1, separated by pipe	Breed code 2	ALL source for breed code 2, separated by pipe	ALL source for breed code 2, separated by pipe	Definition 	definition x-ref	Definition Xref	xref1	source for xref1	source for x-ref1	xref2	source for xref2	source for xref2	OMIA xref internal	Recognition status 1	Source for Recognition status 1	Source for Recognition status 1	Recognition status 2	Source for Recognition status 2	Source for Recognition status 2	Recognition status 3	Source for Recognition status 3	Source for Recognition status 3	source for breed	source for breed	contributors	contributors	comment	general comment	comment from obsoletion	description of origin	source for description of origin	source for description of origin	Domestication status	source for domestication status	wikidata link for the country exists_in_country subclass	source for country subclass	source for country subclass	obsoletion Type	obsolete	replacement term	replacement label	comment	GH issue	obsolescence reason	curator note	DADIS_name	DADIS_species_name	DADIS_country	DADIS_ISO3_code	in subset transboundary
VBO:0000759	East Africa Small Goats (Goat)	East Africa Small Goats	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	East Africa Small Goats	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					East Africa Small Goats	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000760	English Goat (Goat)	English Goat	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	English Goat	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					English Goat	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000761	Estonian Local Goat (Goat)	Estonian Local Goat	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Estonian Local Goat	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Estonian Local Goat	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000762	Etawah (Goat)	Etawah	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Etawah	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Etawah	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000763	Fiji (Goat)	Fiji	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Fiji	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Fiji	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000764	Florida (Goat)	Florida	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Florida	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Florida	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000765	French Alpine (Goat)	French Alpine	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	French Alpine	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					French Alpine	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000766	Gaddi (Goat)	Gaddi	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Gaddi	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Gaddi	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000767	Gallega (Goat)	Gallega	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Gallega	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Gallega	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000768	German Improved Fawn (Goat)	German Improved Fawn	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	German Improved Fawn	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					German Improved	https://omia.org																															OMIA:675										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					German Improved Fawn	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000769	Golden Guernsey (Goat)	Golden Guernsey	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Golden Guernsey	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Golden Guernsey	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000770	Granada (Goat)	Granada	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Granada	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Granada	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000771	Grisons Striped (Goat)	Grisons Striped	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Grisons Striped	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Grisons Striped	https://omia.org																															OMIA:1148										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Grisons Striped	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000772	Guadalupe Island (Goat)	Guadalupe Island	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Guadalupe Island	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Guadalupe Island	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000773	Harz (Goat)	Harz	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Harz	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Harz	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000774	Ibicenca (Goat)	Ibicenca	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Ibicenca	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Ibicenca	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000775	Icelandic goat (Goat)	Icelandic goat	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Icelandic goat	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Icelandic goat	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000776	Indo-Chinese (Goat)	Indo-Chinese	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Indo-Chinese	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Indo-Chinese	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000777	Irish Goat (Goat)	Irish Goat	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Irish Goat	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Irish Goat	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000778	Istarska koza (Goat)	Istarska koza	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Istarska koza	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Istarska koza	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000779	Istrian Goat (Goat)	Istrian Goat	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Istrian Goat	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Istrian Goat	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000780	Jamnapari (Goat)	Jamnapari	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Jamnapari	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Jamunapari	https://omia.org																															OMIA:261										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Jamnapari	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000781	Jermasia (Goat)	Jermasia	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Jermasia	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Jermasia	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000782	Kalahari Red (Goat)	Kalahari Red	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kalahari Red	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kalahari Red	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000783	Kamori (Goat)	Kamori	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kamori	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Kamori	https://omia.org																															OMIA:1136										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kamori	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000784	Karachai (Goat)	Karachai	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Karachai	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Karachai	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000785	Katjang (Goat)	Katjang	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Katjang	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Katjang	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000786	Kigezi (Goat)	Kigezi	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kigezi	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kigezi	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000787	Kiko (Goat)	Kiko	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kiko	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kiko	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000788	Kilis (Goat)	Kilis	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kilis	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kilis	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000789	Kosta (Goat)	Kosta	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kosta	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kosta	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000790	Kurdi (Goat)	Kurdi	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Kurdi	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Kurdi	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000791	La Mancha (Goat)	La Mancha	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	La Mancha	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					La Mancha	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000792	Lamancha (Goat)	Lamancha	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Lamancha	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Lamancha	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000793	Local breeds (Goat)	Local breeds	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Local breeds	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Local breeds	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000794	Lori (Goat)	Lori	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Lori	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Lori	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000795	Malaga (Goat)	Malaga	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Malaga	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Malaga	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000796	Maltese (Goat)	Maltese	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Maltese	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Maltese	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000797	Maradi (Goat)	Maradi	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Maradi	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Maradi	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000798	Markhor (Goat)	Markhor	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Markhor	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Markhor	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000799	Masai (Goat)	Masai	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Masai	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Masai	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000800	Massif Central (Goat)	Massif Central	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Massif Central	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Massif Central	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000801	Maure (Goat)	Maure	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Maure	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Maure	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000802	Megruli (Goat)	Megruli	Goat		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9925	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Megruli	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Megruli	Goat			http://purl.obolibrary.org/obo/vbo#transboundary
