VBO id	term label	breed name to be used for label	species to be used for label	internal term merge indicator vboid into vboid	internal date and issue separated by pipe YYMMDD-issue	GH issue NOT merge obsolete	parent ID	source for parents	source for parents	parent ID	source for parents	source for parents	most common name	synonym type Most common name	source for most common name	source for most common name	synonym DADIS name not used in label	source for synonym DADIS	source for synonym DADIS	synonym 1	source for synonym 1	source for synonym 1	synonym 2	source for synonym 2	source for synonym 2	synonym 3	source for synonym 3	source for synonym 3	synonym 4	source for synonym 4	source for synonym 4	synonym 5	source for synonym 5	source for synonym 5	synonym label from merged term	source for synonym 5	Breed code 1	ALL source for breed code 1, separated by pipe	ALL source for breed code 1, separated by pipe	Breed code 2	ALL source for breed code 2, separated by pipe	ALL source for breed code 2, separated by pipe	Definition 	definition x-ref	Definition Xref	xref1	source for xref1	source for x-ref1	xref2	source for xref2	source for xref2	OMIA xref internal	Recognition status 1	Source for Recognition status 1	Source for Recognition status 1	Recognition status 2	Source for Recognition status 2	Source for Recognition status 2	Recognition status 3	Source for Recognition status 3	Source for Recognition status 3	source for breed	source for breed	contributors	contributors	comment	general comment	comment from obsoletion	description of origin	source for description of origin	source for description of origin	Domestication status	source for domestication status	wikidata link for the country exists_in_country subclass	source for country subclass	source for country subclass	obsoletion Type	obsolete	replacement term	replacement label	comment	GH issue	obsolescence reason	curator note	DADIS_name	DADIS_species_name	DADIS_country	DADIS_ISO3_code	in subset transboundary
VBO:0000438	Zwerg Zebu (Cattle)	Zwerg Zebu	Cattle		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9913	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Zwerg Zebu	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Zwerg Zebu	Cattle			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000439	Altsteirer (Chicken)	Altsteirer	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Altsteirer	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Altsteirer	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000440	Amrock (Chicken)	Amrock	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Amrock	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Amrock	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000441	Ancona (Chicken)	Ancona	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Ancona	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Ancona	https://omia.org																															OMIA:340										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Ancona	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000442	Andalusian (Chicken)	Andalusian	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Andalusian	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Blue Andalusian	https://omia.org																															OMIA:62										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Andalusian	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000443	Appenzeller Barthuhn (Chicken)	Appenzeller Barthuhn	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Appenzeller Barthuhn	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Appenzeller Barthuhn	https://omia.org																															OMIA:1066										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Appenzeller Barthuhn	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000444	Appenzeller Spitzenhauben (Chicken)	Appenzeller Spitzenhauben	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Appenzeller Spitzenhauben	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Appenzeller Spitzenhauben	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000445	Araucana (Chicken)	Araucana	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Araucana	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Araucana	https://omia.org																															OMIA:828										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Araucana	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000446	Aseel (Chicken)	Aseel	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Aseel	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Aseel	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000447	Augsburger (Chicken)	Augsburger	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Augsburger	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Augsburger	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000448	Australorp (Chicken)	Australorp	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Australorp	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Australorp	https://omia.org																															OMIA:383										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Australorp	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000449	Baladi Beheri (Chicken)	Baladi Beheri	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Baladi Beheri	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Baladi Beheri	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000450	Bantam (Chicken)	Bantam	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Bantam	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Bantam	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000451	Barbu d'Anvers (Chicken)	Barbu d'Anvers	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barbu d'Anvers	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barbu d'Anvers	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000452	Barbu d'Uccle (Chicken)	Barbu d'Uccle	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barbu d'Uccle	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barbu d'Uccle	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000453	Barnevelder (Chicken)	Barnevelder	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barnevelder	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barnevelder	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000454	Barnevelder Bantam (Chicken)	Barnevelder Bantam	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barnevelder Bantam	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barnevelder Bantam	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000455	Barred Plymouth Rock D11 (Chicken)	Barred Plymouth Rock D11	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barred Plymouth Rock D11	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Barred Plymouth Rock	https://omia.org																															OMIA:477										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barred Plymouth Rock D11	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000456	Barred Rock P11 (Chicken)	Barred Rock P11	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barred Rock P11	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barred Rock P11	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000457	Barred Rock P55 (Chicken)	Barred Rock P55	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barred Rock P55	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barred Rock P55	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000458	Barred Rock WJ44 (Chicken)	Barred Rock WJ44	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Barred Rock WJ44	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Barred Rock WJ44	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000459	Belarus 9 (Chicken)	Belarus 9	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Belarus 9	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Belarus 9	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000460	Belgian Game (Chicken)	Belgian Game	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Belgian Game	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Belgian Game	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000461	Black Australorp (Chicken)	Black Australorp	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Black Australorp	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Black Australorp	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000462	Braekel (Chicken)	Braekel	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Braekel	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Braekel	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000463	Brahma (Chicken)	Brahma	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Brahma	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Brahma	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000464	Bresse (Chicken)	Bresse	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Bresse	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Bresse	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000465	broiler (Chicken)	broiler	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	broiler	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					broiler	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000466	Campine (Chicken)	Campine	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Campine	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Golden Campine	https://omia.org																															OMIA:45|OMIA:1178										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Campine	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000467	Catalana Del Prat (Chicken)	Catalana Del Prat	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Catalana Del Prat	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Catalana Del Prat	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000468	Chantecler (Chicken)	Chantecler	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Chantecler	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Chantecler	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000469	Cochin (Chicken)	Cochin	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Cochin	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Cochin	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000470	Cochin Bantam (Chicken)	Cochin Bantam	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Cochin Bantam	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Cochin Bantam	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000471	Columbian Rock (Chicken)	Columbian Rock	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Columbian Rock	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is					Columbian Rock	https://omia.org																															OMIA:507										https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Columbian Rock	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000472	Commercial strain- broiler- Arbor Acres AA broiler breeders (Chicken)	Commercial strain- broiler- Arbor Acres AA broiler breeders	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- Arbor Acres AA broiler breeders	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- Arbor Acres AA broiler breeders	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000473	Commercial strain- broiler- Avian (Chicken)	Commercial strain- broiler- Avian	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- Avian	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- Avian	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000474	Commercial strain- broiler- Euribrid Hybro (Chicken)	Commercial strain- broiler- Euribrid Hybro	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- Euribrid Hybro	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- Euribrid Hybro	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000475	Commercial strain- broiler- Euribrid Hybro N (Chicken)	Commercial strain- broiler- Euribrid Hybro N	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- Euribrid Hybro N	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- Euribrid Hybro N	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000476	Commercial strain- broiler- ISA Vedette (Chicken)	Commercial strain- broiler- ISA Vedette	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- ISA Vedette	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- ISA Vedette	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000477	Commercial strain- broiler- Kabir Chicks Ltd. (Chicken)	Commercial strain- broiler- Kabir Chicks Ltd.	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- Kabir Chicks Ltd.	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- Kabir Chicks Ltd.	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
VBO:0000478	Commercial strain- broiler- Ross (Chicken)	Commercial strain- broiler- Ross	Chicken		231120-126	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/126	NCBITaxon:9031	https://www.fao.org/dad-is		VBO:0400000		https://orcid.org/0000-0002-5002-8648|https://orcid.org/0000-0002-4142-7153	Commercial strain- broiler- Ross	http://purl.obolibrary.org/obo/vbo#most_common_name	https://www.fao.org/dad-is																																															https://www.fao.org/dad-is		https://orcid.org/0000-0002-4142-7153|https://orcid.org/0000-0002-5520-6597|https://orcid.org/0000-0002-9178-3965																					Commercial strain- broiler- Ross	Chicken			http://purl.obolibrary.org/obo/vbo#transboundary
