vbo_id	term_label	to_be_ignored	breed_name_to_be_used_for_label	species_to_be_used_for_label	internal_term_merge_indicator_vboid_into_vboid	internal_date_and_issue_separated_by_pipe_yymmdd_dash_issue	gh_issue_NOT_merge_obsolete	parent_ID	source_for_parents	source_for_parents	parent_ID	source_for_parents	source_for_parents	most_common_name	synonym_type_most_common_name	source_for_most_common_name	source_for_most_common_name	synonym_dadis_name_not_used_in_label	source_for_synonym_dadis	source_for_synonym_dadis	synonym_1	source_for_synonym_1	source_for_synonym_1	synonym_2	source_for_synonym_2	source_for_synonym_2	synonym_3	source_for_synonym_3	source_for_synonym_3	synonym_4	source_for_synonym_4	source_for_synonym_4	synonym_5	source_for_synonym_5	source_for_synonym_5	synonym_label_from_merged_term	source_for_merged_term	Breed_code_1	all_source_for_breed_code_1_separated_by_pipe	all_source_for_breed_code_1_separated_by_pipe	Breed_code_2	all_source_for_breed_code_2_separated_by_pipe	all_source_for_breed_code_2_separated_by_pipe	definition 	definition_xref	definition_xref	xref1	source_for_xref1	source_for_xref1	xref2	source_for_xref2	source_for_xref2	omia_xref_internal	recognition_status_1	source_for_recognition_status_1	source_for_recognition_status_1	recognition_status_2	source_for_recognition_status_2	source_for_recognition_status_2	recognition_status_3	source_for_recognition_status_3	source_for_recognition_status_3	source_for_breed	source_for_breed	contributors	contributors	comment	general_comment	comment_from_obsoletion	description_of_origin	source_for_description_of_origin	source_for_description_of_origin	domestication_status	source_for_domestication_status	wikidata_link_for_the_country_exists_in_country_subclass	source_for_country_subclass	source_for_country_subclass	obsoletion_type	obsolete	replacement_term	replacement_label	comment	GH_issue	obsolescence_reason	curator_note	dadis_name	dadis_species_name	dadis_country	dadis_iso3_code	in_subset_transboundary
VBO:0016966	Karan Swiss (Cattle)		Karan Swiss	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000150	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Karan Swiss	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000150																																															LBO:0000150	https://orcid.org/0000-0002-9178-3965																									
VBO:0016967	Kenwariya (Cattle)		Kenwariya	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000152	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Kenwariya	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000152																																															LBO:0000152	https://orcid.org/0000-0002-9178-3965																									
VBO:0016968	Kherigarh (Cattle)		Kherigarh	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000154	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Kherigarh	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000154																																															LBO:0000154	https://orcid.org/0000-0002-9178-3965																									
VBO:0016969	Kilis (Cattle)		Kilis	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000157	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Kilis	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000157																																															LBO:0000157	https://orcid.org/0000-0002-9178-3965																									
VBO:0016970	Krishna Valley (Cattle)		Krishna Valley	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000158	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Krishna Valley	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000158																																															LBO:0000158	https://orcid.org/0000-0002-9178-3965																									
VBO:0016971	Lohani (Cattle)		Lohani	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000166	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Lohani	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000166																																															LBO:0000166	https://orcid.org/0000-0002-9178-3965																									
VBO:0016972	Luxi (Cattle)		Luxi	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000711	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Luxi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000711																																															LBO:0000711	https://orcid.org/0000-0002-9178-3965																									
VBO:0016973	Madagascar Zebu (Cattle)		Madagascar Zebu	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000169	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Madagascar Zebu	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000169																																															LBO:0000169	https://orcid.org/0000-0002-9178-3965																									
VBO:0016974	Malvi (Cattle)		Malvi	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000171	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Malvi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000171																																															LBO:0000171	https://orcid.org/0000-0002-9178-3965																									
VBO:0016975	Mandalong (Cattle)		Mandalong	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000172	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mandalong	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000172																																															LBO:0000172	https://orcid.org/0000-0002-9178-3965																									
VBO:0016976	Maremmana (Cattle)		Maremmana	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000174	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Maremmana	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000174																																															LBO:0000174	https://orcid.org/0000-0002-9178-3965																									
VBO:0016977	Mazandarani (Cattle)		Mazandarani	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000178	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mazandarani	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000178																																															LBO:0000178	https://orcid.org/0000-0002-9178-3965																									
VBO:0016978	Mewati (Cattle)		Mewati	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000180	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mewati	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000180																																															LBO:0000180	https://orcid.org/0000-0002-9178-3965																									
VBO:0016979	Nagori (Cattle)		Nagori	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000191	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Nagori	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000191																																															LBO:0000191	https://orcid.org/0000-0002-9178-3965																									
VBO:0016980	Nanyang (Cattle)		Nanyang	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000192	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Nanyang	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000192																																															LBO:0000192	https://orcid.org/0000-0002-9178-3965																									
VBO:0016981	Nimari (Cattle)		Nimari	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000196	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Nimari	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000196																																															LBO:0000196	https://orcid.org/0000-0002-9178-3965																									
VBO:0016982	Orma Boran (Cattle)		Orma Boran	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000200	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Orma Boran	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000200																																															LBO:0000200	https://orcid.org/0000-0002-9178-3965																									
VBO:0016983	Oropa (Cattle)		Oropa	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000201	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Oropa	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000201																																															LBO:0000201	https://orcid.org/0000-0002-9178-3965																									
VBO:0016984	Ovambo (Cattle)		Ovambo	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000202	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ovambo	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000202																																															LBO:0000202	https://orcid.org/0000-0002-9178-3965																									
VBO:0016985	Philippine Native (Cattle)		Philippine Native	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000204	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Philippine Native	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000204																																															LBO:0000204	https://orcid.org/0000-0002-9178-3965																									
VBO:0016986	Ponwar (Cattle)		Ponwar	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000207	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ponwar	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000207																																															LBO:0000207	https://orcid.org/0000-0002-9178-3965																									
VBO:0016987	Qinchuan (Cattle)		Qinchuan	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000210	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Qinchuan	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000210																																															LBO:0000210	https://orcid.org/0000-0002-9178-3965																									
VBO:0016988	Rathi (Cattle)		Rathi	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000213	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rathi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000213																																															LBO:0000213	https://orcid.org/0000-0002-9178-3965																									
VBO:0016989	Rätien Gray (Cattle)		Rätien Gray	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000211	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rätien Gray	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000211																																															LBO:0000211	https://orcid.org/0000-0002-9178-3965																									
VBO:0016990	Red Pied Friesian (Cattle)		Red Pied Friesian	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000217	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Red Pied Friesian	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000217																																															LBO:0000217	https://orcid.org/0000-0002-9178-3965																									
VBO:0016991	Red Polled Ostland (Cattle)		Red Polled Ostland	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000219	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Red Polled Ostland	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000219																																															LBO:0000219	https://orcid.org/0000-0002-9178-3965																									
VBO:0016992	Reggiana (Cattle)		Reggiana	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000222	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Reggiana	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000222																																															LBO:0000222	https://orcid.org/0000-0002-9178-3965																									
VBO:0016993	Rendena (Cattle)		Rendena	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0001080	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rendena	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001080																																															LBO:0001080	https://orcid.org/0000-0002-9178-3965																									
VBO:0016994	Rojhan (Cattle)		Rojhan	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000224	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rojhan	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000224																																															LBO:0000224	https://orcid.org/0000-0002-9178-3965																									
VBO:0016995	Romosinuano (Cattle)		Romosinuano	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000226	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Romosinuano	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000226																																															LBO:0000226	https://orcid.org/0000-0002-9178-3965																									
VBO:0016996	Russian Black Pied (Cattle)		Russian Black Pied	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000227	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Russian Black Pied	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000227																																															LBO:0000227	https://orcid.org/0000-0002-9178-3965																									
VBO:0016997	San Martinero (Cattle)		San Martinero	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000235	VBO:0400000		https://orcid.org/0000-0002-9178-3965	San Martinero	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000235																																															LBO:0000235	https://orcid.org/0000-0002-9178-3965																									
VBO:0016998	Sanhe (Cattle)		Sanhe	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000232	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sanhe	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000232																																															LBO:0000232	https://orcid.org/0000-0002-9178-3965																									
VBO:0016999	Santa Cruz (Cattle)		Santa Cruz	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000233	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Santa Cruz	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000233																																															LBO:0000233	https://orcid.org/0000-0002-9178-3965																									
VBO:0017000	Sarabi (Cattle)		Sarabi	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000236	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sarabi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000236																																															LBO:0000236	https://orcid.org/0000-0002-9178-3965																									
VBO:0017001	Sharabi (Cattle)		Sharabi	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000238	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sharabi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000238																																															LBO:0000238	https://orcid.org/0000-0002-9178-3965																									
VBO:0017002	Swedish Friesian (Cattle)		Swedish Friesian	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000248	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Swedish Friesian	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000248																																															LBO:0000248	https://orcid.org/0000-0002-9178-3965																									
VBO:0017003	Swedish Red Polled (Cattle)		Swedish Red Polled	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000250	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Swedish Red Polled	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000250																																															LBO:0000250	https://orcid.org/0000-0002-9178-3965																									
VBO:0017004	Telemark (Cattle)		Telemark	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000252	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Telemark	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000252																																															LBO:0000252	https://orcid.org/0000-0002-9178-3965																									
VBO:0017005	Ukrainian Beef (Cattle)		Ukrainian Beef	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000259	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ukrainian Beef	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000259																																															LBO:0000259	https://orcid.org/0000-0002-9178-3965																									
VBO:0017006	Ukrainian Grey (Cattle)		Ukrainian Grey	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000260	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ukrainian Grey	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000260																																															LBO:0000260	https://orcid.org/0000-0002-9178-3965																									
VBO:0017007	Ukrainian Whitehead (Cattle)		Ukrainian Whitehead	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000261	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ukrainian Whitehead	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000261																																															LBO:0000261	https://orcid.org/0000-0002-9178-3965																									
VBO:0017008	Umblachery (Cattle)		Umblachery	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000262	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Umblachery	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000262																																															LBO:0000262	https://orcid.org/0000-0002-9178-3965																									
VBO:0017009	Ural Black Pied (Cattle)		Ural Black Pied	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000263	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ural Black Pied	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000263																																															LBO:0000263	https://orcid.org/0000-0002-9178-3965																									
VBO:0017010	Valdostana Red Pied (Cattle)		Valdostana Red Pied	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000934	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Valdostana Red Pied	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000934																																															LBO:0000934	https://orcid.org/0000-0002-9178-3965																									
VBO:0017011	Vestland Fjord (Cattle)		Vestland Fjord	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000264	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vestland Fjord	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000264																																															LBO:0000264	https://orcid.org/0000-0002-9178-3965																									
VBO:0017012	Vestland Red Polled (Cattle)		Vestland Red Polled	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000265	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vestland Red Polled	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000265																																															LBO:0000265	https://orcid.org/0000-0002-9178-3965																									
VBO:0017013	Vorderwald (Cattle)		Vorderwald	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0001063	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vorderwald	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001063																																															LBO:0001063	https://orcid.org/0000-0002-9178-3965																									
VBO:0017014	South Devon (Sheep)		South Devon	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000622	VBO:0400000		https://orcid.org/0000-0002-9178-3965	South Devon	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000622																																															LBO:0000622	https://orcid.org/0000-0002-9178-3965																									
VBO:0017015	White Caceres (Cattle)		White Caceres	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000051	VBO:0400000		https://orcid.org/0000-0002-9178-3965	White Caceres	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000051																																															LBO:0000051	https://orcid.org/0000-0002-9178-3965																									
VBO:0017016	Xinjiang Brown (Cattle)		Xinjiang Brown	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000270	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Xinjiang Brown	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000270																																															LBO:0000270	https://orcid.org/0000-0002-9178-3965																									
VBO:0017017	Yanbian (Cattle)		Yanbian	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000271	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yanbian	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000271																																															LBO:0000271	https://orcid.org/0000-0002-9178-3965																									
VBO:0017018	Ac (Chicken)		Ac	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000272	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ac	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000272																																															LBO:0000272	https://orcid.org/0000-0002-9178-3965																									
VBO:0017019	Bandara (Chicken)		Bandara	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000280	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Bandara	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000280																																															LBO:0000280	https://orcid.org/0000-0002-9178-3965																									
VBO:0017020	Beijing You (Chicken)		Beijing You	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000948	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Beijing You	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000948																																															LBO:0000948	https://orcid.org/0000-0002-9178-3965																									
VBO:0017021	Buckeye (Chicken)		Buckeye	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000284	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Buckeye	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000284																																															LBO:0000284	https://orcid.org/0000-0002-9178-3965																									
VBO:0017022	Cubalaya (Chicken)		Cubalaya	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000292	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Cubalaya	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000292																																															LBO:0000292	https://orcid.org/0000-0002-9178-3965																									
VBO:0017023	Delaware (Chicken)		Delaware	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000293	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Delaware	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000293																																															LBO:0000293	https://orcid.org/0000-0002-9178-3965																									
VBO:0017024	Dutch Bantam (Chicken)		Dutch Bantam	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000296	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Dutch Bantam	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000296																																															LBO:0000296	https://orcid.org/0000-0002-9178-3965																									
VBO:0017025	Empordanesa (Chicken)		Empordanesa	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0001070	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Empordanesa	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001070																																															LBO:0001070	https://orcid.org/0000-0002-9178-3965																									
VBO:0017026	Gimmizah (Chicken)		Gimmizah	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000301	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Gimmizah	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000301																																															LBO:0000301	https://orcid.org/0000-0002-9178-3965																									
VBO:0017027	Golden Montazah (Chicken)		Golden Montazah	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000302	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Golden Montazah	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000302																																															LBO:0000302	https://orcid.org/0000-0002-9178-3965																									
VBO:0017028	Java (Chicken)		Java	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000306	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Java	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000306																																															LBO:0000306	https://orcid.org/0000-0002-9178-3965																									
VBO:0017029	Jining Bairi (Chicken)		Jining Bairi	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0001112	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Jining Bairi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001112																																															LBO:0001112	https://orcid.org/0000-0002-9178-3965																									
VBO:0017030	La Fleche (Chicken)		La Fleche	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000311	VBO:0400000		https://orcid.org/0000-0002-9178-3965	La Fleche	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000311																																															LBO:0000311	https://orcid.org/0000-0002-9178-3965																									
VBO:0017031	Leghorn (Chicken)		Leghorn	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000315	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Leghorn	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000315																																															LBO:0000315	https://orcid.org/0000-0002-9178-3965																									
VBO:0017032	Lingkun (Chicken)		Lingkun	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0001111	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Lingkun	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001111																																															LBO:0001111	https://orcid.org/0000-0002-9178-3965																									
VBO:0017033	Matrouh (Chicken)		Matrouh	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000317	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Matrouh	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000317																																															LBO:0000317	https://orcid.org/0000-0002-9178-3965																									
VBO:0017034	Nagoya (Chicken)		Nagoya	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0001088	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Nagoya	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001088																																															LBO:0001088	https://orcid.org/0000-0002-9178-3965																									
