vbo_id	term_label	to_be_ignored	breed_name_to_be_used_for_label	species_to_be_used_for_label	internal_term_merge_indicator_vboid_into_vboid	internal_date_and_issue_separated_by_pipe_yymmdd_dash_issue	gh_issue_NOT_merge_obsolete	parent_ID	source_for_parents	source_for_parents	parent_ID	source_for_parents	source_for_parents	most_common_name	synonym_type_most_common_name	source_for_most_common_name	source_for_most_common_name	synonym_dadis_name_not_used_in_label	source_for_synonym_dadis	source_for_synonym_dadis	synonym_1	source_for_synonym_1	source_for_synonym_1	synonym_2	source_for_synonym_2	source_for_synonym_2	synonym_3	source_for_synonym_3	source_for_synonym_3	synonym_4	source_for_synonym_4	source_for_synonym_4	synonym_5	source_for_synonym_5	source_for_synonym_5	synonym_label_from_merged_term	source_for_merged_term	Breed_code_1	all_source_for_breed_code_1_separated_by_pipe	all_source_for_breed_code_1_separated_by_pipe	Breed_code_2	all_source_for_breed_code_2_separated_by_pipe	all_source_for_breed_code_2_separated_by_pipe	definition 	definition_xref	definition_xref	xref1	source_for_xref1	source_for_xref1	xref2	source_for_xref2	source_for_xref2	omia_xref_internal	recognition_status_1	source_for_recognition_status_1	source_for_recognition_status_1	recognition_status_2	source_for_recognition_status_2	source_for_recognition_status_2	recognition_status_3	source_for_recognition_status_3	source_for_recognition_status_3	source_for_breed	source_for_breed	contributors	contributors	comment	general_comment	comment_from_obsoletion	description_of_origin	source_for_description_of_origin	source_for_description_of_origin	domestication_status	source_for_domestication_status	wikidata_link_for_the_country_exists_in_country_subclass	source_for_country_subclass	source_for_country_subclass	obsoletion_type	obsolete	replacement_term	replacement_label	comment	GH_issue	obsolescence_reason	curator_note	dadis_name	dadis_species_name	dadis_country	dadis_iso3_code	in_subset_transboundary
VBO:0017165	Quarab (Horse)		Quarab	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000877	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Quarab	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000877																																															LBO:0000877	https://orcid.org/0000-0002-9178-3965																									
VBO:0017166	Quarter Pony (Horse)		Quarter Pony	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000879	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Quarter Pony	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000879																																															LBO:0000879	https://orcid.org/0000-0002-9178-3965																									
VBO:0017167	Rhenish German Coldblood (Horse)		Rhenish German Coldblood	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000931	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rhenish German Coldblood	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000931																																															LBO:0000931	https://orcid.org/0000-0002-9178-3965																									
VBO:0017168	Rocky Mountain Horse (Horse)		Rocky Mountain Horse	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000881	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rocky Mountain Horse	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000881																																															LBO:0000881	https://orcid.org/0000-0002-9178-3965																									
VBO:0017169	Russian Don (Horse)		Russian Don	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000882	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Russian Don	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000882																																															LBO:0000882	https://orcid.org/0000-0002-9178-3965																									
VBO:0017170	Russian Heavy Draft (Horse)		Russian Heavy Draft	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000883	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Russian Heavy Draft	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000883																																															LBO:0000883	https://orcid.org/0000-0002-9178-3965																									
VBO:0017171	Saddlebred (Horse)		Saddlebred	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000885	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Saddlebred	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000885																																															LBO:0000885	https://orcid.org/0000-0002-9178-3965																									
VBO:0017172	Sanhe (Horse)		Sanhe	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000886	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sanhe	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000886																																															LBO:0000886	https://orcid.org/0000-0002-9178-3965																									
VBO:0017173	Scandinavian Coldblood Trotter (Horse)		Scandinavian Coldblood Trotter	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0001076	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Scandinavian Coldblood Trotter	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001076																																															LBO:0001076	https://orcid.org/0000-0002-9178-3965																									
VBO:0017174	Schleswiger Heavy Draft (Horse)		Schleswiger Heavy Draft	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000887	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Schleswiger Heavy Draft	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000887																																															LBO:0000887	https://orcid.org/0000-0002-9178-3965																									
VBO:0017175	Schwarzwälder Fuchs (Horse)		Schwarzwälder Fuchs	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000944	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Schwarzwälder Fuchs	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000944																																															LBO:0000944	https://orcid.org/0000-0002-9178-3965																									
VBO:0017176	Shagya (Horse)		Shagya	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000889	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Shagya	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000889																																															LBO:0000889	https://orcid.org/0000-0002-9178-3965																									
VBO:0017177	Somali Pony (Horse)		Somali Pony	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000894	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Somali Pony	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000894																																															LBO:0000894	https://orcid.org/0000-0002-9178-3965																									
VBO:0017178	Sorraia (Horse)		Sorraia	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000895	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sorraia	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000895																																															LBO:0000895	https://orcid.org/0000-0002-9178-3965																									
VBO:0017179	South German Coldblood (Horse)		South German Coldblood	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000930	VBO:0400000		https://orcid.org/0000-0002-9178-3965	South German Coldblood	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000930																																															LBO:0000930	https://orcid.org/0000-0002-9178-3965																									
VBO:0017180	Spanish Barb (Horse)		Spanish Barb	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000898	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Spanish Barb	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000898																																															LBO:0000898	https://orcid.org/0000-0002-9178-3965																									
VBO:0017181	Spanish Mustang (Horse)		Spanish Mustang	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000897	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Spanish Mustang	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000897																																															LBO:0000897	https://orcid.org/0000-0002-9178-3965																									
VBO:0017182	Sudan Country-Bred (Horse)		Sudan Country-Bred	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000901	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sudan Country-Bred	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000901																																															LBO:0000901	https://orcid.org/0000-0002-9178-3965																									
VBO:0017183	Swiss Warmblood (Horse)		Swiss Warmblood	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000932	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Swiss Warmblood	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000932																																															LBO:0000932	https://orcid.org/0000-0002-9178-3965																									
VBO:0017184	Taishuh (Horse)		Taishuh	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000904	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Taishuh	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000904																																															LBO:0000904	https://orcid.org/0000-0002-9178-3965																									
VBO:0017185	Tawleed (Horse)		Tawleed	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000906	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Tawleed	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000906																																															LBO:0000906	https://orcid.org/0000-0002-9178-3965																									
VBO:0017186	Tokara (Horse)		Tokara	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000911	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Tokara	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000911																																															LBO:0000911	https://orcid.org/0000-0002-9178-3965																									
VBO:0017187	Ukrainian Saddle (Horse)		Ukrainian Saddle	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000914	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ukrainian Saddle	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000914																																															LBO:0000914	https://orcid.org/0000-0002-9178-3965																									
VBO:0017188	Vlaamperd (Horse)		Vlaamperd	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000915	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vlaamperd	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000915																																															LBO:0000915	https://orcid.org/0000-0002-9178-3965																									
VBO:0017189	Vladimir Heavy Draft (Horse)		Vladimir Heavy Draft	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000916	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vladimir Heavy Draft	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000916																																															LBO:0000916	https://orcid.org/0000-0002-9178-3965																									
VBO:0017190	Vyatka (Horse)		Vyatka	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000917	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vyatka	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000917																																															LBO:0000917	https://orcid.org/0000-0002-9178-3965																									
VBO:0017191	Welara Pony (Horse)		Welara Pony	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000918	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Welara Pony	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000918																																															LBO:0000918	https://orcid.org/0000-0002-9178-3965																									
VBO:0017192	Western Sudan Pony (Horse)		Western Sudan Pony	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000921	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Western Sudan Pony	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000921																																															LBO:0000921	https://orcid.org/0000-0002-9178-3965																									
VBO:0017193	Wielkopolski (Horse)		Wielkopolski	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000922	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Wielkopolski	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000922																																															LBO:0000922	https://orcid.org/0000-0002-9178-3965																									
VBO:0017194	Xilingol (Horse)		Xilingol	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000923	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Xilingol	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000923																																															LBO:0000923	https://orcid.org/0000-0002-9178-3965																									
VBO:0017195	Yakut (Horse)		Yakut	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000924	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yakut	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000924																																															LBO:0000924	https://orcid.org/0000-0002-9178-3965																									
VBO:0017196	Yanqi (Horse)		Yanqi	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000925	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yanqi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000925																																															LBO:0000925	https://orcid.org/0000-0002-9178-3965																									
VBO:0017197	Yonaguni (Horse)		Yonaguni	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000927	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yonaguni	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000927																																															LBO:0000927	https://orcid.org/0000-0002-9178-3965																									
VBO:0017198	Zaniskari Pony (Horse)		Zaniskari Pony	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000928	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zaniskari Pony	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000928																																															LBO:0000928	https://orcid.org/0000-0002-9178-3965																									
VBO:0017199	Zhemaichu (Horse)		Zhemaichu	Horse		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9796		LBO:0000929	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zhemaichu	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000929																																															LBO:0000929	https://orcid.org/0000-0002-9178-3965																									
VBO:0017200	Ba Xuyen (Pig)		Ba Xuyen	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000341	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ba Xuyen	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000341																																															LBO:0000341	https://orcid.org/0000-0002-9178-3965																									
VBO:0017201	Bama Xiang (Pig)		Bama Xiang	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000708	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Bama Xiang	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000708																																															LBO:0000708	https://orcid.org/0000-0002-9178-3965																									
VBO:0017202	Bantu (Pig)		Bantu	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000342	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Bantu	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000342																																															LBO:0000342	https://orcid.org/0000-0002-9178-3965																									
VBO:0017203	Bazna (Pig)		Bazna	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000343	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Bazna	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000343																																															LBO:0000343	https://orcid.org/0000-0002-9178-3965																									
VBO:0017204	Beijing Black (Pig)		Beijing Black	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000344	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Beijing Black	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000344																																															LBO:0000344	https://orcid.org/0000-0002-9178-3965																									
VBO:0017205	Belarus Black Pied (Pig)		Belarus Black Pied	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000345	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Belarus Black Pied	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000345																																															LBO:0000345	https://orcid.org/0000-0002-9178-3965																									
VBO:0017206	Czech Improved White (Pig)		Czech Improved White	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000355	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Czech Improved White	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000355																																															LBO:0000355	https://orcid.org/0000-0002-9178-3965																									
VBO:0017207	Brithish Lop (Pig)		Brithish Lop	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000351	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Brithish Lop	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000351																																															LBO:0000351	https://orcid.org/0000-0002-9178-3965																									
VBO:0017208	Bulgarian White (Pig)		Bulgarian White	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000352	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Bulgarian White	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000352																																															LBO:0000352	https://orcid.org/0000-0002-9178-3965																									
VBO:0017209	Cantonese (Pig)		Cantonese	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000353	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Cantonese	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000353																																															LBO:0000353	https://orcid.org/0000-0002-9178-3965																									
VBO:0017210	Casertana (Pig)		Casertana	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0001074	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Casertana	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001074																																															LBO:0001074	https://orcid.org/0000-0002-9178-3965																									
VBO:0017211	Czech Improved White (Pig)		Czech Improved White	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000355	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Czech Improved White	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000355																																															LBO:0000355	https://orcid.org/0000-0002-9178-3965																									
VBO:0017212	Erhualian (Pig)		Erhualian	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000691	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Erhualian	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000691																																															LBO:0000691	https://orcid.org/0000-0002-9178-3965																									
VBO:0017213	Fengjing (Pig)		Fengjing	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000360	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Fengjing	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000360																																															LBO:0000360	https://orcid.org/0000-0002-9178-3965																									
VBO:0017214	Gloucestershire Old Spots (Pig)		Gloucestershire Old Spots	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000364	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Gloucestershire Old Spots	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000364																																															LBO:0000364	https://orcid.org/0000-0002-9178-3965																									
VBO:0017215	Guinea Hog (Pig)		Guinea Hog	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000365	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Guinea Hog	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000365																																															LBO:0000365	https://orcid.org/0000-0002-9178-3965																									
VBO:0017216	Hang (Pig)		Hang	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000703	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Hang	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000703																																															LBO:0000703	https://orcid.org/0000-0002-9178-3965																									
VBO:0017217	Hezuo (Pig)		Hezuo	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000368	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Hezuo	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000368																																															LBO:0000368	https://orcid.org/0000-0002-9178-3965																									
VBO:0017218	Italian Landrace (Pig)		Italian Landrace	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000370	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Italian Landrace	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000370																																															LBO:0000370	https://orcid.org/0000-0002-9178-3965																									
VBO:0017219	Jiangquhai (Pig)		Jiangquhai	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0001084	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Jiangquhai	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001084																																															LBO:0001084	https://orcid.org/0000-0002-9178-3965																									
VBO:0017220	Jinhua (Pig)		Jinhua	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000371	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Jinhua	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000371																																															LBO:0000371	https://orcid.org/0000-0002-9178-3965																									
VBO:0017221	Kele (Pig)		Kele	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000372	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Kele	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000372																																															LBO:0000372	https://orcid.org/0000-0002-9178-3965																									
VBO:0017222	Krskopolje (Pig)		Krskopolje	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000373	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Krskopolje	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000373																																															LBO:0000373	https://orcid.org/0000-0002-9178-3965																									
VBO:0017223	Large Black-White (Pig)		Large Black-White	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000377	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Large Black-White	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000377																																															LBO:0000377	https://orcid.org/0000-0002-9178-3965																									
VBO:0017224	Lithuanian Native (Pig)		Lithuanian Native	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000379	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Lithuanian Native	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000379																																															LBO:0000379	https://orcid.org/0000-0002-9178-3965																									
VBO:0017225	Luchuan (Pig)		Luchuan	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0001100	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Luchuan	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001100																																															LBO:0001100	https://orcid.org/0000-0002-9178-3965																									
VBO:0017226	Minzhu (Pig)		Minzhu	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000383	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Minzhu	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000383																																															LBO:0000383	https://orcid.org/0000-0002-9178-3965																									
VBO:0017227	Mong Cai (Pig)		Mong Cai	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000384	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mong Cai	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000384																																															LBO:0000384	https://orcid.org/0000-0002-9178-3965																									
VBO:0017228	Mora Romagnola (Pig)		Mora Romagnola	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000386	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mora Romagnola	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000386																																															LBO:0000386	https://orcid.org/0000-0002-9178-3965																									
VBO:0017229	Moura (Pig)		Moura	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000387	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Moura	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000387																																															LBO:0000387	https://orcid.org/0000-0002-9178-3965																									
VBO:0017230	Mukota (Pig)		Mukota	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000385	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mukota	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000385																																															LBO:0000385	https://orcid.org/0000-0002-9178-3965																									
VBO:0017231	Mulefoot (Pig)		Mulefoot	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000388	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Mulefoot	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000388																																															LBO:0000388	https://orcid.org/0000-0002-9178-3965																									
VBO:0017232	Neijiang (Pig)		Neijiang	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000939	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Neijiang	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000939																																															LBO:0000939	https://orcid.org/0000-0002-9178-3965																									
VBO:0017233	Ningxiang (Pig)		Ningxiang	Pig		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9823		LBO:0000390	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ningxiang	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000390																																															LBO:0000390	https://orcid.org/0000-0002-9178-3965																									
