	UBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	transboundary name	species =parent term	parent ID
Madras Red!%!Sheep	UBO:0001495	Madras Red (Sheep)	Madras Red	Sheep	UBO:0000033
Maellana!%!Sheep	UBO:0001496	Maellana (Sheep)	Maellana	Sheep	UBO:0000033
Majorcan!%!Sheep	UBO:0001497	Majorcan (Sheep)	Majorcan	Sheep	UBO:0000033
Makui!%!Sheep	UBO:0001498	Makui (Sheep)	Makui	Sheep	UBO:0000033
Manchega!%!Sheep	UBO:0001499	Manchega (Sheep)	Manchega	Sheep	UBO:0000033
Manx Loaghtan!%!Sheep	UBO:0001500	Manx Loaghtan (Sheep)	Manx Loaghtan	Sheep	UBO:0000033
Marco Polo's Sheep!%!Sheep	UBO:0001501	Marco Polo's Sheep (Sheep)	Marco Polo's Sheep	Sheep	UBO:0000033
Marsh Sheep!%!Sheep	UBO:0001502	Marsh Sheep (Sheep)	Marsh Sheep	Sheep	UBO:0000033
Martinique!%!Sheep	UBO:0001503	Martinique (Sheep)	Martinique	Sheep	UBO:0000033
Masai!%!Sheep	UBO:0001504	Masai (Sheep)	Masai	Sheep	UBO:0000033
Maure!%!Sheep	UBO:0001505	Maure (Sheep)	Maure	Sheep	UBO:0000033
Mazekh!%!Sheep	UBO:0001506	Mazekh (Sheep)	Mazekh	Sheep	UBO:0000033
Mergelland Schaap!%!Sheep	UBO:0001507	Mergelland Schaap (Sheep)	Mergelland Schaap	Sheep	UBO:0000033
Merino!%!Sheep	UBO:0001508	Merino (Sheep)	Merino	Sheep	UBO:0000033
Merino Grazalema!%!Sheep	UBO:0001509	Merino Grazalema (Sheep)	Merino Grazalema	Sheep	UBO:0000033
Merino Longwool!%!Sheep	UBO:0001510	Merino Longwool (Sheep)	Merino Longwool	Sheep	UBO:0000033
Merino Mutton!%!Sheep	UBO:0001511	Merino Mutton (Sheep)	Merino Mutton	Sheep	UBO:0000033
Merinolandschaf!%!Sheep	UBO:0001512	Merinolandschaf (Sheep)	Merinolandschaf	Sheep	UBO:0000033
Mestiza!%!Sheep	UBO:0001513	Mestiza (Sheep)	Mestiza	Sheep	UBO:0000033
Mongolian!%!Sheep	UBO:0001514	Mongolian (Sheep)	Mongolian	Sheep	UBO:0000033
Montadale!%!Sheep	UBO:0001515	Montadale (Sheep)	Montadale	Sheep	UBO:0000033
Montesina!%!Sheep	UBO:0001516	Montesina (Sheep)	Montesina	Sheep	UBO:0000033
Moorschnucke!%!Sheep	UBO:0001517	Moorschnucke (Sheep)	Moorschnucke	Sheep	UBO:0000033
Morada Nova!%!Sheep	UBO:0001518	Morada Nova (Sheep)	Morada Nova	Sheep	UBO:0000033
Mossi!%!Sheep	UBO:0001519	Mossi (Sheep)	Mossi	Sheep	UBO:0000033
Mouflon!%!Sheep	UBO:0001520	Mouflon (Sheep)	Mouflon	Sheep	UBO:0000033
Mourerous!%!Sheep	UBO:0001521	Mourerous (Sheep)	Mourerous	Sheep	UBO:0000033
Mouton du Sahel!%!Sheep	UBO:0001522	Mouton du Sahel (Sheep)	Mouton du Sahel	Sheep	UBO:0000033
Najdi!%!Sheep	UBO:0001523	Najdi (Sheep)	Najdi	Sheep	UBO:0000033
Navajo-Churro!%!Sheep	UBO:0001524	Navajo-Churro (Sheep)	Navajo-Churro	Sheep	UBO:0000033
Ne'imi!%!Sheep	UBO:0001525	Ne'imi (Sheep)	Ne'imi	Sheep	UBO:0000033
Nguni!%!Sheep	UBO:0001526	Nguni (Sheep)	Nguni	Sheep	UBO:0000033
Norduz!%!Sheep	UBO:0001527	Norduz (Sheep)	Norduz	Sheep	UBO:0000033
Norfolk Horn!%!Sheep	UBO:0001528	Norfolk Horn (Sheep)	Norfolk Horn	Sheep	UBO:0000033
North Caucasus Merino!%!Sheep	UBO:0001529	North Caucasus Merino (Sheep)	North Caucasus Merino	Sheep	UBO:0000033
North Caucasus Semi-Fine Wool!%!Sheep	UBO:0001530	North Caucasus Semi-Fine Wool (Sheep)	North Caucasus Semi-Fine Wool	Sheep	UBO:0000033
North Country Cheviot!%!Sheep	UBO:0001531	North Country Cheviot (Sheep)	North Country Cheviot	Sheep	UBO:0000033
North Ossetian Semi-Fine Wool!%!Sheep	UBO:0001532	North Ossetian Semi-Fine Wool (Sheep)	North Ossetian Semi-Fine Wool	Sheep	UBO:0000033
North Ronaldsay!%!Sheep	UBO:0001533	North Ronaldsay (Sheep)	North Ronaldsay	Sheep	UBO:0000033
Norwegian Pelt Sheep!%!Sheep	UBO:0001534	Norwegian Pelt Sheep (Sheep)	Norwegian Pelt Sheep	Sheep	UBO:0000033
Ojalada Soriana!%!Sheep	UBO:0001535	Ojalada Soriana (Sheep)	Ojalada Soriana	Sheep	UBO:0000033
Ojinegra de Teruel!%!Sheep	UBO:0001536	Ojinegra de Teruel (Sheep)	Ojinegra de Teruel	Sheep	UBO:0000033
Old type polish merino!%!Sheep	UBO:0001537	Old type polish merino (Sheep)	Old type polish merino	Sheep	UBO:0000033
oldenburger!%!Sheep	UBO:0001538	oldenburger (Sheep)	oldenburger	Sheep	UBO:0000033
Olkuska!%!Sheep	UBO:0001539	Olkuska (Sheep)	Olkuska	Sheep	UBO:0000033
Olkusz!%!Sheep	UBO:0001540	Olkusz (Sheep)	Olkusz	Sheep	UBO:0000033
Ostfriesisches Milchschaf!%!Sheep	UBO:0001541	Ostfriesisches Milchschaf (Sheep)	Ostfriesisches Milchschaf	Sheep	UBO:0000033
Ouessant!%!Sheep	UBO:0001542	Ouessant (Sheep)	Ouessant	Sheep	UBO:0000033
Ouled Jellal!%!Sheep	UBO:0001543	Ouled Jellal (Sheep)	Ouled Jellal	Sheep	UBO:0000033
Oxford Down!%!Sheep	UBO:0001544	Oxford Down (Sheep)	Oxford Down	Sheep	UBO:0000033
Palas Merino!%!Sheep	UBO:0001545	Palas Merino (Sheep)	Palas Merino	Sheep	UBO:0000033
Pallaresa!%!Sheep	UBO:0001546	Pallaresa (Sheep)	Pallaresa	Sheep	UBO:0000033
Palmera!%!Sheep	UBO:0001547	Palmera (Sheep)	Palmera	Sheep	UBO:0000033
Pelibuey!%!Sheep	UBO:0001548	Pelibuey (Sheep)	Pelibuey	Sheep	UBO:0000033
Pellagonia!%!Sheep	UBO:0001549	Pellagonia (Sheep)	Pellagonia	Sheep	UBO:0000033
Perendale!%!Sheep	UBO:0001550	Perendale (Sheep)	Perendale	Sheep	UBO:0000033
Phan Rang sheep!%!Sheep	UBO:0001551	Phan Rang sheep (Sheep)	Phan Rang sheep	Sheep	UBO:0000033
Pivska pramenka!%!Sheep	UBO:0001552	Pivska pramenka (Sheep)	Pivska pramenka	Sheep	UBO:0000033
Podhale Zackel!%!Sheep	UBO:0001553	Podhale Zackel (Sheep)	Podhale Zackel	Sheep	UBO:0000033
Polish Corriedale!%!Sheep	UBO:0001554	Polish Corriedale (Sheep)	Polish Corriedale	Sheep	UBO:0000033
Polish Lowland!%!Sheep	UBO:0001555	Polish Lowland (Sheep)	Polish Lowland	Sheep	UBO:0000033
Polish Merino!%!Sheep	UBO:0001556	Polish Merino (Sheep)	Polish Merino	Sheep	UBO:0000033
Poll Dorset!%!Sheep	UBO:0001557	Poll Dorset (Sheep)	Poll Dorset	Sheep	UBO:0000033
Poll Merino!%!Sheep	UBO:0001558	Poll Merino (Sheep)	Poll Merino	Sheep	UBO:0000033
Polwarth!%!Sheep	UBO:0001559	Polwarth (Sheep)	Polwarth	Sheep	UBO:0000033
Polypay!%!Sheep	UBO:0001560	Polypay (Sheep)	Polypay	Sheep	UBO:0000033
Pomeranian Coarsewool!%!Sheep	UBO:0001561	Pomeranian Coarsewool (Sheep)	Pomeranian Coarsewool	Sheep	UBO:0000033
Pomorska!%!Sheep	UBO:0001562	Pomorska (Sheep)	Pomorska	Sheep	UBO:0000033
Poonchi!%!Sheep	UBO:0001563	Poonchi (Sheep)	Poonchi	Sheep	UBO:0000033
Portland!%!Sheep	UBO:0001564	Portland (Sheep)	Portland	Sheep	UBO:0000033
Precoce!%!Sheep	UBO:0001565	Precoce (Sheep)	Precoce	Sheep	UBO:0000033
Prekos!%!Sheep	UBO:0001566	Prekos (Sheep)	Prekos	Sheep	UBO:0000033
Priangan!%!Sheep	UBO:0001567	Priangan (Sheep)	Priangan	Sheep	UBO:0000033
Racka!%!Sheep	UBO:0001568	Racka (Sheep)	Racka	Sheep	UBO:0000033
Raiole!%!Sheep	UBO:0001569	Raiole (Sheep)	Raiole	Sheep	UBO:0000033
Rambouillet!%!Sheep	UBO:0001570	Rambouillet (Sheep)	Rambouillet	Sheep	UBO:0000033
Rashaidi!%!Sheep	UBO:0001571	Rashaidi (Sheep)	Rashaidi	Sheep	UBO:0000033
Rava!%!Sheep	UBO:0001572	Rava (Sheep)	Rava	Sheep	UBO:0000033
Red African!%!Sheep	UBO:0001573	Red African (Sheep)	Red African	Sheep	UBO:0000033
Red Engadine Sheep!%!Sheep	UBO:0001574	Red Engadine Sheep (Sheep)	Red Engadine Sheep	Sheep	UBO:0000033
Red Karaman!%!Sheep	UBO:0001575	Red Karaman (Sheep)	Red Karaman	Sheep	UBO:0000033
Red Sheep!%!Sheep	UBO:0001576	Red Sheep (Sheep)	Red Sheep	Sheep	UBO:0000033
Red-Face Manech!%!Sheep	UBO:0001577	Red-Face Manech (Sheep)	Red-Face Manech	Sheep	UBO:0000033
Ripollesa!%!Sheep	UBO:0001578	Ripollesa (Sheep)	Ripollesa	Sheep	UBO:0000033
Romanian Zackel!%!Sheep	UBO:0001579	Romanian Zackel (Sheep)	Romanian Zackel	Sheep	UBO:0000033
Romanov!%!Sheep	UBO:0001580	Romanov (Sheep)	Romanov	Sheep	UBO:0000033
Romney!%!Sheep	UBO:0001581	Romney (Sheep)	Romney	Sheep	UBO:0000033
Romney Marsh!%!Sheep	UBO:0001582	Romney Marsh (Sheep)	Romney Marsh	Sheep	UBO:0000033
Rouge De Lâ€™ouest!%!Sheep	UBO:0001583	Rouge De Lâ€™ouest (Sheep)	Rouge De Lâ€™ouest	Sheep	UBO:0000033
Rouge Du Roussillon!%!Sheep	UBO:0001584	Rouge Du Roussillon (Sheep)	Rouge Du Roussillon	Sheep	UBO:0000033
Rough Fell!%!Sheep	UBO:0001585	Rough Fell (Sheep)	Rough Fell	Sheep	UBO:0000033
Roussin De La Hague!%!Sheep	UBO:0001586	Roussin De La Hague (Sheep)	Roussin De La Hague	Sheep	UBO:0000033
Roya Bilbilitana!%!Sheep	UBO:0001587	Roya Bilbilitana (Sheep)	Roya Bilbilitana	Sheep	UBO:0000033
Ruda!%!Sheep	UBO:0001588	Ruda (Sheep)	Ruda	Sheep	UBO:0000033
Russian Mountain Merino!%!Sheep	UBO:0001589	Russian Mountain Merino (Sheep)	Russian Mountain Merino	Sheep	UBO:0000033
Ryeland!%!Sheep	UBO:0001590	Ryeland (Sheep)	Ryeland	Sheep	UBO:0000033
Rygja!%!Sheep	UBO:0001591	Rygja (Sheep)	Rygja	Sheep	UBO:0000033
Saane!%!Sheep	UBO:0001592	Saane (Sheep)	Saane	Sheep	UBO:0000033
Salsk!%!Sheep	UBO:0001593	Salsk (Sheep)	Salsk	Sheep	UBO:0000033
Santa Cruz!%!Sheep	UBO:0001594	Santa Cruz (Sheep)	Santa Cruz	Sheep	UBO:0000033
Santa Ines!%!Sheep	UBO:0001595	Santa Ines (Sheep)	Santa Ines	Sheep	UBO:0000033
Sary-Ja!%!Sheep	UBO:0001596	Sary-Ja (Sheep)	Sary-Ja	Sheep	UBO:0000033
Schwarzbraunes Bergschaf!%!Sheep	UBO:0001597	Schwarzbraunes Bergschaf (Sheep)	Schwarzbraunes Bergschaf	Sheep	UBO:0000033
Scottish Blackface!%!Sheep	UBO:0001598	Scottish Blackface (Sheep)	Scottish Blackface	Sheep	UBO:0000033
Serrai!%!Sheep	UBO:0001599	Serrai (Sheep)	Serrai	Sheep	UBO:0000033
Sfakiano!%!Sheep	UBO:0001600	Sfakiano (Sheep)	Sfakiano	Sheep	UBO:0000033
Shetland!%!Sheep	UBO:0001601	Shetland (Sheep)	Shetland	Sheep	UBO:0000033
Shirazi!%!Sheep	UBO:0001602	Shirazi (Sheep)	Shirazi	Sheep	UBO:0000033
Shropshire!%!Sheep	UBO:0001603	Shropshire (Sheep)	Shropshire	Sheep	UBO:0000033
Skudde!%!Sheep	UBO:0001604	Skudde (Sheep)	Skudde	Sheep	UBO:0000033
Soay!%!Sheep	UBO:0001605	Soay (Sheep)	Soay	Sheep	UBO:0000033
Solognot!%!Sheep	UBO:0001606	Solognot (Sheep)	Solognot	Sheep	UBO:0000033
Somali!%!Sheep	UBO:0001607	Somali (Sheep)	Somali	Sheep	UBO:0000033
Somosierra Blond!%!Sheep	UBO:0001608	Somosierra Blond (Sheep)	Somosierra Blond	Sheep	UBO:0000033
South African Mutton Merino!%!Sheep	UBO:0001609	South African Mutton Merino (Sheep)	South African Mutton Merino	Sheep	UBO:0000033
South Dorset Down!%!Sheep	UBO:0001610	South Dorset Down (Sheep)	South Dorset Down	Sheep	UBO:0000033
South Down!%!Sheep	UBO:0001611	South Down (Sheep)	South Down	Sheep	UBO:0000033
South Karaman!%!Sheep	UBO:0001612	South Karaman (Sheep)	South Karaman	Sheep	UBO:0000033
South Suffolk!%!Sheep	UBO:0001613	South Suffolk (Sheep)	South Suffolk	Sheep	UBO:0000033
Southdown!%!Sheep	UBO:0001614	Southdown (Sheep)	Southdown	Sheep	UBO:0000033
Soviet Merino!%!Sheep	UBO:0001615	Soviet Merino (Sheep)	Soviet Merino	Sheep	UBO:0000033
Soviet Mutton-Wool!%!Sheep	UBO:0001616	Soviet Mutton-Wool (Sheep)	Soviet Mutton-Wool	Sheep	UBO:0000033
spÄ‡lsau!%!Sheep	UBO:0001617	spÄ‡lsau (Sheep)	spÄ‡lsau	Sheep	UBO:0000033
spÃ¦lsau!%!Sheep	UBO:0001618	spÃ¦lsau (Sheep)	spÃ¦lsau	Sheep	UBO:0000033
Spanish Churro!%!Sheep	UBO:0001619	Spanish Churro (Sheep)	Spanish Churro	Sheep	UBO:0000033
Spanish Merino!%!Sheep	UBO:0001620	Spanish Merino (Sheep)	Spanish Merino	Sheep	UBO:0000033
Spiegel!%!Sheep	UBO:0001621	Spiegel (Sheep)	Spiegel	Sheep	UBO:0000033
St. Croix!%!Sheep	UBO:0001622	St. Croix (Sheep)	St. Croix	Sheep	UBO:0000033
Stavropol!%!Sheep	UBO:0001623	Stavropol (Sheep)	Stavropol	Sheep	UBO:0000033
Steigar!%!Sheep	UBO:0001624	Steigar (Sheep)	Steigar	Sheep	UBO:0000033
Steppe Voloshian!%!Sheep	UBO:0001625	Steppe Voloshian (Sheep)	Steppe Voloshian	Sheep	UBO:0000033
Sudan Desert!%!Sheep	UBO:0001626	Sudan Desert (Sheep)	Sudan Desert	Sheep	UBO:0000033
Suffolk!%!Sheep	UBO:0001627	Suffolk (Sheep)	Suffolk	Sheep	UBO:0000033
Sumavska ovce!%!Sheep	UBO:0001628	Sumavska ovce (Sheep)	Sumavska ovce	Sheep	UBO:0000033
Sussex!%!Sheep	UBO:0001629	Sussex (Sheep)	Sussex	Sheep	UBO:0000033
Swedish Finewool!%!Sheep	UBO:0001630	Swedish Finewool (Sheep)	Swedish Finewool	Sheep	UBO:0000033
Swedish Fur!%!Sheep	UBO:0001631	Swedish Fur (Sheep)	Swedish Fur	Sheep	UBO:0000033
Swifter!%!Sheep	UBO:0001632	Swifter (Sheep)	Swifter	Sheep	UBO:0000033
Synthetic line BCP!%!Sheep	UBO:0001633	Synthetic line BCP (Sheep)	Synthetic line BCP	Sheep	UBO:0000033
Synthetic line SCP!%!Sheep	UBO:0001634	Synthetic line SCP (Sheep)	Synthetic line SCP	Sheep	UBO:0000033
TabacktorpsfÃ¥r!%!Sheep	UBO:0001635	TabacktorpsfÃ¥r (Sheep)	TabacktorpsfÃ¥r	Sheep	UBO:0000033
Talaverana!%!Sheep	UBO:0001636	Talaverana (Sheep)	Talaverana	Sheep	UBO:0000033
Tarasconnais!%!Sheep	UBO:0001637	Tarasconnais (Sheep)	Tarasconnais	Sheep	UBO:0000033
Targhee!%!Sheep	UBO:0001638	Targhee (Sheep)	Targhee	Sheep	UBO:0000033
Teeswater!%!Sheep	UBO:0001639	Teeswater (Sheep)	Teeswater	Sheep	UBO:0000033
Tensina Churra!%!Sheep	UBO:0001640	Tensina Churra (Sheep)	Tensina Churra	Sheep	UBO:0000033
Texel!%!Sheep	UBO:0001641	Texel (Sheep)	Texel	Sheep	UBO:0000033
Texel franÃ§ais!%!Sheep	UBO:0001642	Texel franÃ§ais (Sheep)	Texel franÃ§ais	Sheep	UBO:0000033
Texel sheep!%!Sheep	UBO:0001643	Texel sheep (Sheep)	Texel sheep	Sheep	UBO:0000033
Thones-Marthod!%!Sheep	UBO:0001644	Thones-Marthod (Sheep)	Thones-Marthod	Sheep	UBO:0000033
Tibetan!%!Sheep	UBO:0001645	Tibetan (Sheep)	Tibetan	Sheep	UBO:0000033
Tihama!%!Sheep	UBO:0001646	Tihama (Sheep)	Tihama	Sheep	UBO:0000033
Tiroler Bergschaf!%!Sheep	UBO:0001647	Tiroler Bergschaf (Sheep)	Tiroler Bergschaf	Sheep	UBO:0000033
Tiroler Steinschaf!%!Sheep	UBO:0001648	Tiroler Steinschaf (Sheep)	Tiroler Steinschaf	Sheep	UBO:0000033
Toronke!%!Sheep	UBO:0001649	Toronke (Sheep)	Toronke	Sheep	UBO:0000033
Touabire!%!Sheep	UBO:0001650	Touabire (Sheep)	Touabire	Sheep	UBO:0000033
tranboundary!%!Sheep	UBO:0001651	tranboundary (Sheep)	tranboundary	Sheep	UBO:0000033
Transylvanian Merino!%!Sheep	UBO:0001652	Transylvanian Merino (Sheep)	Transylvanian Merino	Sheep	UBO:0000033
Tsigai!%!Sheep	UBO:0001653	Tsigai (Sheep)	Tsigai	Sheep	UBO:0000033
Tswana!%!Sheep	UBO:0001654	Tswana (Sheep)	Tswana	Sheep	UBO:0000033
Tuareg!%!Sheep	UBO:0001655	Tuareg (Sheep)	Tuareg	Sheep	UBO:0000033
Tuj!%!Sheep	UBO:0001656	Tuj (Sheep)	Tuj	Sheep	UBO:0000033
Tukidale!%!Sheep	UBO:0001657	Tukidale (Sheep)	Tukidale	Sheep	UBO:0000033
Tunisian Barbary!%!Sheep	UBO:0001658	Tunisian Barbary (Sheep)	Tunisian Barbary	Sheep	UBO:0000033
Turki!%!Sheep	UBO:0001659	Turki (Sheep)	Turki	Sheep	UBO:0000033
Uda!%!Sheep	UBO:0001660	Uda (Sheep)	Uda	Sheep	UBO:0000033
Uhruska!%!Sheep	UBO:0001661	Uhruska (Sheep)	Uhruska	Sheep	UBO:0000033
Urial!%!Sheep	UBO:0001662	Urial (Sheep)	Urial	Sheep	UBO:0000033
Valachian!%!Sheep	UBO:0001663	Valachian (Sheep)	Valachian	Sheep	UBO:0000033
Valachian Improved!%!Sheep	UBO:0001664	Valachian Improved (Sheep)	Valachian Improved	Sheep	UBO:0000033
Valais Blacknose!%!Sheep	UBO:0001665	Valais Blacknose (Sheep)	Valais Blacknose	Sheep	UBO:0000033
Valais Red!%!Sheep	UBO:0001666	Valais Red (Sheep)	Valais Red	Sheep	UBO:0000033
Van Rooy!%!Sheep	UBO:0001667	Van Rooy (Sheep)	Van Rooy	Sheep	UBO:0000033
Vasca Carranzana!%!Sheep	UBO:0001668	Vasca Carranzana (Sheep)	Vasca Carranzana	Sheep	UBO:0000033
Velay Black!%!Sheep	UBO:0001669	Velay Black (Sheep)	Velay Black	Sheep	UBO:0000033
VendÃ©en!%!Sheep	UBO:0001670	VendÃ©en (Sheep)	VendÃ©en	Sheep	UBO:0000033
Vendeen!%!Sheep	UBO:0001671	Vendeen (Sheep)	Vendeen	Sheep	UBO:0000033
Vlaams Kuddeschaap!%!Sheep	UBO:0001672	Vlaams Kuddeschaap (Sheep)	Vlaams Kuddeschaap	Sheep	UBO:0000033
Vlaams Schaap!%!Sheep	UBO:0001673	Vlaams Schaap (Sheep)	Vlaams Schaap	Sheep	UBO:0000033
Vlahiko!%!Sheep	UBO:0001674	Vlahiko (Sheep)	Vlahiko	Sheep	UBO:0000033
Vogan!%!Sheep	UBO:0001675	Vogan (Sheep)	Vogan	Sheep	UBO:0000033
Waldschaf!%!Sheep	UBO:0001676	Waldschaf (Sheep)	Waldschaf	Sheep	UBO:0000033
Warhill!%!Sheep	UBO:0001677	Warhill (Sheep)	Warhill	Sheep	UBO:0000033
WeiÃŸes Alpenschaf!%!Sheep	UBO:0001678	WeiÃŸes Alpenschaf (Sheep)	WeiÃŸes Alpenschaf	Sheep	UBO:0000033
Welsh Hill Speckled Face!%!Sheep	UBO:0001679	Welsh Hill Speckled Face (Sheep)	Welsh Hill Speckled Face	Sheep	UBO:0000033
Welsh Mule!%!Sheep	UBO:0001680	Welsh Mule (Sheep)	Welsh Mule	Sheep	UBO:0000033
Wensleydale!%!Sheep	UBO:0001681	Wensleydale (Sheep)	Wensleydale	Sheep	UBO:0000033
West African Dwarf!%!Sheep	UBO:0001682	West African Dwarf (Sheep)	West African Dwarf	Sheep	UBO:0000033
White Face Dartmoor!%!Sheep	UBO:0001683	White Face Dartmoor (Sheep)	White Face Dartmoor	Sheep	UBO:0000033
White Karaman!%!Sheep	UBO:0001684	White Karaman (Sheep)	White Karaman	Sheep	UBO:0000033
Whitefaced Woodland!%!Sheep	UBO:0001685	Whitefaced Woodland (Sheep)	Whitefaced Woodland	Sheep	UBO:0000033
Wicklow Cheviot!%!Sheep	UBO:0001686	Wicklow Cheviot (Sheep)	Wicklow Cheviot	Sheep	UBO:0000033
Wielkopolska!%!Sheep	UBO:0001687	Wielkopolska (Sheep)	Wielkopolska	Sheep	UBO:0000033
Wiltshire Horn!%!Sheep	UBO:0001688	Wiltshire Horn (Sheep)	Wiltshire Horn	Sheep	UBO:0000033
Wrzosowka!%!Sheep	UBO:0001689	Wrzosowka (Sheep)	Wrzosowka	Sheep	UBO:0000033
Yugoslav Zackel!%!Sheep	UBO:0001690	Yugoslav Zackel (Sheep)	Yugoslav Zackel	Sheep	UBO:0000033
Zetska zuja!%!Sheep	UBO:0001691	Zetska zuja (Sheep)	Zetska zuja	Sheep	UBO:0000033
Zhuja!%!Sheep	UBO:0001692	Zhuja (Sheep)	Zhuja	Sheep	UBO:0000033
Zom!%!Sheep	UBO:0001693	Zom (Sheep)	Zom	Sheep	UBO:0000033
Zwartbles!%!Sheep	UBO:0001694	Zwartbles (Sheep)	Zwartbles	Sheep	UBO:0000033
American Bronze!%!Turkey	UBO:0001695	American Bronze (Turkey)	American Bronze	Turkey	UBO:0000035
Beltsville!%!Turkey	UBO:0001696	Beltsville (Turkey)	Beltsville	Turkey	UBO:0000035
Black!%!Turkey	UBO:0001697	Black (Turkey)	Black	Turkey	UBO:0000035
Blue!%!Turkey	UBO:0001698	Blue (Turkey)	Blue	Turkey	UBO:0000035
Bourbon Red!%!Turkey	UBO:0001699	Bourbon Red (Turkey)	Bourbon Red	Turkey	UBO:0000035
Broad Breasted Bronze!%!Turkey	UBO:0001700	Broad Breasted Bronze (Turkey)	Broad Breasted Bronze	Turkey	UBO:0000035
Broad Breasted White!%!Turkey	UBO:0001701	Broad Breasted White (Turkey)	Broad Breasted White	Turkey	UBO:0000035
Bronze!%!Turkey	UBO:0001702	Bronze (Turkey)	Bronze	Turkey	UBO:0000035
Buff!%!Turkey	UBO:0001703	Buff (Turkey)	Buff	Turkey	UBO:0000035
Commercial strain- BUT!%!Turkey	UBO:0001704	Commercial strain- BUT (Turkey)	Commercial strain- BUT	Turkey	UBO:0000035
Commercial strain- BUT 8!%!Turkey	UBO:0001705	Commercial strain- BUT 8 (Turkey)	Commercial strain- BUT 8	Turkey	UBO:0000035
Commercial strain- BUT 9!%!Turkey	UBO:0001706	Commercial strain- BUT 9 (Turkey)	Commercial strain- BUT 9	Turkey	UBO:0000035
Commercial strain- BUT BIG 6!%!Turkey	UBO:0001707	Commercial strain- BUT BIG 6 (Turkey)	Commercial strain- BUT BIG 6	Turkey	UBO:0000035
Commercial strain- Hybrid!%!Turkey	UBO:0001708	Commercial strain- Hybrid (Turkey)	Commercial strain- Hybrid	Turkey	UBO:0000035
Commercial strain- Hybrid Euro FP!%!Turkey	UBO:0001709	Commercial strain- Hybrid Euro FP (Turkey)	Commercial strain- Hybrid Euro FP	Turkey	UBO:0000035
Commercial strain- Nicholas!%!Turkey	UBO:0001710	Commercial strain- Nicholas (Turkey)	Commercial strain- Nicholas	Turkey	UBO:0000035
CrÃ¶llwitzer!%!Turkey	UBO:0001711	CrÃ¶llwitzer (Turkey)	CrÃ¶llwitzer	Turkey	UBO:0000035
Dutch White!%!Turkey	UBO:0001712	Dutch White (Turkey)	Dutch White	Turkey	UBO:0000035
Georgian straw-coloured turkey!%!Turkey	UBO:0001713	Georgian straw-coloured turkey (Turkey)	Georgian straw-coloured turkey	Turkey	UBO:0000035
Mammoth Bronze!%!Turkey	UBO:0001714	Mammoth Bronze (Turkey)	Mammoth Bronze	Turkey	UBO:0000035
Narragansett!%!Turkey	UBO:0001715	Narragansett (Turkey)	Narragansett	Turkey	UBO:0000035
North-Caucasian Bronze!%!Turkey	UBO:0001716	North-Caucasian Bronze (Turkey)	North-Caucasian Bronze	Turkey	UBO:0000035
Red!%!Turkey	UBO:0001717	Red (Turkey)	Red	Turkey	UBO:0000035
Ridley Bronze!%!Turkey	UBO:0001718	Ridley Bronze (Turkey)	Ridley Bronze	Turkey	UBO:0000035
Ronquieres!%!Turkey	UBO:0001719	Ronquieres (Turkey)	Ronquieres	Turkey	UBO:0000035
White!%!Turkey	UBO:0001720	White (Turkey)	White	Turkey	UBO:0000035
VicuÃ±a!%!VicuÃ±a	UBO:0001721	VicuÃ±a (VicuÃ±a)	VicuÃ±a	VicuÃ±a	UBO:0000036
Yak!%!Yak (domestic)	UBO:0001722	Yak (Yak (domestic))	Yak	Yak (domestic)	UBO:0000037
