VBO id	Breed name	Country	updated name	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	source for parents	Other name(s) =synonym	exists_in_country, ISO3 Country code	wikidata link for the country exists_in_country	domestication status	description of origin
VBO:0004097	Simbrah	Panama	Simbrah, Panama; Cattle	Simbrah-Panama [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	VBO:0000378	https://www.fao.org/dad-is		PAN	wikidata:Q804		
VBO:0004098	Simbrah	Philippines	Simbrah, Philippines; Cattle	Simbrah-Philippines [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	VBO:0000378	https://www.fao.org/dad-is		PHL	wikidata:Q928	domestic	
VBO:0004099	Simbrah	Paraguay	Simbrah, Paraguay; Cattle	Simbrah-Paraguay [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	VBO:0000378	https://www.fao.org/dad-is		PRY	wikidata:Q733	domestic	recently imported; exotic
VBO:0004100	Simbrah	United States of America	Simbrah, United States of America; Cattle	Simbrah-United States of America [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	VBO:0000378	https://www.fao.org/dad-is		USA	wikidata:Q30	domestic	Gulf Coast Region of the USA
VBO:0004101	Simbra	South Africa	Simbra, South Africa; Cattle	Simbra-South Africa [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	VBO:0000378	https://www.fao.org/dad-is		ZAF	wikidata:Q258	domestic	This breed is a composite of Simmentaler and Brahman.
VBO:0004102	Simbra	Zimbabwe	Simbra, Zimbabwe; Cattle	Simbra-Zimbabwe [Simbrah (Cattle)]	Simbrah	Cattle	Simbrah (Cattle)	VBO:0000378	https://www.fao.org/dad-is		ZWE	wikidata:Q954		
VBO:0004103	Simford	Australia	Simford, Australia; Cattle	Simford-Australia [Simford (Cattle)]	Simford	Cattle	Simford (Cattle)	VBO:0000379	https://www.fao.org/dad-is		AUS	wikidata:Q408	domestic	stabilised cross between Simmental and Hereford
VBO:0004104	Simford	Israel	Simford, Israel; Cattle	Simford-Israel [Simford (Cattle)]	Simford	Cattle	Simford (Cattle)	VBO:0000379	https://www.fao.org/dad-is		ISR	wikidata:Q801	domestic	composite of Simmental and Hereford
VBO:0004105	Simmentaller	Angola	Simmentaller, Angola; Cattle	Simmentaller-Angola [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		AGO	wikidata:Q916	domestic	imported; exotic
VBO:0004106	Simmental	Albania	Simmental, Albania; Cattle	Simmental-Albania [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Lare e Kuge	ALB	wikidata:Q222	domestic	since 1975 imported from Austria
VBO:0004107	Simmental	Argentina	Simmental, Argentina; Cattle	Simmental-Argentina [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Fleckvieh	ARG	wikidata:Q414	domestic	exotic breed, originated in the Simme Valley of Switserland
VBO:0004108	Simmental	Antigua and Barbuda	Simmental, Antigua and Barbuda; Cattle	Simmental-Antigua and Barbuda [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ATG	wikidata:Q781	domestic	imported; exotic
VBO:0004109	Simmental	Australia	Simmental, Australia; Cattle	Simmental-Australia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		AUS	wikidata:Q408	domestic	imported from Simme Valley, Switzerland
VBO:0004110	Fleckvieh	Austria	Fleckvieh, Austria; Cattle	Fleckvieh-Austria [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simmentaler	AUT	wikidata:Q40	domestic	imported in the 19th century from Switzerland; locally adapted
VBO:0004111	Simmental	Azerbaijan	Simmental, Azerbaijan; Cattle	Simmental-Azerbaijan [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		AZE	wikidata:Q227	domestic	imported; exotic
VBO:0004112	Fleckvieh	Belgium	Fleckvieh, Belgium; Cattle	Fleckvieh-Belgium [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		BEL	wikidata:Q31	domestic	
VBO:0004113	Simmental	Belgium	Simmental, Belgium; Cattle	Simmental-Belgium [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		BEL	wikidata:Q31	domestic	imported; exotic
VBO:0004114	Simmental	Bulgaria	Simmental, Bulgaria; Cattle	Simmental-Bulgaria [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Ð¡Ð¸Ð¼ÐµÐ½Ñ‚Ð°Ð»	BGR	wikidata:Q219	domestic	imported; Simmental cattle are a Swiss breed, which originated under the conditions of the lush Alpine pastures. The extinct Kula Cattle was the first simmentalized breed in our country. It was developed in North-Western Bulgaria by random crossing of the local gray cattle with Simmental bulls, mainly of Serbian and Swiss origin. At a later stage, the Bulgarian Simmental Cattle breed was created by reproductive and assimilative crossing.
VBO:0004115	Simmental	Bosnia and Herzegovina	Simmental, Bosnia and Herzegovina; Cattle	Simmental-Bosnia and Herzegovina [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		BIH	wikidata:Q225	domestic	imported from Croatia, Germany and Austria; exotic; The Simmental breed has replaced the local Posavsko cattle. In 1997, 4875 Simmental breeds were imported.
VBO:0004116	Simmental	Belarus	Simmental, Belarus; Cattle	Simmental-Belarus [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		BLR	wikidata:Q184	domestic	
VBO:0004117	Simenthal	Bolivia (Plurinational State of)	Simenthal, Bolivia (Plurinational State of); Cattle	Simenthal-Bolivia (Plurinational State of) [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simmental	BOL	wikidata:Q750	domestic	
VBO:0004118	Simmental	Brazil	Simmental, Brazil; Cattle	Simmental-Brazil [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simental	BRA	wikidata:Q155	domestic	imported from Europe.
VBO:0004119	Simmental	Botswana	Simmental, Botswana; Cattle	Simmental-Botswana [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		BWA	wikidata:Q963	domestic	imported; exotic
VBO:0004120	Simmental	Canada	Simmental, Canada; Cattle	Simmental-Canada [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		CAN	wikidata:Q16	domestic	Simmental is an influential breed of cattle, history dating back to Middle Ages
VBO:0004121	Simmental	Chile	Simmental, Chile; Cattle	Simmental-Chile [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Fleckvieh	CHL	wikidata:Q298	domestic	Locally adapted exotic dual purpose breed.
VBO:0004122	Simmental	China	Simmental, China; Cattle	Simmental-China [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		CHN	wikidata:Q148	domestic	imported; exotic
VBO:0004123	Simmental	Democratic Republic of the Congo	Simmental, Democratic Republic of the Congo; Cattle	Simmental-Democratic Republic of the Congo [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		COD	wikidata:Q974	domestic	recently imported; exotic
VBO:0004124	Simmental	Colombia	Simmental, Colombia; Cattle	Simmental-Colombia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		COL	wikidata:Q739	domestic	exotic; continually imported from Europe
VBO:0004125	Simmental	Costa Rica	Simmental, Costa Rica; Cattle	Simmental-Costa Rica [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		CRI	wikidata:Q800	domestic	imported from USA
VBO:0004126	Simmental	Cuba	Simmental, Cuba; Cattle	Simmental-Cuba [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		CUB	wikidata:Q241	domestic	recently introduced; exotic
VBO:0004127	Cesky strakaty skot	Czechia	Cesky strakaty skot, Czechia; Cattle	Cesky strakaty skot-Czechia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Strakaty skot|Cervenostrakaty skot|Tschechische Fleckvieh|Simmental Cattle	CZE	wikidata:Q213	domestic	composite of Czech Red, local strains and Simmental, since mid-19th century since 1995, continuous and increasing inflow of Montb√É¬©liarde and Fleckvieh of different origin makes this breed a composite population better characterized by a name "Red Pied cattle in Czech Republic". The remaining very small residue of "unimproved"animals not influenced by these foreign genes was in 2010 concentrated in the conservation nucleus bred separatedly under the name of "Czech Red Pied - original type"
VBO:0004128	Masny Simental	Czechia	Masny Simental, Czechia; Cattle	Masny Simental-Czechia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Beef Simmental|MasnÃ½ SimentÃ¡l	CZE	wikidata:Q213	domestic	meat-type line of the Simmental cattle
VBO:0004129	Fleckvieh Doppelnutzung	Germany	Fleckvieh Doppelnutzung, Germany; Cattle	Fleckvieh Doppelnutzung-Germany [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		DEU	wikidata:Q183	domestic	composite of Fleckvieh / Simmental and a local breed
VBO:0004130	Simmental	Denmark	Simmental, Denmark; Cattle	Simmental-Denmark [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		DNK	wikidata:Q35	domestic	imported to Denmark in the early 1970tees;
VBO:0004131	Simmental	Dominican Republic	Simmental, Dominican Republic; Cattle	Simmental-Dominican Republic [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		DOM	wikidata:Q786	domestic	recently imported
VBO:0004132	Simmental	Ecuador	Simmental, Ecuador; Cattle	Simmental-Ecuador [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ECU	wikidata:Q736		
VBO:0004133	Simmental	Egypt	Simmental, Egypt; Cattle	Simmental-Egypt [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		EGY	wikidata:Q79	domestic	continually imported; exotic
VBO:0004134	Fleckvieh	Spain	Fleckvieh, Spain; Cattle	Fleckvieh-Spain [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	MONTBELIARDE|PEZZATA ROSSA	ESP	wikidata:Q29	domestic	
VBO:0004135	Simmental	Ethiopia	Simmental, Ethiopia; Cattle	Simmental-Ethiopia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ETH	wikidata:Q115		
VBO:0004136	Simmental	Finland	Simmental, Finland; Cattle	Simmental-Finland [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		FIN	wikidata:Q33	domestic	imported; exotic
VBO:0004137	Simmental Francaise	France	Simmental Francaise, France; Cattle	Simmental Francaise-France [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Pie Rouge de l'Est|French Simmental	FRA	wikidata:Q142	domestic	composite of Jura Swiss and Simmental
VBO:0004138	Simmental	United Kingdom of Great Britain and Northern Ireland	Simmental, United Kingdom of Great Britain and Northern Ireland; Cattle	Simmental-United Kingdom of Great Britain and Northern Ireland [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	British Simmental	GBR	wikidata:Q145	domestic	imported from Switzerland, Germany and Austria
VBO:0004139	Simmental	Greece	Simmental, Greece; Cattle	Simmental-Greece [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		GRC	wikidata:Q41	domestic	imported; exotic
VBO:0004140	Simmental	Guatemala	Simmental, Guatemala; Cattle	Simmental-Guatemala [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simmental	GTM	wikidata:Q774	domestic	
VBO:0004141	Simmental	Guyana	Simmental, Guyana; Cattle	Simmental-Guyana [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		GUY	wikidata:Q734	domestic	
VBO:0004142	Simmental	Honduras	Simmental, Honduras; Cattle	Simmental-Honduras [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		HND	wikidata:Q783	domestic	
VBO:0004143	Simmental	Croatia	Simmental, Croatia; Cattle	Simmental-Croatia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Hrvatski simentalac|Hrvatsko sareno govedo	HRV	wikidata:Q224	domestic	imported from Switzerland, Germany and Austria
VBO:0004144	Magyartarka	Hungary	Magyartarka, Hungary; Cattle	Magyartarka-Hungary [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Hungarian Fleckvieh|Hungarian Simmental|Hungarian Spotted|Hungarian Pied	HUN	wikidata:Q28	domestic	descended from Hungarian Grey graded to Simmental.
VBO:0004145	Indonesian Simmental Cattle	Indonesia	Indonesian Simmental Cattle, Indonesia; Cattle	Indonesian Simmental Cattle-Indonesia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		IDN	wikidata:Q252	domestic	in 1974 the simmental cattle entering indonesia to Padang Mangatas Breeding Center Western Sumatera from Australia
VBO:0004146	Irish Simmental	Ireland	Irish Simmental, Ireland; Cattle	Irish Simmental-Ireland [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simmental	IRL	wikidata:Q22890	domestic	imported from Austria, Germany and Switzerland. First imported into Ireland from Austria in 1971
VBO:0004147	Pezzata Rossa Italiana	Italy	Pezzata Rossa Italiana, Italy; Cattle	Pezzata Rossa Italiana-Italy [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ITA	wikidata:Q38	domestic	
VBO:0004148	Simental	Kazakhstan	Simental, Kazakhstan; Cattle	Simental-Kazakhstan [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		KAZ	wikidata:Q232	domestic	imported from the breeding farms of Russia and Ukraine, and later from Austria, Switzerland and Germany; The Simental cattle was bred in Kazakhstan in 1932-1959 by crossing Kazakh, Kalmyk and red steppe breeds with Simental bulls.
VBO:0004149	Simmental	Kenya	Simmental, Kenya; Cattle	Simmental-Kenya [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		KEN	wikidata:Q114	domestic	imported; exotic
VBO:0004150	Simmental	Lithuania	Simmental, Lithuania; Cattle	Simmental-Lithuania [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		LTU	wikidata:Q37	domestic	recently introduced; exotic
VBO:0004151	Simmental	Latvia	Simmental, Latvia; Cattle	Simmental-Latvia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		LVA	wikidata:Q211		
VBO:0004152	Simmental	Mexico	Simmental, Mexico; Cattle	Simmental-Mexico [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		MEX	wikidata:Q96	domestic	El Simmental llego a M√É¬©xico en el a√É¬±o de 1973 con la importaci√É¬≥n de Alemania y Suiza de 10 toros, realizada por la entonces Secretar√É¬≠a de Agricultura y Recursos Hidr√É¬°ulicos (SARH) que a trav√É¬©s de su red de bancos de semen se disemino en el pa√É¬≠s este material gen√É¬©tico.
VBO:0004153	Simmental	North Macedonia	Simmental, North Macedonia; Cattle	Simmental-North Macedonia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		MKD	wikidata:Q221	domestic	imported; exotic
VBO:0004154	Simmental	Montenegro	Simmental, Montenegro; Cattle	Simmental-Montenegro [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simentalac	MNE	wikidata:Q236	domestic	
VBO:0004155	Simmental	Mongolia	Simmental, Mongolia; Cattle	Simmental-Mongolia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		MNG	wikidata:Q711	domestic	imported; exotic
VBO:0004156	Simmental	Mozambique	Simmental, Mozambique; Cattle	Simmental-Mozambique [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		MOZ	wikidata:Q1029		
VBO:0004157	Simmental	Malawi	Simmental, Malawi; Cattle	Simmental-Malawi [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		MWI	wikidata:Q1020	domestic	
VBO:0004158	Simmentaler	Namibia	Simmentaler, Namibia; Cattle	Simmentaler-Namibia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		NAM	wikidata:Q1030	domestic	locally adapted breed
VBO:0004159	Simmental	Nicaragua	Simmental, Nicaragua; Cattle	Simmental-Nicaragua [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		NIC	wikidata:Q811	domestic	recently imported
VBO:0004160	Fleckvieh	Netherlands	Fleckvieh, Netherlands; Cattle	Fleckvieh-Netherlands [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		NLD	wikidata:Q55	domestic	originally Austria
VBO:0004161	Simmental	Norway	Simmental, Norway; Cattle	Simmental-Norway [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		NOR	wikidata:Q20		
VBO:0004162	Simmental	Panama	Simmental, Panama; Cattle	Simmental-Panama [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		PAN	wikidata:Q804	domestic	recently imported
VBO:0004163	Fleckvieh	Peru	Fleckvieh, Peru; Cattle	Fleckvieh-Peru [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		PER	wikidata:Q419	domestic	continually imported
VBO:0004164	Simmental	Peru	Simmental, Peru; Cattle	Simmental-Peru [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		PER	wikidata:Q419	domestic	continually imported
VBO:0004165	Simmental	Philippines	Simmental, Philippines; Cattle	Simmental-Philippines [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		PHL	wikidata:Q928	domestic	
VBO:0004166	Simental mleczny	Poland	Simental mleczny, Poland; Cattle	Simental mleczny-Poland [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		POL	wikidata:Q36	domestic	
VBO:0004167	Simentaler miÄ™sny	Poland	Simentaler miÄ™sny, Poland; Cattle	Simentaler miÄ™sny-Poland [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Polish Simmental	POL	wikidata:Q36	domestic	imported from Switzerland
VBO:0004168	Fleckvieh	Paraguay	Fleckvieh, Paraguay; Cattle	Fleckvieh-Paraguay [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		PRY	wikidata:Q733	domestic	El origen de esta raza es en el Valle de Simme ubicado en Berner Oberland, Suiza. El nombre de Simmental deriva de su localizaci√É¬≥n original. En el idioma alem√É¬°n la palabra √¢‚Ç¨≈ìThal√¢‚Ç¨¬ù o √¢‚Ç¨≈ìTal√¢‚Ç¨¬ù significa √¢‚Ç¨≈ìValle√¢‚Ç¨¬ù. Simmental literalmente significa Valle del Simme. Este Valle se localiza donde fluye el r√É¬≠o Simme en la parte central y oeste de Suiza donde su clima es fr√É¬≠o y donde existe una vegetaci√É¬≥n alpina y subalpina que les ofrece excelentes praderas.
VBO:0004169	Baltata romanesca	Romania	Baltata romanesca, Romania; Cattle	Baltata romanesca-Romania [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Romanian Simmental	ROU	wikidata:Q218	domestic	continually imported from Switzerland and Germany; composite of Sura de Stepa, Simmental and Fleckvieh
VBO:0004170	Simmentalskaya	Russian Federation	Simmentalskaya, Russian Federation; Cattle	Simmentalskaya-Russian Federation [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simmental|Russian Simmental	RUS	wikidata:Q159	domestic	composite of Shorthorn, Simmental, Dutch, Bestuzhev, Tagil, Red Steppe and local cattle
VBO:0004171	Simmental	Solomon Islands	Simmental, Solomon Islands; Cattle	Simmental-Solomon Islands [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		SLB	wikidata:Q685	domestic	imported from Australia; exotic; The latest cattle importation was made in 1997 by Russell Islands Plantation Limited (RIPEL) of 800 head from Breeders in Australia, including Simmental breed.
VBO:0004172	Simmental	El Salvador	Simmental, El Salvador; Cattle	Simmental-El Salvador [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		SLV	wikidata:Q792	domestic	imported; exotic
VBO:0004173	Simmental	Serbia	Simmental, Serbia; Cattle	Simmental-Serbia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simentalska rasa goveda|Domestic Spotted Cattle|Simentalac	SRB	wikidata:Q403	domestic	First imported at the end of 19 th century from Switzerland, Germany and Austria.
VBO:0004174	Beef Simmental	Slovakia	Beef Simmental, Slovakia; Cattle	Beef Simmental-Slovakia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		SVK	wikidata:Q214	domestic	imported in 1993 Beef Simmental (USA, Canada)
VBO:0004175	SlovenskÃ½ strakatÃ½	Slovakia	SlovenskÃ½ strakatÃ½, Slovakia; Cattle	SlovenskÃ½ strakatÃ½-Slovakia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	slovenskÃ© strakatÃ©|Simmental	SVK	wikidata:Q214	domestic	autochthonous native breed;composite of native cattle breeds (Redbrown, Greybrown Carpathian cattle) and Bern and Simmental imported in the 17th and 18th century.
VBO:0004176	Lisasto govedo	Slovenia	Lisasto govedo, Slovenia; Cattle	Lisasto govedo-Slovenia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Simmental|lisasto	SVN	wikidata:Q215	domestic	Slovenian traditional breed; imported from Switzerland, Germany and Austria
VBO:0004177	Simmental	Sweden	Simmental, Sweden; Cattle	Simmental-Sweden [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		SWE	wikidata:Q34	domestic	1970 imported from Germany and United Kingdom
VBO:0004178	Simmental	Eswatini	Simmental, Eswatini; Cattle	Simmental-Eswatini [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		SWZ	wikidata:Q1050	domestic	imported; exotic
VBO:0004179	Simmental	Turkey	Simmental, Turkey; Cattle	Simmental-Turkey [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		TUR	wikidata:Q43	domestic	
VBO:0004180	Simmental	United Republic of Tanzania	Simmental, United Republic of Tanzania; Cattle	Simmental-United Republic of Tanzania [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		TZA	wikidata:Q924	domestic	imported; exotic
VBO:0004181	Austrian Simmental	Ukraine	Austrian Simmental, Ukraine; Cattle	Austrian Simmental-Ukraine [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	locally adapted breed
VBO:0004182	Simmental	Ukraine	Simmental, Ukraine; Cattle	Simmental-Ukraine [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is	Symmentalska	UKR	wikidata:Q212	domestic	Simmentals of Ukraine has blood of Ukrainian Grey breed, as it was crossed with it at the very beginning of importation of Simmental into Ukraine.
VBO:0004183	Simmental-Fleckvieh	Uruguay	Simmental-Fleckvieh, Uruguay; Cattle	Simmental-Fleckvieh-Uruguay [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		URY	wikidata:Q77	domestic	recently imported; exotic
VBO:0004184	Simmental	United States of America	Simmental, United States of America; Cattle	Simmental-United States of America [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		USA	wikidata:Q30	domestic	Simme Valley in Western Switzerland
VBO:0004185	Simmental	Viet Nam	Simmental, Viet Nam; Cattle	Simmental-Viet Nam [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	they are originated from Europe, mainly from the Switzerland and france
VBO:0004186	Simmentaler	South Africa	Simmentaler, South Africa; Cattle	Simmentaler-South Africa [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ZAF	wikidata:Q258	domestic	imported in 1905 from Simmentaler (Germany) via Namibia by President M.T. Steyn. Large scale exports took place to neighbouring countries between 1880-1897.
VBO:0004187	Simmental	Zambia	Simmental, Zambia; Cattle	Simmental-Zambia [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ZMB	wikidata:Q953	domestic	semen imported from Switzerland; exotic
VBO:0004188	Simmental	Zimbabwe	Simmental, Zimbabwe; Cattle	Simmental-Zimbabwe [Simmental (Cattle)]	Simmental	Cattle	Simmental (Cattle)	VBO:0000380	https://www.fao.org/dad-is		ZWE	wikidata:Q954	domestic	imported; exotic
