VBO id	Breed name	Country	updated name	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	source for parents	Other name(s) =synonym	exists_in_country, ISO3 Country code	wikidata link for the country exists_in_country	domestication status	description of origin
VBO:0008563	Pekin dunski P-8	Poland	Pekin dunski P-8, Poland; Duck (domestic)	Pekin dunski P-8-Poland [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		POL	wikidata:Q36	domestic	Obtained from 600 eggs, bought from Danish Poultry Houses Company (Denmark) in 1978.
VBO:0008564	Blagovarski	Russian Federation	Blagovarski, Russian Federation; Duck (domestic)	Blagovarski-Russian Federation [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		POL	wikidata:Q159	domestic	
VBO:0008565	Medeo	Russian Federation	Medeo, Russian Federation; Duck (domestic)	Medeo-Russian Federation [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		RUS	wikidata:Q159	domestic	
VBO:0008566	Medeo-2	Russian Federation	Medeo-2, Russian Federation; Duck (domestic)	Medeo-2-Russian Federation [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		RUS	wikidata:Q159	domestic	
VBO:0008567	Domestic Duck	Serbia	Domestic Duck, Serbia; Duck (domestic)	Domestic Duck-Serbia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Domaca plovka|DomaÄ‡a patka	RUS	wikidata:Q403	domestic	
VBO:0008568	Skoerki	Suriname	Skoerki, Suriname; Duck (domestic)	Skoerki-Suriname [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Dendrocygna autumnalis	SRB	wikidata:Q730	domestic	indigenous breed
VBO:0008569	Wis Wisi	Suriname	Wis Wisi, Suriname; Duck (domestic)	Wis Wisi-Suriname [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Dendrocygna viduata	SUR	wikidata:Q730	feral	indigenous breed
VBO:0008570	pritlikava raca	Slovenia	pritlikava raca, Slovenia; Duck (domestic)	pritlikava raca-Slovenia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Bantam	SUR	wikidata:Q215	feral	
VBO:0008571	visokoleteÄa raca	Slovenia	visokoleteÄa raca, Slovenia; Duck (domestic)	visokoleteÄa raca-Slovenia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Hifh Fly	SVN	wikidata:Q215	domestic	
VBO:0008572	Blekingeanka	Sweden	Blekingeanka, Sweden; Duck (domestic)	Blekingeanka-Sweden [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		SVN	wikidata:Q34	domestic	
VBO:0008573	Svensk Gul Anka	Sweden	Svensk Gul Anka, Sweden; Duck (domestic)	Svensk Gul Anka-Sweden [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		SWE	wikidata:Q34	domestic	collected and standardized in 1920's
VBO:0008574	Lidada	Eswatini	Lidada, Eswatini; Duck (domestic)	Lidada-Eswatini [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		SWE	wikidata:Q1050	domestic	
VBO:0008575	Local Duck of Gredaya and Massakory	Chad	Local Duck of Gredaya and Massakory, Chad; Duck (domestic)	Local Duck of Gredaya and Massakory-Chad [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		SWZ	wikidata:Q657	domestic	indigenous breed
VBO:0008576	Local Duck of Guelateng	Chad	Local Duck of Guelateng, Chad; Duck (domestic)	Local Duck of Guelateng-Chad [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		TCD	wikidata:Q657	domestic	indigenous breed
VBO:0008577	Local Duck of Moulkou and Bongor	Chad	Local Duck of Moulkou and Bongor, Chad; Duck (domestic)	Local Duck of Moulkou and Bongor-Chad [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		TCD	wikidata:Q657	domestic	indigenous breed
VBO:0008578	Paknam Duck (Ped Paknam)	Thailand	Paknam Duck (Ped Paknam), Thailand; Duck (domestic)	Paknam Duck (Ped Paknam)-Thailand [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Ped Paknam	TCD	wikidata:Q869	domestic	Paknam Duck is a small native duck. It was originated in the area of Chao Phraya River estuary. By the Chinese people immigrants migrated to Thailand. They brought their plants and animals with them. They always raised their duck in the provinces that around Gulf of Thailand. There were plenty of natural food with high quality (shrimp, crab, fish and carbohydrate sources from paddy rice field). By the feed sources, Ped Paknam eggs were high quality. There have disease resistance, heat tolerance, and high reproductive traits. They were introduced to cross with native duck and selected for many generation. They were used to improve native duck genetics to produce more eggs. By the revolution of agriculture system, the population of Paknam duck were decreased. Department of Livestock Development collected them for conservation and breeding program at Poultry Research and Development Center, Prachinburi province.
VBO:0008579	local duck	Tonga	local duck, Tonga; Duck (domestic)	local duck-Tonga [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		THA	wikidata:Q678	domestic	indigenous breed
VBO:0008580	Native	Turkey	Native, Turkey; Duck (domestic)	Native-Turkey [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		TON	wikidata:Q43	domestic	indigenous breed
VBO:0008581	Local duck	Tuvalu	Local duck, Tuvalu; Duck (domestic)	Local duck-Tuvalu [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		TUR	wikidata:Q672	domestic	indigenous breed
VBO:0008582	Ugandese Duck	Uganda	Ugandese Duck, Uganda; Duck (domestic)	Ugandese Duck-Uganda [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		TUV	wikidata:Q1036	domestic	Crossbreeds of the original muscovey ducks imported from Britain.
VBO:0008583	Blagovarsky	Ukraine	Blagovarsky, Ukraine; Duck (domestic)	Blagovarsky-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UGA	wikidata:Q212	domestic	created at the base of Pekin breed
VBO:0008584	Compact 94	Ukraine	Compact 94, Ukraine; Duck (domestic)	Compact 94-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	created at the base of Pekin breed in Hungary.
VBO:0008585	K-99	Ukraine	K-99, Ukraine; Duck (domestic)	K-99-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	cross, created at the base of Pekin breed.
VBO:0008586	Medeo	Ukraine	Medeo, Ukraine; Duck (domestic)	Medeo-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	created at the base of Pekin breed.
VBO:0008587	Temp	Ukraine	Temp, Ukraine; Duck (domestic)	Temp-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	created at the base of Pekin breed.
VBO:0008588	Ukrainian Black White-Breasted	Ukraine	Ukrainian Black White-Breasted, Ukraine; Duck (domestic)	Ukrainian Black White-Breasted-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Ukrayinski chorni bilogrudi	UKR	wikidata:Q212	domestic	Developed from 1948-1954 at the Ukrainian Poultry Research Station out of the native Black (or Black-Grey) White-breasted ducks that were paired to a Black White-breasted drake produced by segregating offspring from crossing of the Pekin duck and a Khaki Campbell drake.
VBO:0008589	Ukrainian Clay	Ukraine	Ukrainian Clay, Ukraine; Duck (domestic)	Ukrainian Clay-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Ukrainski glynyasti	UKR	wikidata:Q212	domestic	This breed was developed from 1948-1953 at the Ukrainian Poultry Research Station, Borki, Ukraine from segregating of individuals of Ukrainian Grey. later selection was done, considering colour of poultry (clayish). Selection is directed to save typical poultry exterior, increasing of live weight and poultry survival rate, ducks' laying ability, hatching ability.
VBO:0008590	Ukrainian Grey	Ukraine	Ukrainian Grey, Ukraine; Duck (domestic)	Ukrainian Grey-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Ukrainski siri	UKR	wikidata:Q212	domestic	This breed was developed from 1948-1953 at the Ukrainian Poultry Research Station, Borki (Harkiv region), Ukraine by using the native local Grey ducks. Later used introductory crossing with feral drakes.
VBO:0008591	Ukrainian White	Ukraine	Ukrainian White, Ukraine; Duck (domestic)	Ukrainian White-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Ukrainski bili	UKR	wikidata:Q212	domestic	This breed was developed from 1948-1953 at the Ukrainian Poultry Research Station, Borki from segregating individuals of Ukrainian Grey ducks. Selection is directed to improve poultry exterior, increasing of live weight, ducks' laying ability, hatching ability, ducklings' growing intensity. There are three selected lines of Ukrainian White ducks.
VBO:0008592	Ukrainian White-Line Ub 4	Ukraine	Ukrainian White-Line Ub 4, Ukraine; Duck (domestic)	Ukrainian White-Line Ub 4-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	This line has been developed in 1990 on the base of Ukrainian White, Line 7. A line with reduced fat content (25.9%).
VBO:0008593	Ukrainian White-Line Ub 5	Ukraine	Ukrainian White-Line Ub 5, Ukraine; Duck (domestic)	Ukrainian White-Line Ub 5-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	This line has been developed from 1970 onwards by selecting Ukrainian White.
VBO:0008594	Ukrainian White-Line Ub 7	Ukraine	Ukrainian White-Line Ub 7, Ukraine; Duck (domestic)	Ukrainian White-Line Ub 7-Ukraine [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q212	domestic	This line has been developed from 1970 onwards on the base of Ukrainian White ducks crossed once with Pekin drakes of American origin (combination 13 cross) and was used as a maternal line of the Kharkovsky 37 cross.
VBO:0008595	Criollo	Uruguay	Criollo, Uruguay; Duck (domestic)	Criollo-Uruguay [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		UKR	wikidata:Q77	domestic	
VBO:0008596	Anh Dao	Viet Nam	Anh Dao, Viet Nam; Duck (domestic)	Anh Dao-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		URY	wikidata:Q881	domestic	imported; exotic
VBO:0008597	Bau quy	Viet Nam	Bau quy, Viet Nam; Duck (domestic)	Bau quy-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Bauquy	VNM	wikidata:Q881	domestic	indigenous breed Qui Chau district (Nghe an province)
VBO:0008598	Bauben	Viet Nam	Bauben, Viet Nam; Duck (domestic)	Bauben-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Bau ben	VNM	wikidata:Q881	domestic	local breed, when Ben market was
VBO:0008599	CV 2000 layer	Viet Nam	CV 2000 layer, Viet Nam; Duck (domestic)	CV 2000 layer-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	CV2000 is exotic breed
VBO:0008600	CV Super M	Viet Nam	CV Super M, Viet Nam; Duck (domestic)	CV Super M-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	this is exotic breed
VBO:0008601	Ky Lua	Viet Nam	Ky Lua, Viet Nam; Duck (domestic)	Ky Lua-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	indigenous breed
VBO:0008602	Moc	Viet Nam	Moc, Viet Nam; Duck (domestic)	Moc-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	indigenous breed Binh Dinh province
VBO:0008603	Nang	Viet Nam	Nang, Viet Nam; Duck (domestic)	Nang-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Lang son	VNM	wikidata:Q881	domestic	indigenous breed
VBO:0008604	Omon	Viet Nam	Omon, Viet Nam; Duck (domestic)	Omon-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	indigenous breed
VBO:0008605	Tiep	Viet Nam	Tiep, Viet Nam; Duck (domestic)	Tiep-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q881	domestic	imported; exotic
VBO:0008606	Vit Bau	Viet Nam	Vit Bau, Viet Nam; Duck (domestic)	Vit Bau-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Bau Duck	VNM	wikidata:Q881	domestic	indigenous breed, originated in Hoabinh Province
VBO:0008607	Vit Co	Viet Nam	Vit Co, Viet Nam; Duck (domestic)	Vit Co-Viet Nam [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is	Co Duck	VNM	wikidata:Q881	domestic	indigenous breed
VBO:0008608	Vanuatu Duck	Vanuatu	Vanuatu Duck, Vanuatu; Duck (domestic)	Vanuatu Duck-Vanuatu [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VNM	wikidata:Q686	domestic	
VBO:0008609	Madada	Zambia	Madada, Zambia; Duck (domestic)	Madada-Zambia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	NCBITaxon:8839	https://www.fao.org/dad-is		VUT	wikidata:Q953	domestic	indigenous breed
VBO:0008610	Mulard	Bulgaria	Mulard, Bulgaria; Duck(domestic) Muscovy duck	Mulard-Bulgaria [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		ZMB	wikidata:Q219	domestic	imported; 400 000 young ducks mulards were imported
VBO:0008611	Mallard	Chile	Mallard, Chile; Duck(domestic) Muscovy duck	Mallard-Chile [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		BGR	wikidata:Q298	domestic	recently introduced; exotic
VBO:0008612	China Muscovy duck	China	China Muscovy duck, China; Duck(domestic) Muscovy duck	China Muscovy duck-China [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is	Fujian Muscovy duck|Hainan Jiaji duck|Guizhou Tianzhu Muscovy duck|Hubei Yangxin Muscovy duck	CHL	wikidata:Q148	domestic	
VBO:0008613	Muscovy	Egypt	Muscovy, Egypt; Duck(domestic) Muscovy duck	Muscovy-Egypt [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		CHN	wikidata:Q79	domestic	
VBO:0008614	Delaco Mulard	Hungary	Delaco Mulard, Hungary; Duck(domestic) Muscovy duck	Delaco Mulard-Hungary [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		EGY	wikidata:Q28		
VBO:0008615	White Mulard	Hungary	White Mulard, Hungary; Duck(domestic) Muscovy duck	White Mulard-Hungary [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is	FehÃ©r mulard	HUN	wikidata:Q28	domestic	
VBO:0008616	White Mulard Hytop 42	Hungary	White Mulard Hytop 42, Hungary; Duck(domestic) Muscovy duck	White Mulard Hytop 42-Hungary [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is	Hytop 42 fehÃ©r mulard	HUN	wikidata:Q28	domestic	
VBO:0008617	Mulard	Madagascar	Mulard, Madagascar; Duck(domestic) Muscovy duck	Mulard-Madagascar [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		HUN	wikidata:Q1019	domestic	hybrid, resulting from crossbreeding between the muscovy duck and the local domestic duck.
VBO:0008618	Serati	Malaysia	Serati, Malaysia; Duck(domestic) Muscovy duck	Serati-Malaysia [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is	Nila	MDG	wikidata:Q833	domestic	indigenous breed variety
VBO:0008619	Muscovy Duck ("Makou")	Namibia	Muscovy Duck ("Makou"), Namibia; Duck(domestic) Muscovy duck	Muscovy Duck ("Makou")-Namibia [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		MYS	wikidata:Q1030	feral	
VBO:0008620	Philippine Mallard Duck (Domestic)	Philippines	Philippine Mallard Duck (Domestic), Philippines; Duck(domestic) Muscovy duck	Philippine Mallard Duck (Domestic)-Philippines [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		NAM	wikidata:Q928		composite of Pateros and Khaki Campbell: Khaki Campbell was introduced in 1950. The crossing with the native Black Pateros duck was initially conducted in the town of Pateros in Rizal.
VBO:0008621	Mule	Suriname	Mule, Suriname; Duck(domestic) Muscovy duck	Mule-Suriname [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		PHL	wikidata:Q730	domestic	Peking X Muscovy duck
VBO:0008622	Svensk Myskanka	Sweden	Svensk Myskanka, Sweden; Duck(domestic) Muscovy duck	Svensk Myskanka-Sweden [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		SUR	wikidata:Q34	domestic	
VBO:0008623	Mallard	United Republic of Tanzania	Mallard, United Republic of Tanzania; Duck(domestic) Muscovy duck	Mallard-United Republic of Tanzania [Duck(domestic) Muscovy duck]		Duck(domestic) Muscovy duck	Duck(domestic) Muscovy duck	NCBITaxon:8841	https://www.fao.org/dad-is		SWE	wikidata:Q924		imported; exotic
VBO:0008624	Dromaius novaehollandiae	Australia	Dromaius novaehollandiae, Australia; Emu	Dromaius novaehollandiae-Australia [Emu (Emu)]	Emu	Emu	Emu (Emu)	VBO:0000715	https://www.fao.org/dad-is		TZA	wikidata:Q408	domestic	
VBO:0008625	Emu	Belgium	Emu, Belgium; Emu	Emu-Belgium [Emu (Emu)]	Emu	Emu	Emu (Emu)	VBO:0000715	https://www.fao.org/dad-is		AUS	wikidata:Q31	domestic	
VBO:0008626	EmÃº	Chile	EmÃº, Chile; Emu	EmÃº-Chile [Emu (Emu)]	Emu	Emu	Emu (Emu)	VBO:0000715	https://www.fao.org/dad-is		BEL	wikidata:Q298	domestic	recently introduced; exotic
VBO:0008627	Australia	China	Australia, China; Emu	Australia-China [Emu (Emu)]	Emu	Emu	Emu (Emu)	VBO:0000715	https://www.fao.org/dad-is		CHL	wikidata:Q148	domestic	imported; exotic
VBO:0008628	Emu	South Africa	Emu, South Africa; Emu	Emu-South Africa [Emu (Emu)]	Emu	Emu	Emu (Emu)	VBO:0000715	https://www.fao.org/dad-is		CHN	wikidata:Q258	domestic	recently imported
VBO:0008629	Afar	Eritrea	Afar, Eritrea; Goat	Afar-Eritrea [Adal (Goat)]	Adal	Goat	Adal (Goat)	VBO:0000716	https://www.fao.org/dad-is	Danakil|Adal	ZAF	wikidata:Q986	domestic	indigenous breed
VBO:0008630	Alpine	Albania	Alpine, Albania; Goat	Alpine-Albania [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		ERI	wikidata:Q222	domestic	imported from France
VBO:0008631	Pardo Alpina	Argentina	Pardo Alpina, Argentina; Goat	Pardo Alpina-Argentina [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		ALB	wikidata:Q414	domestic	imported; exotic
VBO:0008632	Alpine	Armenia	Alpine, Armenia; Goat	Alpine-Armenia [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		ARG	wikidata:Q399	domestic	imported by Marketing Assistance Project (MAP); exotic
VBO:0008633	Alpine	Antigua and Barbuda	Alpine, Antigua and Barbuda; Goat	Alpine-Antigua and Barbuda [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		ARM	wikidata:Q781	domestic	imported; exotic
VBO:0008634	Alpiyska koza	Bulgaria	Alpiyska koza, Bulgaria; Goat	Alpiyska koza-Bulgaria [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is	Alpine goat	ATG	wikidata:Q219	domestic	
VBO:0008635	Alpina	Bolivia (Plurinational State of)	Alpina, Bolivia (Plurinational State of); Goat	Alpina-Bolivia (Plurinational State of) [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		BGR	wikidata:Q750	domestic	imported
VBO:0008636	Alpine	Brazil	Alpine, Brazil; Goat	Alpine-Brazil [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is	Alpina|Parda Alpina|Alpina SuÃ­Ã§a	BOL	wikidata:Q155	domestic	imported from Europe, origin Switzerland.
VBO:0008637	Alpine	Canada	Alpine, Canada; Goat	Alpine-Canada [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		BRA	wikidata:Q16	domestic	
VBO:0008638	Alpina	Colombia	Alpina, Colombia; Goat	Alpina-Colombia [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		CAN	wikidata:Q739	domestic	imported from France; exotic
VBO:0008639	Alpina	Costa Rica	Alpina, Costa Rica; Goat	Alpina-Costa Rica [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		COL	wikidata:Q800	domestic	imported; exotic
VBO:0008640	Alpina	Dominican Republic	Alpina, Dominican Republic; Goat	Alpina-Dominican Republic [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		CRI	wikidata:Q786	domestic	locally adapted breed
VBO:0008641	XXXXXX	Egypt	XXXXXX, Egypt; Goat	XXXXXX-Egypt [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		DOM	wikidata:Q79	domestic	recently imported; exotic
VBO:0008642	Alpina	Spain	Alpina, Spain; Goat	Alpina-Spain [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		EGY	wikidata:Q29	domestic	
VBO:0008643	Alpine	Greece	Alpine, Greece; Goat	Alpine-Greece [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		ESP	wikidata:Q41		imported; exotic
VBO:0008644	Alpina	Honduras	Alpina, Honduras; Goat	Alpina-Honduras [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		GRC	wikidata:Q783	domestic	
VBO:0008645	Alpine goat	Croatia	Alpine goat, Croatia; Goat	Alpine goat-Croatia [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is	Alpska koza	HND	wikidata:Q224	domestic	imported from France
VBO:0008646	Alpine	Haiti	Alpine, Haiti; Goat	Alpine-Haiti [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		HRV	wikidata:Q790	domestic	imported by Ministry of Agriculture (MARNDR) and certain local and international NGOs; exotic
VBO:0008647	Alpine	Hungary	Alpine, Hungary; Goat	Alpine-Hungary [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is	Alpesi	HTI	wikidata:Q28	domestic	imported; exotic
VBO:0008648	Alpine	India	Alpine, India; Goat	Alpine-India [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		HUN	wikidata:Q668	domestic	Exotic goat breed from Europe.
VBO:0008649	Alpine	Ireland	Alpine, Ireland; Goat	Alpine-Ireland [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		IND	wikidata:Q22890	domestic	imported; exotic
VBO:0008650	Camosciata delle Alpi	Italy	Camosciata delle Alpi, Italy; Goat	Camosciata delle Alpi-Italy [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		IRL	wikidata:Q38	domestic	
VBO:0008651	Alpine	Jamaica	Alpine, Jamaica; Goat	Alpine-Jamaica [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		ITA	wikidata:Q766	domestic	
VBO:0008652	Alpine	Kenya	Alpine, Kenya; Goat	Alpine-Kenya [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		JAM	wikidata:Q114	domestic	imported; exotic
VBO:0008653	Alpine	Saint Kitts and Nevis	Alpine, Saint Kitts and Nevis; Goat	Alpine-Saint Kitts and Nevis [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		KEN	wikidata:Q763	domestic	
VBO:0008654	Alpine	Republic of Korea	Alpine, Republic of Korea; Goat	Alpine-Republic of Korea [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		KNA	wikidata:Q884	domestic	recently imported; exotic
VBO:0008655	Alpine	Saint Lucia	Alpine, Saint Lucia; Goat	Alpine-Saint Lucia [Alpine (Goat)]	Alpine	Goat	Alpine (Goat)	VBO:0000717	https://www.fao.org/dad-is		KOR	wikidata:Q760	domestic	
