vbo_id	term_label	LBO ID	source_for_xref1	LBO name	LBO ID	LBO synonyms	LBO ID	description_of_origin	source_for_description_of_origin
VBO:0001524	Navajo-Churro (Sheep)	LBO:0000562	https://orcid.org/0000-0002-5002-8648	Navajo-Churro	LBO:0000562				
VBO:0001528	Norfolk Horn (Sheep)	LBO:0000564	https://orcid.org/0000-0002-5002-8648	Norfolk Horn	LBO:0000564				
VBO:0001531	North Country Cheviot (Sheep)	LBO:0000565	https://orcid.org/0000-0002-5002-8648	North Country Cheviot	LBO:0000565				
VBO:0001533	North Ronaldsay (Sheep)	LBO:0000566	https://orcid.org/0000-0002-5002-8648	North Ronaldsay	LBO:0000566				
VBO:0001550	Perendale (Sheep)	LBO:0000575	https://orcid.org/0000-0002-5002-8648	Perendale	LBO:0000575				
VBO:0001558	Poll Merino (Sheep)	LBO:0000578	https://orcid.org/0000-0002-5002-8648	Poll Merino	LBO:0000578				
VBO:0001559	Polwarth (Sheep)	LBO:0000579	https://orcid.org/0000-0002-5002-8648	Polwarth	LBO:0000579				
VBO:0001560	Polypay (Sheep)	LBO:0000580	https://orcid.org/0000-0002-5002-8648	Polypay	LBO:0000580				
VBO:0001561	Pomeranian Coarsewool (Sheep)	LBO:0000581	https://orcid.org/0000-0002-5002-8648	Pomeranian Coarsewool	LBO:0000581				
VBO:0001564	Portland (Sheep)	LBO:0000582	https://orcid.org/0000-0002-5002-8648	Portland	LBO:0000582				
VBO:0001567	Priangan (Sheep)	LBO:0000583	https://orcid.org/0000-0002-5002-8648	Priangan	LBO:0000583				
VBO:0001568	Racka (Sheep)	LBO:0000590	https://orcid.org/0000-0002-5002-8648	Racka	LBO:0000590				
VBO:0001570	Rambouillet (Sheep)	LBO:0000591	https://orcid.org/0000-0002-5002-8648	Rambouillet	LBO:0000591				
VBO:0001575	Red Karaman (Sheep)	LBO:0000594	https://orcid.org/0000-0002-5002-8648	Red Karaman	LBO:0000594				
VBO:0001580	Romanov (Sheep)	LBO:0000597	https://orcid.org/0000-0002-5002-8648	Romanov	LBO:0000597				
VBO:0001581	Romney (Sheep)	LBO:0000598	https://orcid.org/0000-0002-5002-8648	Romney	LBO:0000598				
VBO:0001583	Rouge De L'ouest (Sheep)	LBO:0000599	https://orcid.org/0000-0002-5002-8648	Rouge de l'Ouest	LBO:0000599				
VBO:0001585	Rough Fell (Sheep)	LBO:0000601	https://orcid.org/0000-0002-5002-8648	Rough Fell	LBO:0000601				
VBO:0001590	Ryeland (Sheep)	LBO:0000604	https://orcid.org/0000-0002-5002-8648	Ryeland	LBO:0000604				
VBO:0001591	Rygja (Sheep)	LBO:0000605	https://orcid.org/0000-0002-5002-8648	Rygja	LBO:0000605				
VBO:0001594	Santa Cruz (Sheep)	LBO:0000608	https://orcid.org/0000-0002-5002-8648	Santa Cruz	LBO:0000608				
VBO:0001598	Scottish Blackface (Sheep)	LBO:0000612	https://orcid.org/0000-0002-5002-8648	Scottish Blackface	LBO:0000612				
VBO:0001601	Shetland (Sheep)	LBO:0000613	https://orcid.org/0000-0002-5002-8648	Shetland	LBO:0000613				
VBO:0001603	Shropshire (Sheep)	LBO:0000614	https://orcid.org/0000-0002-5002-8648	Shropshire	LBO:0000614				
VBO:0001604	Skudde (Sheep)	LBO:0000616	https://orcid.org/0000-0002-5002-8648	Skudde	LBO:0000616				
VBO:0001605	Soay (Sheep)	LBO:0000617	https://orcid.org/0000-0002-5002-8648	Soay	LBO:0000617				
VBO:0001607	Somali (Sheep)	LBO:0000618	https://orcid.org/0000-0002-5002-8648	Somali	LBO:0000618				
VBO:0001609	South African Mutton Merino (Sheep)	LBO:0000621	https://orcid.org/0000-0002-5002-8648	South African Mutton Merino	LBO:0000621				
VBO:0001613	South Suffolk (Sheep)	LBO:0000623	https://orcid.org/0000-0002-5002-8648	South Suffolk	LBO:0000623				
VBO:0001614	Southdown (Sheep)	LBO:0000624	https://orcid.org/0000-0002-5002-8648	Southdown	LBO:0000624				
VBO:0001621	Spiegel (Sheep)	LBO:0000627	https://orcid.org/0000-0002-5002-8648	Spiegel	LBO:0000627				
VBO:0001622	St. Croix (Sheep)	LBO:0000628	https://orcid.org/0000-0002-5002-8648	St. Croix	LBO:0000628	Virgin Island White	LBO:0000628		
VBO:0001624	Steigar (Sheep)	LBO:0000629	https://orcid.org/0000-0002-5002-8648	Steigar	LBO:0000629				
VBO:0001627	Suffolk (Sheep)	LBO:0000632	https://orcid.org/0000-0002-5002-8648	Suffolk	LBO:0000632				
VBO:0001638	Targhee (Sheep)	LBO:0000638	https://orcid.org/0000-0002-5002-8648	Targhee	LBO:0000638				
VBO:0001639	Teeswater (Sheep)	LBO:0000639	https://orcid.org/0000-0002-5002-8648	Teeswater	LBO:0000639				
VBO:0001641	Texel (Sheep)	LBO:0000640	https://orcid.org/0000-0002-5002-8648	Texel	LBO:0000640				
VBO:0001650	Touabire (Sheep)	LBO:0000643	https://orcid.org/0000-0002-5002-8648	Touabire	LBO:0000643				
VBO:0001656	Tuj (Sheep)	LBO:0000646	https://orcid.org/0000-0002-5002-8648	Tuj	LBO:0000646				
VBO:0001660	Uda (Sheep)	LBO:0000649	https://orcid.org/0000-0002-5002-8648	Uda	LBO:0000649				
VBO:0001665	Valais Blacknose (Sheep)	LBO:0000652	https://orcid.org/0000-0002-5002-8648	Valais Blacknose	LBO:0000652				
VBO:0001667	Van Rooy (Sheep)	LBO:0000653	https://orcid.org/0000-0002-5002-8648	Van Rooy	LBO:0000653				
VBO:0001669	Velay Black (Sheep)	LBO:0001096	https://orcid.org/0000-0002-5002-8648	Noire du Velay	LBO:0001096	Black Velay	LBO:0001096	Hardy French breed characterized by brownish-black wool, prolificacy, and good milk production.	LBO:0001096
VBO:0001671	Vendeen (Sheep)	LBO:0000654	https://orcid.org/0000-0002-5002-8648	Vendeen	LBO:0000654				
VBO:0001679	Welsh Hill Speckled Face (Sheep)	LBO:0000659	https://orcid.org/0000-0002-5002-8648	Welsh Hill Speckled Face	LBO:0000659				
VBO:0001681	Wensleydale (Sheep)	LBO:0000662	https://orcid.org/0000-0002-5002-8648	Wensleydale	LBO:0000662				
VBO:0001682	West African Dwarf (Sheep)	LBO:0000663	https://orcid.org/0000-0002-5002-8648	West African Dwarf	LBO:0000663				
VBO:0001684	White Karaman (Sheep)	LBO:0000665	https://orcid.org/0000-0002-5002-8648	White Karaman	LBO:0000665				
VBO:0001688	Wiltshire Horn (Sheep)	LBO:0000669	https://orcid.org/0000-0002-5002-8648	Wiltshire Horn	LBO:0000669				
VBO:0000082	Surti (Buffalo)	LBO:0001048	https://orcid.org/0000-0002-5002-8648	Surati	LBO:0001048				
VBO:0000166	Brown Swiss (Cattle)	LBO:0000061	https://orcid.org/0000-0002-9178-3965	Braunvieh	LBO:0000061				
VBO:0000443	Appenzeller Barthuhn (Chicken)	LBO:0000275	https://orcid.org/0000-0002-9178-3965	Appenzell Bearded Hen	LBO:0000275				
VBO:0000444	Appenzeller Spitzenhauben (Chicken)	LBO:0000276	https://orcid.org/0000-0002-9178-3965	Appenzell Pointed Hood Hen	LBO:0000276				
VBO:0000453	Barnevelder (Chicken)	LBO:0000283	https://orcid.org/0000-0002-9178-3965	Barnevelders	LBO:0000283				
VBO:0000463	Brahma (Chicken)	LBO:0000282	https://orcid.org/0000-0002-5002-8648	Brahmas	LBO:0000282				
VBO:0000618	Sicilian Buttercup (Chicken)	LBO:0000285	https://orcid.org/0000-0002-5002-8648	Buttercup	LBO:0000285				
VBO:0000517	Crèvecoeur (Chicken)	LBO:0000291	https://orcid.org/0000-0002-5002-8648	Crevecoeur	LBO:0000291				
VBO:0000521	Dominique (Chicken)	LBO:0000294	https://orcid.org/0000-0002-5002-8648	Dominiques	LBO:0000294				
VBO:0000527	Faverolle (Chicken)	LBO:0000297	https://orcid.org/0000-0002-5002-8648	Faverolles	LBO:0000297				
VBO:0000445	Araucana (Chicken)	LBO:0000300	https://orcid.org/0000-0002-5002-8648	Gallus Inauris	LBO:0000300				
VBO:0000568	Malay Game (Chicken)	LBO:0000316	https://orcid.org/0000-0002-5002-8648	Malay	LBO:0000316				
VBO:0000617	Shamo (Chicken)	LBO:0000699	https://orcid.org/0000-0002-9178-3965	Oh-Shamo	LBO:0000699				
VBO:0000519	Derbyshire Redcap (Chicken)	LBO:0000326	https://orcid.org/0000-0002-9178-3965	Red Cap	LBO:0000326				
VBO:0000619	Silkie (Chicken)	LBO:0000328	https://orcid.org/0000-0002-5002-8648	Silkie Bantam	LBO:0000328				
VBO:0000626	Spanish (Chicken)	LBO:0000335	https://orcid.org/0000-0002-9178-3965	White-Faced Black Spanish	LBO:0000335				
VBO:0000725	Australian feral (Goat)	LBO:0000962	https://orcid.org/0000-0002-9178-3965	Australian Goat	LBO:0000962				
VBO:0000740	Brown Shorthair Goat (Goat)	LBO:0001124	https://orcid.org/0000-0002-9178-3965	Brown Shorthair	LBO:0001124			Czech breed originated from a native breed improved by crossing with German Brown bucks.	LBO:0001124
VBO:0000743	Canary Islands (Goat)	LBO:0000972	https://orcid.org/0000-0002-9178-3965	Canary Island	LBO:0000972				
VBO:0000741	Bunte Deutsche Edelziege (Goat)	LBO:0000981	https://orcid.org/0000-0002-9178-3965	Erzgebirg	LBO:0000981				
VBO:0000901	Anglo-Arab (Horse)	LBO:0000935	https://orcid.org/0000-0002-9178-3965	Anglo-Arabian	LBO:0000935				
VBO:0000913	Bashkir Curly (Horse)	LBO:0000738	https://orcid.org/0000-0002-9178-3965	Bashkir	LBO:0000738				
VBO:0016893	Chincoteague Pony (Horse)	LBO:0000758	https://orcid.org/0000-0002-9178-3965	Chincoteague Pony	LBO:0000758				
VBO:0000967	French Saddlebred (Horse)	LBO:0000888	https://orcid.org/0000-0002-9178-3965|ISBN:9781789241532	Selle Francais	LBO:0000888				
VBO:0000998	Jutland Horse (Horse)	LBO:0000811	https://orcid.org/0000-0002-9178-3965	Jutland	LBO:0000811				
VBO:0001008	Knabstrupper (Horse)	LBO:0000822	https://orcid.org/0000-0002-9178-3965	Knabstrup	LBO:0000822				
VBO:0001054	Pottok (Horse)	LBO:0000875	https://orcid.org/0000-0002-9178-3965	Pyrenean Tarpan	LBO:0000875				
VBO:0016883	Racking Horse (Horse)	LBO:0000880	https://orcid.org/0000-0002-9178-3965	Racking Horse	LBO:0000880				
VBO:0016883	Racking Horse (Horse)	LBO:0000892	https://orcid.org/0000-0002-9178-3965	Single-Footing Horse	LBO:0000892				
VBO:0001086	Tori Horse (Toric) (Horse)	LBO:0000912	https://orcid.org/0000-0002-9178-3965	Tori	LBO:0000912				
VBO:0001091	Welsh Pony (Horse)	LBO:0000919	https://orcid.org/0000-0002-9178-3965	Welsh Pony and Cob	LBO:0000919				
VBO:0001117	Black Slavonian pig (Pig)	LBO:0000349	https://orcid.org/0000-0002-9178-3965	Black Slavonian	LBO:0000349				
VBO:0016899	Göttingen minipig	LBO:0000943	https://orcid.org/0000-0002-9178-3965	Göttingen Minipig	LBO:0000943				
VBO:0001150	Iberian Swine (Pig)	LBO:0000369	https://orcid.org/0000-0002-9178-3965	Iberian	LBO:0000369				
VBO:0001157	Korean native (Pig)	LBO:0000710	https://orcid.org/0000-0002-9178-3965	Korean native pig	LBO:0000710				
VBO:0001402	East African Blackheaded (Sheep)	LBO:0000413	https://orcid.org/0000-0002-9178-3965	African Blackhead	LBO:0000413				
VBO:0001543	Ouled Jellal (Sheep)	LBO:0000417	https://orcid.org/0000-0002-9178-3965	Algerian Arab	LBO:0000417				
VBO:0016886	Australian White (Sheep)	LBO:0001107	https://orcid.org/0000-0002-9178-3965	Australian White	LBO:0001107			Australian meat sheep breed derived from selective breeding of White Dorper, Van Rooy, Poll Dorset, and Texel.	LBO:0001107
VBO:0001335	Black Welsh Mountain (Sheep)	LBO:0000441	https://orcid.org/0000-0002-9178-3965	Black Welsh Mountain Sheep	LBO:0000441				
VBO:0001340	Blanc Du Massif Central (Sheep)	LBO:0001095	https://orcid.org/0000-0002-9178-3965	Blanche du Massif Central	LBO:0001095			French sheep breed originating from the southern part of the Massif Central. Known for its hardiness and adaptibility to harsh conditions.	LBO:0001095
VBO:0001427	Greyface Dartmoor (Sheep)	LBO:0000480	https://orcid.org/0000-0002-9178-3965	Dartmoor	LBO:0000480				
VBO:0001416	Friesian Milk (Sheep)	LBO:0000497	https://orcid.org/0000-0002-9178-3965	Friesian Milk Sheep	LBO:0000497				
VBO:0001426	Graue Gehörnte Heidschnucke (Sheep)	LBO:0000508	https://orcid.org/0000-0002-9178-3965	Graue Gehoernte Heidschnucke	LBO:0000508				
VBO:0001518	Morada Nova (Sheep)	LBO:0000560	https://orcid.org/0000-0002-9178-3965	LBO_0000560	LBO:0000560				
VBO:0001508	Merino (Sheep)	LBO:0001067	https://orcid.org/0000-0002-9178-3965	Merino type	LBO:0001067				
VBO:0001534	Norwegian Pelt Sheep (Sheep)	LBO:0000567	https://orcid.org/0000-0002-9178-3965	Norwegian Fur	LBO:0000567				
VBO:0001548	Pelibuey (Sheep)	LBO:0000574	https://orcid.org/0000-0002-9178-3965	Pelibüey	LBO:0000574				
VBO:0001574	Red Engadine Sheep (Sheep)	LBO:0000593	https://orcid.org/0000-0002-9178-3965	Red Engadine	LBO:0000593				
VBO:0001522	Mouton du Sahel (Sheep)	LBO:0000606	https://orcid.org/0000-0002-9178-3965	Sahel-type	LBO:0000606				
VBO:0001628	Sumavska ovce (Sheep)	LBO:0000633	https://orcid.org/0000-0002-9178-3965	Sumavska	LBO:0000633				
VBO:0001631	Swedish Fur (Sheep)	LBO:0000635	https://orcid.org/0000-0002-9178-3965	Swedish Fur Sheep	LBO:0000635				
VBO:0001647	Tiroler Bergschaf (Sheep)	LBO:0000648	https://orcid.org/0000-0002-9178-3965	Tyrol Mountain	LBO:0000648				
VBO:0001309	Badger Face Welsh Mountain (Sheep)	LBO:0000661	https://orcid.org/0000-0002-9178-3965	Welsh Mountain Badger Faced	LBO:0000661				
VBO:0001683	White Face Dartmoor (Sheep)	LBO:0000667	https://orcid.org/0000-0002-9178-3965	Whiteface Dartmoor	LBO:0000667				
VBO:0001685	Whitefaced Woodland (Sheep)	LBO:0000668	https://orcid.org/0000-0002-9178-3965	Whiteface Woodland	LBO:0000668				
VBO:0001691	Zetska zuja (Sheep)	LBO:0000688	https://orcid.org/0000-0002-9178-3965	Zeta Yellow	LBO:0000688				
VBO:0016900	Banni (Buffalo)	LBO:0001047	https://orcid.org/0000-0002-9178-3965	Banni	LBO:0001047				
VBO:0016901	Bhadawari (Buffalo)	LBO:0001046	https://orcid.org/0000-0002-9178-3965	Bhadawari	LBO:0001046				
VBO:0016902	Kundhi (Buffalo)	LBO:0001051	https://orcid.org/0000-0002-9178-3965	Kundhi	LBO:0001051	Kundi	LBO:0001051		
VBO:0016903	Malaysian (Buffalo)	LBO:0001052	https://orcid.org/0000-0002-9178-3965	Malaysian	LBO:0001052				
VBO:0016904	Pandharpuri (Buffalo)	LBO:0001044	https://orcid.org/0000-0002-9178-3965	Pandharpuri	LBO:0001044				
VBO:0016905	Alberes cattle (Cattle)	LBO:0000006	https://orcid.org/0000-0002-9178-3965	Alberes cattle	LBO:0000006				
VBO:0016906	Alentejana cattle (Cattle)	LBO:0000007	https://orcid.org/0000-0002-9178-3965	Alentejana cattle	LBO:0000007				
VBO:0016907	American Braford (Cattle)	LBO:0000937	https://orcid.org/0000-0002-9178-3965	American Braford	LBO:0000937	Braford	LBO:0000937		
VBO:0016908	American White Park (Cattle)	LBO:0000010	https://orcid.org/0000-0002-9178-3965	American White Park	LBO:0000010				
VBO:0016909	Amrit Mahal (Cattle)	LBO:0000012	https://orcid.org/0000-0002-9178-3965	Amrit Mahal	LBO:0000012				
VBO:0016910	Anatolian Black (Cattle)	LBO:0000013	https://orcid.org/0000-0002-9178-3965	Anatolian Black	LBO:0000013				
VBO:0016911	Andalusian Black (Cattle)	LBO:0000014	https://orcid.org/0000-0002-9178-3965	Andalusian Black	LBO:0000014				
VBO:0016912	Ankole-Watusi (Cattle)	LBO:0000019	https://orcid.org/0000-0002-9178-3965	Ankole-Watusi	LBO:0000019				
VBO:0016913	Asturian Mountain (Cattle)	LBO:0000021	https://orcid.org/0000-0002-9178-3965	Asturian Mountain	LBO:0000021				
VBO:0016914	Australian Braford (Cattle)	LBO:0000025	https://orcid.org/0000-0002-9178-3965	Australian Braford	LBO:0000025				
VBO:0016915	Australian Red (Cattle)	LBO:0001093	https://orcid.org/0000-0002-9178-3965	Australian Red	LBO:0001093	Aussie Red	LBO:0001093	Dairy breed combining an extensive infusion of Scandinavian Red genetics with other Australian Red breeds such as Ayrshire, Dairy or Milking Shorthorn, Illawarra, or Red and White Holstein.	LBO:0001093
VBO:0016916	Bachaur (Cattle)	LBO:0000031	https://orcid.org/0000-0002-9178-3965	Bachaur	LBO:0000031				
VBO:0016917	Baladi (Cattle)	LBO:0000032	https://orcid.org/0000-0002-9178-3965	Baladi	LBO:0000032				
VBO:0016918	Baltana Romaneasca (Cattle)	LBO:0000033	https://orcid.org/0000-0002-9178-3965	Baltana Romaneasca	LBO:0000033	Romanian Spotted|Baltata Romaneasca	LBO:0000033		
VBO:0016919	Barzona (Cattle)	LBO:0000035	https://orcid.org/0000-0002-9178-3965	Barzona	LBO:0000035				
VBO:0016920	Beefmaker (Cattle)	LBO:0000039	https://orcid.org/0000-0002-9178-3965	Beefmaker	LBO:0000039				
VBO:0016921	Belarus Red (Cattle)	LBO:0000041	https://orcid.org/0000-0002-9178-3965	Belarus Red	LBO:0000041				
VBO:0016922	Belmont Adaptaur (Cattle)	LBO:0000044	https://orcid.org/0000-0002-9178-3965	Belmont Adaptaur	LBO:0000044				
VBO:0016923	Blacksided Trondheim and Norland (Cattle)	LBO:0000050	https://orcid.org/0000-0002-9178-3965	Blacksided Trondheim and Norland	LBO:0000050				
VBO:0016924	Blanco Orejinegro (Cattle)	LBO:0000052	https://orcid.org/0000-0002-9178-3965	Blanco Orejinegro	LBO:0000052				
VBO:0016925	Bordelais (Cattle)	LBO:0000056	https://orcid.org/0000-0002-9178-3965	Bordelais	LBO:0000056				
VBO:0016926	Cachena (Cattle)	LBO:0000065	https://orcid.org/0000-0002-9178-3965	Cachena	LBO:0000065				
VBO:0016927	Canadienne (Cattle)	LBO:0000066	https://orcid.org/0000-0002-9178-3965	Canadienne	LBO:0000066				
VBO:0016928	Canary Island (Cattle)	LBO:0000067	https://orcid.org/0000-0002-9178-3965	Canary Island	LBO:0000067				
VBO:0016929	Canchim (Cattle)	LBO:0000068	https://orcid.org/0000-0002-9178-3965	Canchim	LBO:0000068				
VBO:0016930	Chinampo (Cattle)	LBO:0000075	https://orcid.org/0000-0002-9178-3965	Chinampo	LBO:0000075				
VBO:0016931	Chinese Black-and-White (Cattle)	LBO:0000076	https://orcid.org/0000-0002-9178-3965	Chinese Black-and-White	LBO:0000076				
VBO:0016932	Cholistani (Cattle)	LBO:0000077	https://orcid.org/0000-0002-9178-3965	Cholistani	LBO:0000077				
VBO:0016933	Corriente (Cattle)	LBO:0000078	https://orcid.org/0000-0002-9178-3965	Corriente	LBO:0000078				
VBO:0016934	Costeno con Cuernos (Cattle)	LBO:0000079	https://orcid.org/0000-0002-9178-3965	Costeno con Cuernos	LBO:0000079				
VBO:0016935	Dajal (Cattle)	LBO:0000080	https://orcid.org/0000-0002-9178-3965	Dajal	LBO:0000080				
VBO:0016936	Damietta (Cattle)	LBO:0000082	https://orcid.org/0000-0002-9178-3965	Damietta	LBO:0000082				
VBO:0016937	Dangi (Cattle)	LBO:0000083	https://orcid.org/0000-0002-9178-3965	Dangi	LBO:0000083				
VBO:0016938	Danish Jersey (Cattle)	LBO:0000084	https://orcid.org/0000-0002-9178-3965	Danish Jersey	LBO:0000084				
VBO:0016939	Deoni (Cattle)	LBO:0000086	https://orcid.org/0000-0002-9178-3965	Deoni	LBO:0000086				
VBO:0016940	Dhanni (Cattle)	LBO:0000089	https://orcid.org/0000-0002-9178-3965	Dhanni	LBO:0000089				
VBO:0016941	Dølafe (Cattle)	LBO:0000090	https://orcid.org/0000-0002-9178-3965	Dølafe	LBO:0000090	Dolafe	LBO:0000090		
VBO:0016942	Dulong (Cattle)	LBO:0000092	https://orcid.org/0000-0002-9178-3965	Dulong	LBO:0000092				
VBO:0016943	East Anatolian Red (Cattle)	LBO:0000095	https://orcid.org/0000-0002-9178-3965	East Anatolian Red	LBO:0000095				
VBO:0016944	Enderby Island (Cattle)	LBO:0000096	https://orcid.org/0000-0002-9178-3965	Enderby Island	LBO:0000096				
VBO:0016945	English Longhorn (Cattle)	LBO:0000097	https://orcid.org/0000-0002-9178-3965	English Longhorn	LBO:0000097				
VBO:0016946	Evolène (Cattle)	LBO:0000099	https://orcid.org/0000-0002-9178-3965	Evolène	LBO:0000099	Evolene	LBO:0000099		
VBO:0016947	Florida Cracker/Pineywoods (Cattle)	LBO:0000103	https://orcid.org/0000-0002-9178-3965	Florida Cracker/Pineywoods	LBO:0000103				
VBO:0016948	Frieswal (Cattle)	LBO:0001104	https://orcid.org/0000-0002-9178-3965	Frieswal	LBO:0001104			Holstein x Sahiwal crossbred	LBO:0001104
VBO:0016949	German Angus (Cattle)	LBO:0000111	https://orcid.org/0000-0002-9178-3965	German Angus	LBO:0000111	German Angus Moiled	LBO:0000111		
VBO:0016950	Gaolao (Cattle)	LBO:0000107	https://orcid.org/0000-0002-9178-3965	Gaolao	LBO:0000107				
VBO:0016951	German Black Pied (Cattle)	LBO:0001079	https://orcid.org/0000-0002-9178-3965	German Black Pied	LBO:0001079	Deutsches Schwarzbuntes Niederungsrind	LBO:0001079	Dairy breed that originated in the North Sea coast regions of northern Germany and the Netherlands.	LBO:0001079
VBO:0016952	Gobra (Cattle)	LBO:0000116	https://orcid.org/0000-0002-9178-3965	Gobra	LBO:0000116				
VBO:0016953	Hallikar (Cattle)	LBO:0000123	https://orcid.org/0000-0002-9178-3965	Hallikar	LBO:0000123				
VBO:0016954	Harton (Cattle)	LBO:0000125	https://orcid.org/0000-0002-9178-3965	Harton	LBO:0000125				
VBO:0016955	Hays Converter (Cattle)	LBO:0000126	https://orcid.org/0000-0002-9178-3965	Hays Converter	LBO:0000126				
VBO:0016956	Holando-Argentino (Cattle)	LBO:0000131	https://orcid.org/0000-0002-9178-3965	Holando-Argentino	LBO:0000131				
VBO:0016957	Horro (Cattle)	LBO:0000133	https://orcid.org/0000-0002-9178-3965	Horro	LBO:0000133				
VBO:0016958	Israeli Holstein (Cattle)	LBO:0000139	https://orcid.org/0000-0002-9178-3965	Israeli Holstein	LBO:0000139				
VBO:0016959	Israeli Red (Cattle)	LBO:0000140	https://orcid.org/0000-0002-9178-3965	Israeli Red	LBO:0000140				
VBO:0016960	Jamaica Black (Cattle)	LBO:0000142	https://orcid.org/0000-0002-9178-3965	Jamaica Black	LBO:0000142				
VBO:0016961	Jamaica Red (Cattle)	LBO:0000144	https://orcid.org/0000-0002-9178-3965	Jamaica Red	LBO:0000144				
VBO:0016962	Jaulan (Cattle)	LBO:0000145	https://orcid.org/0000-0002-9178-3965	Jaulan	LBO:0000145				
VBO:0016963	Jiaxian Red (Cattle)	LBO:0000712	https://orcid.org/0000-0002-9178-3965	Jiaxian Red	LBO:0000712				
VBO:0016964	Kankrej (Cattle)	LBO:0000148	https://orcid.org/0000-0002-9178-3965	Kankrej	LBO:0000148				
VBO:0016965	Karan Fries (Cattle)	LBO:0000149	https://orcid.org/0000-0002-9178-3965	Karan Fries	LBO:0000149				
VBO:0016966	Karan Swiss (Cattle)	LBO:0000150	https://orcid.org/0000-0002-9178-3965	Karan Swiss	LBO:0000150				
VBO:0016967	Kenwariya (Cattle)	LBO:0000152	https://orcid.org/0000-0002-9178-3965	Kenwariya	LBO:0000152				
VBO:0016968	Kherigarh (Cattle)	LBO:0000154	https://orcid.org/0000-0002-9178-3965	Kherigarh	LBO:0000154				
VBO:0016969	Kilis (Cattle)	LBO:0000157	https://orcid.org/0000-0002-9178-3965	Kilis	LBO:0000157				
VBO:0016970	Krishna Valley (Cattle)	LBO:0000158	https://orcid.org/0000-0002-9178-3965	Krishna Valley	LBO:0000158				
VBO:0016971	Lohani (Cattle)	LBO:0000166	https://orcid.org/0000-0002-9178-3965	Lohani	LBO:0000166				
VBO:0016972	Luxi (Cattle)	LBO:0000711	https://orcid.org/0000-0002-9178-3965	Luxi	LBO:0000711				
VBO:0016973	Madagascar Zebu (Cattle)	LBO:0000169	https://orcid.org/0000-0002-9178-3965	Madagascar Zebu	LBO:0000169				
VBO:0016974	Malvi (Cattle)	LBO:0000171	https://orcid.org/0000-0002-9178-3965	Malvi	LBO:0000171				
VBO:0016975	Mandalong (Cattle)	LBO:0000172	https://orcid.org/0000-0002-9178-3965	Mandalong	LBO:0000172				
VBO:0016976	Maremmana (Cattle)	LBO:0000174	https://orcid.org/0000-0002-9178-3965	Maremmana	LBO:0000174				
VBO:0016977	Mazandarani (Cattle)	LBO:0000178	https://orcid.org/0000-0002-9178-3965	Mazandarani	LBO:0000178				
VBO:0016978	Mewati (Cattle)	LBO:0000180	https://orcid.org/0000-0002-9178-3965	Mewati	LBO:0000180				
VBO:0016979	Nagori (Cattle)	LBO:0000191	https://orcid.org/0000-0002-9178-3965	Nagori	LBO:0000191				
VBO:0016980	Nanyang (Cattle)	LBO:0000192	https://orcid.org/0000-0002-9178-3965	Nanyang	LBO:0000192				
VBO:0016981	Nimari (Cattle)	LBO:0000196	https://orcid.org/0000-0002-9178-3965	Nimari	LBO:0000196				
VBO:0016982	Orma Boran (Cattle)	LBO:0000200	https://orcid.org/0000-0002-9178-3965	Orma Boran	LBO:0000200				
VBO:0016983	Oropa (Cattle)	LBO:0000201	https://orcid.org/0000-0002-9178-3965	Oropa	LBO:0000201				
VBO:0016984	Ovambo (Cattle)	LBO:0000202	https://orcid.org/0000-0002-9178-3965	Ovambo	LBO:0000202				
VBO:0016985	Philippine Native (Cattle)	LBO:0000204	https://orcid.org/0000-0002-9178-3965	Philippine Native	LBO:0000204				
VBO:0016986	Ponwar (Cattle)	LBO:0000207	https://orcid.org/0000-0002-9178-3965	Ponwar	LBO:0000207				
VBO:0016987	Qinchuan (Cattle)	LBO:0000210	https://orcid.org/0000-0002-9178-3965	Qinchuan	LBO:0000210				
VBO:0016988	Rathi (Cattle)	LBO:0000213	https://orcid.org/0000-0002-9178-3965	Rathi	LBO:0000213				
VBO:0016989	Rätien Gray (Cattle)	LBO:0000211	https://orcid.org/0000-0002-9178-3965	Rätien Gray	LBO:0000211	Ratische Grauvieh|Ratien Gray	LBO:0000211		
VBO:0016990	Red Pied Friesian (Cattle)	LBO:0000217	https://orcid.org/0000-0002-9178-3965	Red Pied Friesian	LBO:0000217				
VBO:0016991	Red Polled Ostland (Cattle)	LBO:0000219	https://orcid.org/0000-0002-9178-3965	Red Polled Ostland	LBO:0000219				
VBO:0016992	Reggiana (Cattle)	LBO:0000222	https://orcid.org/0000-0002-9178-3965	Reggiana	LBO:0000222				
VBO:0016993	Rendena (Cattle)	LBO:0001080	https://orcid.org/0000-0002-9178-3965	Rendena	LBO:0001080				
VBO:0016994	Rojhan (Cattle)	LBO:0000224	https://orcid.org/0000-0002-9178-3965	Rojhan	LBO:0000224				
VBO:0016995	Romosinuano (Cattle)	LBO:0000226	https://orcid.org/0000-0002-9178-3965	Romosinuano	LBO:0000226				
VBO:0016996	Russian Black Pied (Cattle)	LBO:0000227	https://orcid.org/0000-0002-9178-3965	Russian Black Pied	LBO:0000227				
VBO:0016997	San Martinero (Cattle)	LBO:0000235	https://orcid.org/0000-0002-9178-3965	San Martinero	LBO:0000235				
VBO:0016998	Sanhe (Cattle)	LBO:0000232	https://orcid.org/0000-0002-9178-3965	Sanhe	LBO:0000232				
